,Season,Name,Team,G,PA,K%,O-Swing%,O-Contact%,Z-Swing%,Z-Contact%,Zone%,F-Strike%,SwStr%,CSW%,Fair/Foul ratio,Pitches,Swing%,Contact%,GB,FB,LD
899,2010,Jose Reyes,NYM,133,603,0.104,0.314,0.783,0.607,0.927,0.44,0.592,0.057,0.254,1.327913279,2228,0.443,0.87,209,195,86
900,2012,Dan Uggla,ATL,154,630,0.267,0.228,0.512,0.671,0.783,0.436,0.589,0.125,0.29,0.854415274,2633,0.421,0.701,120,166,72
901,2010,Carlos Pena,TBR,144,582,0.271,0.261,0.516,0.712,0.79,0.425,0.584,0.135,0.261,0.808457711,2297,0.453,0.699,146,132,47
902,2013,Manny Machado,BAL,156,710,0.159,0.314,0.709,0.672,0.879,0.463,0.614,0.087,0.252,1.254004577,2505,0.48,0.819,258,177,113
903,2017,Denard Span,SFG,129,542,0.127,0.264,0.792,0.63,0.939,0.472,0.565,0.047,0.247,1.140540541,2032,0.437,0.892,190,142,90
904,2011,Erick Aybar,LAA,143,605,0.112,0.372,0.809,0.645,0.921,0.444,0.666,0.062,0.226,1.027149321,2080,0.493,0.874,218,142,94
905,2013,Jedd Gyorko,SDP,125,525,0.234,0.329,0.597,0.708,0.821,0.437,0.617,0.13,0.285,0.957894737,2040,0.495,0.737,137,145,82
906,2015,Matt Kemp,SDP,154,648,0.227,0.358,0.628,0.707,0.834,0.434,0.583,0.126,0.27,0.890838207,2534,0.509,0.752,198,161,98
907,2012,Brandon Phillips,CIN,147,623,0.127,0.397,0.701,0.74,0.901,0.413,0.648,0.1,0.235,1.01,2291,0.539,0.814,238,163,104
908,2014,Nick Markakis,BAL,155,710,0.118,0.267,0.852,0.586,0.949,0.438,0.572,0.035,0.258,1.154639175,2818,0.406,0.913,257,193,110
909,2011,Michael Bourn,- - -,158,722,0.194,0.272,0.653,0.62,0.898,0.444,0.597,0.08,0.272,1.037656904,2820,0.426,0.811,251,113,132
910,2015,Ender Inciarte,ARI,132,561,0.103,0.341,0.823,0.609,0.942,0.47,0.62,0.049,0.243,1.288135593,1936,0.467,0.896,239,118,99
911,2015,Neil Walker,PIT,151,603,0.182,0.326,0.702,0.726,0.884,0.432,0.63,0.091,0.239,0.859375,2336,0.499,0.817,184,162,94
912,2012,Denard Span,MIN,128,568,0.109,0.223,0.823,0.58,0.972,0.473,0.6,0.028,0.264,1.239554318,2213,0.392,0.927,242,108,95
913,2013,Anthony Rizzo,CHC,160,690,0.184,0.295,0.652,0.665,0.891,0.416,0.603,0.089,0.263,1.045751634,2615,0.449,0.8,204,182,94
914,2015,Daniel Murphy,NYM,130,538,0.071,0.335,0.835,0.715,0.975,0.417,0.572,0.039,0.188,1.194373402,1891,0.494,0.919,200,168,99
915,2012,Jose Altuve,HOU,147,630,0.117,0.299,0.823,0.597,0.953,0.467,0.635,0.041,0.252,1.452173913,2131,0.438,0.906,264,136,101
916,2013,Marco Scutaro,SFG,127,547,0.062,0.194,0.899,0.557,0.976,0.523,0.603,0.016,0.268,1.349253731,2142,0.384,0.957,221,135,96
917,2011,Jimmy Rollins,PHI,142,631,0.094,0.266,0.818,0.612,0.942,0.416,0.578,0.043,0.235,1.361185984,2386,0.41,0.895,196,207,102
918,2014,Chase Utley,PHI,155,664,0.128,0.272,0.764,0.619,0.932,0.428,0.559,0.054,0.255,1.221957041,2549,0.42,0.87,201,185,126
919,2018,Rougned Odor,TEX,129,535,0.237,0.354,0.664,0.646,0.871,0.418,0.609,0.104,0.263,0.824257426,1980,0.476,0.782,137,131,65
920,2014,Kurt Suzuki,MIN,131,503,0.091,0.252,0.813,0.603,0.937,0.49,0.584,0.043,0.246,1.177142857,1998,0.424,0.9,183,139,90
921,2010,Alexei Ramirez,CHW,156,626,0.131,0.346,0.697,0.658,0.928,0.47,0.599,0.078,0.243,1.124153499,2268,0.493,0.842,239,166,93
922,2018,Justin Bour,- - -,141,501,0.248,0.298,0.658,0.583,0.813,0.406,0.553,0.105,0.31,0.879765396,2077,0.414,0.746,134,109,57
923,2015,Yangervis Solarte,SDP,152,571,0.098,0.32,0.756,0.681,0.955,0.448,0.581,0.057,0.218,1.216494845,2022,0.482,0.882,206,175,91
924,2011,Danny Espinosa,WSN,158,658,0.252,0.313,0.657,0.678,0.811,0.419,0.574,0.116,0.271,0.791497976,2528,0.466,0.751,173,155,63
925,2010,Juan Uribe,SFG,148,575,0.16,0.346,0.592,0.77,0.864,0.449,0.609,0.124,0.242,1.048309179,2062,0.536,0.767,174,193,67
926,2011,Neil Walker,PIT,159,662,0.169,0.304,0.787,0.65,0.898,0.422,0.574,0.065,0.249,0.933333333,2638,0.45,0.855,215,171,104
927,2014,Martin Prado,- - -,143,573,0.14,0.292,0.798,0.52,0.942,0.465,0.597,0.046,0.298,1.421052632,2218,0.398,0.886,223,135,101
928,2012,Coco Crisp,OAK,120,508,0.126,0.242,0.736,0.64,0.923,0.451,0.626,0.057,0.256,1.351916376,1855,0.421,0.864,172,138,78
929,2018,Ozzie Albies,ATL,158,684,0.17,0.382,0.681,0.823,0.873,0.408,0.635,0.115,0.211,0.954212454,2386,0.562,0.796,202,208,111
930,2016,Angel Pagan,SFG,129,543,0.122,0.247,0.811,0.598,0.939,0.452,0.578,0.042,0.26,1.264705882,2117,0.406,0.896,183,139,108
931,2018,Nomar Mazara,TEX,128,536,0.216,0.335,0.643,0.641,0.852,0.414,0.567,0.109,0.283,0.956743003,2187,0.461,0.763,207,100,69
932,2016,Eduardo Nunez,- - -,141,595,0.148,0.386,0.765,0.704,0.911,0.452,0.637,0.078,0.227,0.937373737,2124,0.53,0.852,230,157,77
933,2014,Daniel Murphy,NYM,143,642,0.134,0.332,0.779,0.676,0.948,0.429,0.631,0.057,0.223,1.075313808,2346,0.48,0.881,218,151,145
934,2012,Starlin Castro,CHC,162,691,0.145,0.366,0.711,0.649,0.911,0.458,0.627,0.083,0.254,1.264367816,2389,0.496,0.831,261,176,113
935,2019,Justin Smoak,TOR,121,500,0.212,0.23,0.583,0.649,0.875,0.398,0.532,0.09,0.269,0.971698113,2044,0.397,0.773,113,132,64
936,2018,Yuli Gurriel,HOU,136,573,0.11,0.371,0.773,0.692,0.928,0.408,0.634,0.07,0.233,1.402332362,1908,0.502,0.86,213,171,97
937,2018,Matt Duffy,TBR,132,560,0.166,0.298,0.701,0.678,0.925,0.433,0.634,0.073,0.238,0.983253589,2124,0.463,0.843,223,84,104
938,2014,Pablo Sandoval,SFG,157,638,0.133,0.466,0.796,0.802,0.899,0.348,0.605,0.089,0.176,0.844112769,2254,0.583,0.846,217,187,105
939,2019,Renato Nunez,BAL,151,599,0.239,0.375,0.615,0.677,0.851,0.398,0.599,0.127,0.284,0.797619048,2464,0.495,0.743,131,186,85
940,2018,Yadier Molina,STL,123,503,0.131,0.385,0.768,0.708,0.892,0.437,0.64,0.084,0.231,0.841437632,1969,0.526,0.841,155,147,96
941,2015,Brian Dozier,MIN,157,704,0.21,0.297,0.69,0.643,0.864,0.432,0.604,0.09,0.263,0.914772727,2833,0.447,0.798,161,213,109
942,2017,Andrelton Simmons,LAA,158,647,0.104,0.277,0.799,0.659,0.915,0.475,0.646,0.056,0.232,1.324120603,2295,0.459,0.878,261,166,100
943,2013,Nate McLouth,BAL,146,593,0.145,0.213,0.77,0.612,0.92,0.478,0.614,0.049,0.261,1.220385675,2269,0.404,0.879,171,162,110
944,2013,Chris Denorfia,SDP,144,520,0.162,0.265,0.615,0.59,0.908,0.463,0.613,0.08,0.292,1.348275862,2034,0.415,0.807,217,93,81
945,2012,Yonder Alonso,SDP,155,619,0.163,0.289,0.636,0.748,0.902,0.419,0.593,0.091,0.21,1.063679245,2243,0.482,0.809,203,141,107
946,2012,Melvin Upton Jr.,TBR,146,633,0.267,0.321,0.568,0.75,0.778,0.45,0.654,0.151,0.27,0.944572748,2321,0.514,0.706,165,168,76
947,2017,Trevor Story,COL,145,555,0.344,0.309,0.53,0.69,0.799,0.449,0.636,0.142,0.298,0.667386609,2284,0.48,0.704,104,148,57
948,2015,Jhonny Peralta,STL,155,640,0.173,0.323,0.657,0.757,0.864,0.417,0.603,0.106,0.225,0.957575758,2444,0.504,0.787,209,148,117
949,2012,Hunter Pence,- - -,160,688,0.211,0.326,0.589,0.684,0.816,0.408,0.615,0.13,0.284,1.122641509,2638,0.472,0.723,243,152,81
950,2014,Joe Mauer,MIN,120,518,0.185,0.25,0.773,0.559,0.888,0.444,0.591,0.058,0.292,1.025641026,2170,0.387,0.847,183,79,98
951,2012,Michael Brantley,CLE,149,609,0.092,0.227,0.833,0.613,0.96,0.463,0.581,0.031,0.245,1.587859425,2163,0.406,0.922,242,143,112
952,2018,DJ LeMahieu,COL,128,581,0.141,0.26,0.727,0.601,0.95,0.46,0.604,0.052,0.273,1.343108504,2191,0.417,0.875,227,135,96
953,2010,Cody Ross,- - -,153,569,0.213,0.319,0.66,0.627,0.85,0.466,0.591,0.101,0.289,1.004950495,2242,0.463,0.78,185,137,84
954,2012,Jimmy Rollins,PHI,156,699,0.137,0.272,0.761,0.572,0.937,0.425,0.575,0.053,0.259,1.431266846,2599,0.4,0.868,209,221,101
955,2019,Evan Longoria,SFG,129,508,0.22,0.326,0.676,0.666,0.829,0.417,0.604,0.109,0.279,0.915343915,2018,0.468,0.767,142,129,75
956,2012,Elvis Andrus,TEX,158,711,0.135,0.226,0.735,0.545,0.935,0.501,0.599,0.048,0.28,1.238095238,2778,0.386,0.877,297,109,114
957,2010,Placido Polanco,PHI,132,602,0.078,0.263,0.789,0.628,0.962,0.521,0.6,0.038,0.236,1.385444744,2133,0.454,0.914,232,178,104
958,2010,Aramis Ramirez,CHC,124,507,0.178,0.321,0.678,0.761,0.853,0.454,0.627,0.106,0.233,0.88372093,1958,0.521,0.794,104,216,60
959,2016,Russell Martin,TOR,137,535,0.277,0.214,0.533,0.591,0.801,0.465,0.559,0.108,0.303,0.948328267,2284,0.389,0.722,145,111,56
960,2013,David Freese,STL,138,521,0.203,0.288,0.609,0.673,0.876,0.441,0.599,0.099,0.261,0.980874317,2023,0.458,0.782,198,86,75
961,2010,Scott Podsednik,- - -,134,595,0.139,0.247,0.811,0.522,0.948,0.489,0.615,0.037,0.292,1.293604651,2294,0.381,0.903,224,138,83
962,2010,Brennan Boesch,DET,133,512,0.193,0.398,0.661,0.81,0.867,0.397,0.629,0.122,0.221,0.904176904,1771,0.562,0.779,166,146,56
963,2011,Alexei Ramirez,CHW,158,684,0.123,0.346,0.745,0.628,0.919,0.448,0.592,0.071,0.245,1.16043956,2455,0.472,0.848,240,186,102
964,2019,Paul DeJong,STL,159,664,0.224,0.311,0.607,0.714,0.865,0.439,0.616,0.111,0.266,0.830188679,2579,0.487,0.772,166,195,79
965,2015,Brock Holt,BOS,129,509,0.191,0.262,0.75,0.574,0.927,0.457,0.625,0.055,0.293,0.957104558,2085,0.405,0.865,188,84,85
966,2013,Mark Trumbo,LAA,159,678,0.271,0.378,0.596,0.669,0.788,0.427,0.65,0.146,0.306,0.971302428,2521,0.502,0.706,202,163,75
967,2010,Jose Guillen,- - -,148,577,0.196,0.342,0.676,0.65,0.856,0.466,0.581,0.102,0.275,0.981176471,2204,0.485,0.788,186,162,69
968,2013,J.J. Hardy,BAL,159,644,0.113,0.294,0.79,0.548,0.929,0.481,0.61,0.051,0.282,1.502840909,2405,0.417,0.878,239,202,88
969,2011,Bobby Abreu,LAA,142,585,0.193,0.194,0.64,0.534,0.899,0.432,0.552,0.062,0.298,1.229559748,2548,0.341,0.816,185,124,82
970,2017,Xander Bogaerts,BOS,148,635,0.183,0.328,0.675,0.53,0.899,0.449,0.622,0.083,0.318,1.14,2544,0.419,0.803,223,139,94
971,2012,Erick Aybar,LAA,141,554,0.11,0.378,0.842,0.675,0.945,0.444,0.63,0.049,0.201,1.03649635,1819,0.51,0.902,222,125,79
972,2014,Shin-Soo Choo,TEX,123,529,0.248,0.219,0.579,0.632,0.849,0.449,0.567,0.093,0.297,0.947674419,2155,0.405,0.768,163,97,66
973,2012,Dayan Viciedo,CHW,147,543,0.221,0.391,0.664,0.667,0.83,0.407,0.604,0.124,0.282,1.051351351,2003,0.503,0.753,181,122,86
974,2010,Marco Scutaro,BOS,150,695,0.102,0.188,0.87,0.541,0.974,0.513,0.581,0.02,0.272,1.332541568,2808,0.369,0.948,229,235,97
975,2013,Justin Morneau,- - -,152,635,0.173,0.362,0.695,0.731,0.887,0.412,0.631,0.098,0.238,0.87150838,2421,0.514,0.808,191,178,99
976,2010,Casey Blake,LAD,146,571,0.242,0.264,0.682,0.576,0.862,0.476,0.616,0.081,0.308,0.869767442,2431,0.413,0.801,160,138,76
977,2012,Rickie Weeks Jr.,MIL,157,677,0.25,0.213,0.53,0.622,0.841,0.459,0.589,0.099,0.292,1.02184466,2761,0.401,0.752,190,160,71
978,2015,Trevor Plouffe,MIN,152,632,0.196,0.255,0.624,0.655,0.881,0.48,0.646,0.087,0.279,1.086956522,2403,0.447,0.804,185,183,82
979,2014,Jose Reyes,TOR,143,655,0.111,0.332,0.772,0.692,0.934,0.428,0.611,0.063,0.232,1.195505618,2308,0.486,0.871,221,191,120
980,2012,Kyle Seager,SEA,155,651,0.169,0.299,0.661,0.683,0.908,0.46,0.594,0.083,0.239,1.099773243,2361,0.476,0.824,174,205,106
981,2010,Alex Gonzalez,- - -,157,640,0.184,0.396,0.637,0.669,0.886,0.466,0.631,0.113,0.271,1.008403361,2328,0.523,0.785,156,235,89
982,2013,Adam LaRoche,WSN,152,590,0.222,0.256,0.637,0.651,0.859,0.41,0.563,0.092,0.265,0.962311558,2400,0.418,0.779,141,159,83
983,2018,Willson Contreras,CHC,138,544,0.222,0.344,0.622,0.701,0.816,0.42,0.59,0.13,0.271,0.816901408,2120,0.495,0.738,181,107,60
984,2016,Nick Markakis,ATL,158,684,0.148,0.242,0.815,0.621,0.915,0.441,0.554,0.048,0.25,1.152272727,2626,0.409,0.882,218,178,111
985,2011,Brett Gardner,NYY,159,588,0.158,0.211,0.842,0.506,0.947,0.475,0.522,0.03,0.277,1.002531646,2466,0.351,0.914,207,112,77
986,2017,Nick Markakis,ATL,160,670,0.164,0.254,0.784,0.593,0.909,0.451,0.566,0.054,0.266,1.029661017,2717,0.407,0.866,236,142,108
987,2013,Alejandro De Aza,CHW,153,675,0.218,0.264,0.631,0.635,0.897,0.45,0.603,0.083,0.275,0.90438247,2749,0.431,0.807,185,157,112
988,2012,Michael Saunders,SEA,139,553,0.239,0.297,0.593,0.709,0.851,0.45,0.584,0.114,0.256,0.843678161,2181,0.482,0.763,166,127,74
989,2016,Jonathan Schoop,BAL,162,647,0.212,0.43,0.558,0.814,0.844,0.448,0.662,0.162,0.264,0.96007984,2231,0.602,0.731,218,168,95
990,2013,Michael Young,- - -,147,565,0.147,0.263,0.69,0.657,0.902,0.474,0.651,0.073,0.251,1.226890756,2111,0.45,0.837,234,104,100
991,2014,Curtis Granderson,NYM,155,654,0.216,0.258,0.627,0.663,0.85,0.402,0.578,0.097,0.271,0.942222222,2702,0.421,0.768,145,199,80
992,2013,Michael Brantley,CLE,151,611,0.11,0.24,0.799,0.629,0.963,0.455,0.565,0.037,0.239,1.379888268,2243,0.417,0.911,232,147,115
993,2018,Cesar Hernandez,PHI,161,708,0.219,0.203,0.6,0.587,0.897,0.45,0.583,0.072,0.287,0.918238994,3009,0.376,0.809,201,147,90
994,2019,Adam Frazier,PIT,152,608,0.123,0.309,0.77,0.704,0.909,0.432,0.556,0.068,0.231,1.00422833,2302,0.48,0.858,195,157,123
995,2014,Nori Aoki,KCR,132,549,0.089,0.258,0.82,0.661,0.948,0.463,0.614,0.041,0.216,1.031325301,2087,0.445,0.908,265,73,90
996,2013,Daniel Murphy,NYM,161,697,0.136,0.318,0.812,0.655,0.929,0.442,0.618,0.054,0.229,1.190775681,2531,0.467,0.884,241,206,121
997,2013,Mitch Moreland,TEX,147,518,0.226,0.297,0.556,0.635,0.888,0.421,0.556,0.106,0.285,0.977777778,2139,0.439,0.758,152,139,61
998,2017,Ryon Healy,OAK,149,605,0.235,0.358,0.589,0.629,0.865,0.433,0.582,0.12,0.31,1.163101604,2279,0.475,0.747,186,166,83
999,2017,Kendrys Morales,TOR,150,608,0.217,0.357,0.617,0.701,0.815,0.404,0.595,0.134,0.274,1.028846154,2332,0.496,0.73,207,142,79
1000,2011,Vladimir Guerrero,BAL,145,590,0.095,0.457,0.732,0.806,0.897,0.382,0.602,0.107,0.191,1.246943765,1901,0.591,0.818,252,165,93
1001,2014,Jimmy Rollins,PHI,138,609,0.164,0.266,0.732,0.614,0.92,0.438,0.591,0.061,0.255,0.948275862,2528,0.419,0.853,177,178,85
1002,2013,Jon Jay,STL,157,628,0.164,0.288,0.704,0.647,0.899,0.441,0.58,0.075,0.246,1.027906977,2358,0.446,0.829,223,101,118
1003,2013,Brian Dozier,MIN,147,623,0.193,0.283,0.766,0.54,0.9,0.436,0.571,0.061,0.295,1.020979021,2595,0.395,0.846,166,181,91
1004,2014,Casey McGehee,MIA,160,691,0.148,0.252,0.721,0.616,0.904,0.466,0.598,0.065,0.262,1.34625323,2543,0.422,0.846,263,163,95
1005,2013,Josh Hamilton,LAA,151,636,0.248,0.404,0.565,0.789,0.817,0.385,0.596,0.163,0.255,0.857429719,2380,0.553,0.703,166,166,95
1006,2017,Melky Cabrera,- - -,156,666,0.111,0.321,0.793,0.643,0.951,0.435,0.586,0.051,0.232,1.254545455,2421,0.461,0.889,270,160,122
1007,2012,Brett Lawrie,TOR,125,536,0.16,0.31,0.705,0.669,0.905,0.465,0.621,0.078,0.26,1.102150538,1963,0.477,0.835,206,122,82
1008,2011,Mitch Moreland,TEX,134,512,0.18,0.32,0.671,0.69,0.901,0.414,0.557,0.089,0.245,0.976439791,1971,0.473,0.81,155,151,67
1009,2019,Brandon Belt,SFG,156,616,0.206,0.268,0.667,0.75,0.868,0.399,0.583,0.093,0.227,0.75142315,2514,0.46,0.798,112,193,91
1010,2018,Yonder Alonso,CLE,145,574,0.214,0.329,0.587,0.752,0.886,0.412,0.573,0.115,0.236,0.866812227,2201,0.504,0.771,152,159,86
1011,2018,Jose Peraza,CIN,157,683,0.11,0.352,0.761,0.675,0.956,0.43,0.619,0.061,0.233,1.227477477,2296,0.491,0.877,199,207,139
1012,2011,Jayson Werth,WSN,150,649,0.247,0.234,0.723,0.576,0.866,0.457,0.584,0.07,0.293,0.805168986,2833,0.391,0.82,174,163,68
1013,2014,Ian Kinsler,DET,161,726,0.109,0.303,0.766,0.651,0.969,0.487,0.64,0.046,0.24,1.245901639,2568,0.473,0.902,228,261,119
1014,2010,Orlando Hudson,MIN,126,559,0.156,0.224,0.747,0.622,0.911,0.48,0.54,0.056,0.237,1.146067416,2128,0.415,0.865,198,126,84
1015,2013,Todd Frazier,CIN,150,600,0.208,0.332,0.634,0.709,0.847,0.421,0.605,0.116,0.259,0.898678414,2297,0.491,0.764,172,162,74
1016,2011,Elvis Andrus,TEX,150,665,0.111,0.247,0.776,0.579,0.935,0.473,0.63,0.047,0.255,1.273657289,2489,0.404,0.884,278,105,115
1017,2018,Joe Mauer,MIN,127,543,0.158,0.21,0.723,0.51,0.94,0.476,0.604,0.045,0.311,1.372013652,2257,0.353,0.872,205,89,108
1018,2015,Asdrubal Cabrera,TBR,143,551,0.194,0.368,0.71,0.752,0.85,0.43,0.648,0.109,0.231,0.825363825,2067,0.534,0.795,142,173,82
1019,2019,Alex Gordon,KCR,150,633,0.158,0.301,0.655,0.725,0.888,0.421,0.594,0.094,0.235,1.029147982,2350,0.479,0.804,212,141,106
1020,2016,Ender Inciarte,ATL,131,578,0.118,0.328,0.833,0.631,0.949,0.437,0.602,0.044,0.217,1.071258907,2094,0.461,0.903,223,121,107
1021,2016,Didi Gregorius,NYY,153,597,0.137,0.401,0.716,0.748,0.906,0.44,0.618,0.094,0.228,1.019148936,2067,0.554,0.829,192,193,94
1022,2016,Corey Dickerson,TBR,148,548,0.245,0.44,0.696,0.76,0.767,0.389,0.624,0.149,0.277,0.763636364,2111,0.564,0.733,142,170,66
1023,2016,Adam Jones,BAL,152,672,0.171,0.448,0.611,0.827,0.856,0.415,0.631,0.151,0.23,0.915315315,2336,0.606,0.751,218,206,84
1024,2014,James Loney,TBR,155,651,0.123,0.304,0.794,0.692,0.938,0.42,0.588,0.054,0.23,1.123931624,2408,0.467,0.884,223,163,140
1025,2019,Miguel Cabrera,DET,136,549,0.197,0.368,0.659,0.688,0.879,0.398,0.627,0.109,0.26,0.984848485,2033,0.495,0.781,171,124,95
1026,2019,Hanser Alberto,BAL,139,550,0.091,0.476,0.787,0.737,0.936,0.411,0.662,0.079,0.208,1.081967213,1762,0.583,0.865,216,150,96
1027,2016,Nomar Mazara,TEX,145,568,0.197,0.334,0.689,0.613,0.903,0.403,0.581,0.086,0.279,1.017326733,2258,0.447,0.807,201,122,88
1028,2019,Amed Rosario,NYM,157,655,0.189,0.381,0.64,0.718,0.882,0.403,0.623,0.116,0.271,1.050955414,2408,0.517,0.776,239,145,111
1029,2010,Ty Wigginton,BAL,154,649,0.179,0.258,0.583,0.692,0.887,0.483,0.616,0.094,0.252,1.082191781,2435,0.468,0.8,224,176,74
1030,2013,Gerardo Parra,ARI,156,663,0.151,0.374,0.716,0.657,0.923,0.405,0.658,0.083,0.261,1.115646259,2307,0.488,0.829,272,122,98
1031,2013,Yoenis Cespedes,OAK,135,574,0.239,0.359,0.636,0.718,0.804,0.423,0.599,0.134,0.276,0.93824228,2169,0.511,0.736,149,180,66
1032,2010,Derek Jeter,NYY,157,739,0.143,0.276,0.693,0.672,0.928,0.477,0.591,0.067,0.229,1.071428571,2698,0.465,0.855,363,102,90
1033,2017,Hanley Ramirez,BOS,133,553,0.21,0.326,0.6,0.696,0.858,0.418,0.62,0.117,0.264,1.010638298,2084,0.48,0.756,159,141,80
1034,2012,Daniel Murphy,NYM,156,612,0.134,0.321,0.794,0.647,0.94,0.434,0.623,0.054,0.242,1.143851508,2262,0.463,0.882,250,123,120
1035,2014,Dustin Pedroia,BOS,135,609,0.123,0.263,0.806,0.598,0.923,0.513,0.591,0.048,0.253,0.997929607,2498,0.435,0.888,233,134,115
1036,2019,David Fletcher,LAA,154,653,0.098,0.253,0.826,0.487,0.961,0.465,0.556,0.032,0.305,1.572700297,2629,0.362,0.911,233,157,140
1037,2015,Martin Prado,MIA,129,551,0.123,0.264,0.767,0.532,0.954,0.498,0.633,0.043,0.291,1.358024691,2157,0.397,0.892,206,132,102
1038,2018,Marwin Gonzalez,HOU,145,552,0.228,0.319,0.65,0.599,0.863,0.417,0.585,0.099,0.284,0.922680412,2216,0.436,0.772,149,128,81
1039,2017,Nomar Mazara,TEX,148,616,0.206,0.329,0.628,0.654,0.851,0.407,0.55,0.112,0.273,1.016548463,2445,0.461,0.757,200,147,83
1040,2011,Kosuke Fukudome,- - -,146,603,0.182,0.216,0.715,0.581,0.901,0.452,0.579,0.06,0.289,1.029339853,2584,0.381,0.843,221,125,75
1041,2016,Brett Gardner,NYY,148,634,0.167,0.24,0.757,0.541,0.919,0.425,0.524,0.052,0.279,1.164021164,2591,0.368,0.858,230,119,91
1042,2011,Jamey Carroll,LAD,146,510,0.114,0.226,0.858,0.51,0.958,0.48,0.594,0.027,0.289,1.15,2181,0.362,0.926,195,104,92
1043,2010,Ben Zobrist,TBR,151,655,0.163,0.248,0.728,0.534,0.914,0.439,0.553,0.058,0.277,1.063106796,2693,0.374,0.844,193,167,78
1044,2015,Billy Burns,OAK,125,555,0.146,0.377,0.788,0.788,0.891,0.49,0.679,0.083,0.194,0.808630394,1943,0.579,0.857,217,121,93
1045,2019,Dansby Swanson,ATL,127,545,0.228,0.279,0.592,0.704,0.825,0.422,0.563,0.118,0.281,0.926208651,2224,0.458,0.743,135,135,94
1046,2015,Kole Calhoun,LAA,159,686,0.239,0.318,0.549,0.734,0.855,0.416,0.646,0.128,0.268,1.021786492,2557,0.491,0.739,196,166,107
1047,2015,Evan Gattis,HOU,153,604,0.197,0.369,0.668,0.704,0.846,0.414,0.604,0.116,0.265,1.221621622,2102,0.508,0.77,206,169,77
1048,2015,Marlon Byrd,- - -,135,544,0.267,0.439,0.553,0.832,0.83,0.421,0.704,0.172,0.265,0.748466258,1979,0.605,0.714,155,133,78
1049,2019,Victor Robles,WSN,155,617,0.227,0.319,0.639,0.714,0.869,0.43,0.621,0.106,0.251,0.811594203,2285,0.489,0.783,158,144,90
1050,2014,Yangervis Solarte,- - -,131,535,0.108,0.286,0.796,0.621,0.949,0.43,0.578,0.047,0.241,1.195402299,1993,0.43,0.891,189,146,81
1051,2016,Addison Russell,CHC,151,598,0.226,0.315,0.608,0.728,0.806,0.451,0.64,0.131,0.267,0.834394904,2336,0.501,0.738,162,148,83
1052,2018,Max Kepler,MIN,156,611,0.157,0.249,0.662,0.652,0.917,0.439,0.581,0.071,0.245,1.111392405,2351,0.426,0.833,166,203,70
1053,2010,James Loney,LAD,161,648,0.147,0.266,0.77,0.639,0.93,0.437,0.554,0.053,0.249,1.119369369,2511,0.429,0.874,215,160,122
1054,2014,Mark Teixeira,NYY,123,508,0.215,0.276,0.653,0.627,0.879,0.413,0.581,0.087,0.278,0.927977839,2087,0.421,0.792,139,125,71
1055,2016,Eugenio Suarez,CIN,159,627,0.247,0.266,0.601,0.641,0.864,0.448,0.592,0.098,0.29,0.895652174,2594,0.434,0.775,167,156,89
1056,2011,Adam Lind,TOR,125,542,0.197,0.363,0.678,0.7,0.866,0.41,0.581,0.106,0.259,1.129943503,1916,0.501,0.786,160,153,87
1057,2016,Cheslor Cuthbert,KCR,128,510,0.188,0.317,0.63,0.695,0.868,0.463,0.627,0.105,0.266,0.967005076,2005,0.492,0.786,181,135,65
1058,2014,Evan Longoria,TBR,162,700,0.19,0.306,0.634,0.684,0.847,0.453,0.641,0.107,0.278,1.165501166,2522,0.477,0.772,195,203,102
1059,2014,Garrett Jones,MIA,146,547,0.212,0.302,0.666,0.713,0.879,0.424,0.581,0.094,0.251,0.829694323,2199,0.476,0.801,143,162,75
1060,2012,Alcides Escobar,KCR,155,648,0.154,0.321,0.72,0.647,0.873,0.48,0.613,0.086,0.268,1.049676026,2423,0.478,0.819,259,115,112
1061,2014,Chase Headley,- - -,135,531,0.23,0.258,0.634,0.656,0.887,0.421,0.557,0.086,0.269,0.908376963,2144,0.426,0.798,141,111,95
1062,2010,Howie Kendrick,LAA,158,658,0.143,0.304,0.675,0.61,0.908,0.499,0.612,0.076,0.273,1.280397022,2424,0.456,0.831,275,145,96
1063,2012,Howie Kendrick,LAA,147,594,0.194,0.349,0.64,0.661,0.884,0.485,0.65,0.102,0.279,1.016470588,2153,0.5,0.796,253,90,89
1064,2010,Pablo Sandoval,SFG,152,616,0.131,0.43,0.771,0.789,0.88,0.375,0.617,0.096,0.194,0.97005988,2114,0.564,0.828,216,187,83
1065,2010,Brandon Inge,DET,144,580,0.231,0.27,0.573,0.67,0.832,0.468,0.581,0.113,0.284,0.9,2381,0.457,0.751,147,175,65
1066,2017,Brandon Phillips,- - -,144,604,0.121,0.418,0.688,0.748,0.902,0.433,0.646,0.106,0.237,1.084782609,2108,0.561,0.811,247,141,111
1067,2017,Yadier Molina,STL,136,543,0.136,0.378,0.774,0.693,0.86,0.468,0.63,0.091,0.237,1.006928406,1998,0.526,0.827,184,163,89
1068,2011,Cameron Maybin,SDP,137,568,0.22,0.307,0.557,0.659,0.834,0.458,0.623,0.123,0.298,1.215873016,2028,0.468,0.735,212,110,61
1069,2015,Ben Revere,- - -,152,634,0.101,0.289,0.798,0.584,0.967,0.437,0.566,0.041,0.273,1.609230769,2252,0.418,0.901,286,99,138
