,Season,Name,Team,G,PA,BB%,O-Swing%,O-Contact%,Z-Swing%,Z-Contact%,Zone%,F-Strike%,SwStr%,CSW%,Fair/Foul ratio,Pitches,Swing%,Contact%,GB,FB,LD
662,2016,Chris Carter,MIL,160,644,0.118,0.259,0.422,0.683,0.762,0.422,0.585,0.155,0.31,0.836492891,2745,0.437,0.646,112,172,69
663,2018,Eduardo Escobar,- - -,151,631,0.082,0.393,0.69,0.728,0.856,0.407,0.616,0.115,0.251,0.781849913,2464,0.529,0.783,144,193,111
664,2014,Alex Gordon,KCR,156,643,0.101,0.257,0.586,0.655,0.885,0.442,0.575,0.092,0.267,0.952483801,2655,0.433,0.786,188,168,85
665,2019,Gary Sanchez,NYY,106,446,0.09,0.353,0.578,0.592,0.833,0.361,0.558,0.131,0.318,0.877022654,1879,0.44,0.702,87,129,55
666,2017,Cesar Hernandez,PHI,128,577,0.106,0.216,0.623,0.614,0.88,0.47,0.574,0.078,0.275,1.097493036,2316,0.403,0.807,208,97,89
667,2021,Avisail Garcia,MIL,135,515,0.074,0.418,0.557,0.822,0.777,0.398,0.654,0.185,0.276,0.994236311,1755,0.579,0.681,163,111,71
668,2019,Paul Goldschmidt,STL,161,682,0.114,0.314,0.699,0.677,0.801,0.413,0.645,0.111,0.282,0.743150685,2888,0.464,0.76,167,171,96
669,2012,Adrian Gonzalez,- - -,159,684,0.061,0.367,0.748,0.724,0.896,0.41,0.601,0.085,0.222,0.963369963,2508,0.513,0.833,212,187,127
670,2012,Mark Trumbo,LAA,144,586,0.061,0.395,0.561,0.647,0.823,0.442,0.606,0.147,0.313,0.97761194,2217,0.506,0.709,175,155,63
671,2011,Logan Morrison,FLA,123,525,0.103,0.252,0.705,0.585,0.892,0.425,0.541,0.069,0.272,1.180064309,2096,0.393,0.823,174,127,66
672,2015,Jason Heyward,STL,154,610,0.092,0.251,0.679,0.631,0.931,0.421,0.526,0.065,0.25,1.303116147,2348,0.411,0.842,263,108,89
673,2012,Curtis Granderson,NYY,160,684,0.11,0.291,0.589,0.621,0.81,0.403,0.557,0.118,0.305,0.831622177,2921,0.424,0.72,134,178,93
674,2014,Chris Carter,HOU,145,572,0.098,0.307,0.434,0.725,0.778,0.426,0.598,0.167,0.311,0.800486618,2336,0.485,0.653,89,169,71
675,2016,Yangervis Solarte,SDP,109,443,0.068,0.357,0.745,0.705,0.907,0.425,0.623,0.08,0.228,1.027027027,1589,0.505,0.841,141,126,75
676,2019,Christian Walker,ARI,152,603,0.111,0.282,0.58,0.78,0.819,0.412,0.589,0.128,0.249,0.762195122,2413,0.487,0.738,156,144,75
677,2016,Asdrubal Cabrera,NYM,141,568,0.067,0.328,0.628,0.734,0.884,0.437,0.597,0.105,0.241,0.990430622,2082,0.505,0.791,155,164,95
678,2011,Andre Ethier,LAD,135,551,0.105,0.304,0.642,0.716,0.891,0.424,0.564,0.094,0.241,0.93253012,2093,0.479,0.8,169,120,98
679,2012,Martin Prado,ATL,156,690,0.084,0.281,0.836,0.489,0.952,0.444,0.557,0.036,0.29,1.540166205,2712,0.374,0.904,267,162,127
680,2013,Billy Butler,KCR,162,668,0.118,0.286,0.725,0.623,0.909,0.431,0.546,0.068,0.25,1.054466231,2609,0.431,0.839,257,128,99
681,2016,Stephen Piscotty,STL,153,649,0.079,0.331,0.607,0.754,0.845,0.455,0.624,0.124,0.25,0.833333333,2481,0.523,0.763,196,163,91
682,2018,Cody Bellinger,LAD,162,632,0.109,0.283,0.623,0.669,0.78,0.434,0.581,0.124,0.288,0.900662252,2644,0.45,0.724,163,164,81
683,2012,Mark Teixeira,NYY,123,524,0.103,0.267,0.752,0.602,0.904,0.405,0.506,0.062,0.252,1.120943953,2114,0.403,0.844,156,150,74
684,2016,Evan Gattis,HOU,128,499,0.086,0.324,0.633,0.648,0.833,0.414,0.567,0.113,0.277,0.984802432,1901,0.458,0.75,133,133,58
685,2013,Jonathan Lucroy,MIL,147,580,0.079,0.309,0.766,0.575,0.941,0.461,0.559,0.054,0.273,1.100478469,2331,0.431,0.874,180,175,105
686,2015,Charlie Blackmon,COL,157,682,0.067,0.281,0.735,0.603,0.921,0.446,0.578,0.062,0.268,1.012244898,2727,0.424,0.853,190,183,123
687,2021,Tyler Naquin,CIN,127,454,0.077,0.412,0.675,0.784,0.875,0.402,0.637,0.12,0.225,0.615071283,1797,0.561,0.787,141,98,63
688,2013,Jed Lowrie,OAK,154,662,0.076,0.279,0.763,0.725,0.903,0.448,0.586,0.068,0.212,1.040650407,2449,0.478,0.858,171,221,120
689,2019,Omar Narvaez,SEA,132,482,0.098,0.289,0.729,0.723,0.83,0.433,0.602,0.098,0.244,0.818401937,1979,0.477,0.796,112,137,89
690,2021,Tim Anderson,CHW,123,551,0.04,0.405,0.63,0.819,0.849,0.419,0.648,0.139,0.243,0.862869198,2010,0.578,0.76,226,90,93
691,2016,Yasmany Tomas,ARI,140,563,0.055,0.424,0.576,0.803,0.824,0.412,0.71,0.163,0.271,0.929411765,1972,0.58,0.717,188,124,83
692,2017,Mike Moustakas,KCR,148,598,0.057,0.403,0.691,0.762,0.894,0.426,0.585,0.106,0.22,0.858195212,2240,0.556,0.81,162,213,91
693,2018,Nick Markakis,ATL,162,705,0.102,0.229,0.786,0.616,0.933,0.453,0.569,0.045,0.259,1.221238938,2798,0.404,0.888,239,166,147
694,2012,Cody Ross,BOS,130,528,0.08,0.279,0.622,0.656,0.83,0.45,0.574,0.108,0.279,0.905128205,2179,0.449,0.759,126,148,79
695,2017,Yuli Gurriel,HOU,139,564,0.039,0.328,0.702,0.679,0.911,0.438,0.621,0.081,0.25,1.562913907,1933,0.482,0.831,218,166,88
696,2016,Elvis Andrus,TEX,147,568,0.083,0.269,0.719,0.614,0.915,0.472,0.641,0.064,0.264,1.368421053,2083,0.432,0.85,211,126,105
697,2021,Jeimer Candelario,DET,149,626,0.104,0.323,0.64,0.703,0.877,0.401,0.61,0.104,0.26,0.803435115,2547,0.475,0.781,166,144,111
698,2013,Jason Heyward,ATL,104,440,0.109,0.275,0.719,0.684,0.849,0.4,0.545,0.088,0.244,0.965625,1791,0.439,0.8,135,108,66
699,2013,Jay Bruce,CIN,160,697,0.09,0.292,0.532,0.761,0.791,0.427,0.601,0.144,0.276,0.86888454,2762,0.492,0.703,163,175,106
700,2019,Brett Gardner,NYY,141,550,0.095,0.248,0.676,0.56,0.912,0.435,0.535,0.067,0.286,1.018766756,2381,0.383,0.826,168,145,67
701,2011,Marco Scutaro,BOS,113,445,0.085,0.219,0.908,0.55,0.966,0.459,0.56,0.019,0.265,1.432539683,1744,0.371,0.947,167,125,69
702,2011,J.J. Hardy,BAL,129,567,0.055,0.308,0.776,0.54,0.91,0.48,0.593,0.059,0.296,1.297935103,2160,0.42,0.859,177,191,72
703,2019,Jose Abreu,CHW,159,693,0.052,0.373,0.621,0.671,0.892,0.41,0.577,0.113,0.275,0.889692586,2735,0.495,0.772,228,157,107
704,2012,Dustin Pedroia,BOS,141,623,0.077,0.248,0.836,0.617,0.911,0.472,0.546,0.047,0.246,1.209026128,2476,0.423,0.888,232,176,101
705,2017,Jedd Gyorko,STL,125,481,0.098,0.298,0.588,0.712,0.856,0.441,0.601,0.114,0.25,0.88172043,1907,0.481,0.763,133,129,66
706,2011,Nyjer Morgan,MIL,119,429,0.044,0.335,0.765,0.639,0.916,0.428,0.622,0.068,0.261,0.896969697,1577,0.465,0.854,133,87,76
707,2013,Starling Marte,PIT,135,566,0.044,0.359,0.584,0.652,0.858,0.47,0.682,0.122,0.297,0.782417582,2168,0.497,0.753,181,98,77
708,2021,Javier Baez,- - -,138,547,0.051,0.466,0.531,0.774,0.734,0.33,0.647,0.217,0.323,0.776155718,2065,0.568,0.622,150,110,59
709,2013,Raul Ibanez,SEA,124,496,0.085,0.311,0.63,0.63,0.814,0.417,0.565,0.116,0.301,0.942196532,2047,0.444,0.739,116,140,70
710,2021,Hunter Renfroe,BOS,144,572,0.077,0.351,0.672,0.682,0.847,0.398,0.666,0.111,0.278,0.954326923,2191,0.482,0.77,155,172,70
711,2016,Giancarlo Stanton,MIA,119,470,0.106,0.323,0.466,0.673,0.814,0.396,0.572,0.152,0.3,0.892857143,1891,0.462,0.667,110,119,46
712,2012,Carlos Santana,CLE,143,609,0.149,0.212,0.662,0.611,0.848,0.443,0.507,0.081,0.259,1.06443299,2602,0.389,0.791,178,156,79
713,2011,Asdrubal Cabrera,CLE,151,667,0.066,0.306,0.708,0.689,0.912,0.435,0.603,0.076,0.234,0.952941176,2516,0.473,0.837,213,188,85
714,2012,Nori Aoki,MIL,151,588,0.073,0.267,0.841,0.614,0.907,0.443,0.575,0.049,0.245,1.148989899,2290,0.421,0.883,252,126,77
715,2016,Adam Eaton,CHW,157,706,0.089,0.311,0.754,0.665,0.901,0.44,0.606,0.072,0.234,0.873889876,2670,0.467,0.846,264,127,101
716,2017,Elvis Andrus,TEX,158,689,0.055,0.339,0.691,0.631,0.902,0.452,0.627,0.085,0.265,1.249427918,2547,0.471,0.819,265,172,109
717,2014,Jhonny Peralta,STL,157,628,0.092,0.29,0.618,0.745,0.862,0.433,0.592,0.107,0.238,0.924335378,2476,0.487,0.78,178,170,104
718,2017,Carlos Gomez,TEX,105,426,0.073,0.408,0.576,0.778,0.826,0.402,0.685,0.158,0.266,0.618320611,1595,0.557,0.716,95,98,50
719,2019,Eloy Jimenez,CHW,122,504,0.06,0.367,0.565,0.716,0.802,0.379,0.669,0.153,0.305,1.083870968,1864,0.499,0.694,161,114,61
720,2011,Edwin Encarnacion,TOR,134,530,0.081,0.281,0.74,0.682,0.897,0.452,0.592,0.072,0.239,1.108991826,1980,0.463,0.844,148,180,79
721,2016,Bryce Harper,WSN,147,627,0.172,0.27,0.663,0.681,0.874,0.382,0.507,0.086,0.236,0.851612903,2547,0.427,0.792,160,168,68
722,2011,Eric Hosmer,KCR,128,563,0.06,0.359,0.729,0.68,0.879,0.415,0.556,0.09,0.252,1.143958869,2080,0.492,0.815,221,141,83
723,2018,Joey Gallo,TEX,148,577,0.128,0.322,0.47,0.744,0.72,0.381,0.596,0.185,0.307,0.711491443,2348,0.483,0.617,86,145,60
724,2013,Jacoby Ellsbury,BOS,134,636,0.074,0.278,0.773,0.651,0.934,0.467,0.574,0.053,0.233,0.989816701,2454,0.452,0.881,247,137,102
725,2015,Christian Yelich,MIA,126,525,0.09,0.261,0.643,0.645,0.877,0.436,0.564,0.087,0.258,1.059659091,2125,0.428,0.797,233,56,84
726,2013,Jose Reyes,TOR,93,419,0.081,0.317,0.807,0.621,0.914,0.387,0.558,0.058,0.249,1.350806452,1548,0.435,0.866,153,111,71
727,2018,Kyle Schwarber,CHC,137,510,0.153,0.252,0.541,0.649,0.821,0.407,0.559,0.116,0.289,0.8125,2139,0.414,0.72,125,106,55
728,2017,Matt Joyce,OAK,141,544,0.121,0.214,0.607,0.671,0.819,0.458,0.542,0.101,0.268,0.98102981,2266,0.424,0.761,137,155,70
729,2019,Cavan Biggio,TOR,100,430,0.165,0.158,0.471,0.633,0.856,0.423,0.56,0.087,0.296,0.834532374,1870,0.359,0.759,59,109,64
730,2016,Mike Napoli,CLE,150,645,0.121,0.264,0.589,0.661,0.788,0.442,0.571,0.122,0.292,0.647887324,2950,0.44,0.721,134,166,68
731,2015,Justin Bour,MIA,129,446,0.076,0.337,0.681,0.658,0.816,0.369,0.52,0.112,0.277,1.119565217,1707,0.455,0.753,149,107,53
732,2016,Anthony Rendon,WSN,156,647,0.1,0.228,0.75,0.648,0.888,0.474,0.623,0.064,0.264,0.938398357,2604,0.427,0.849,163,200,94
733,2012,Freddie Freeman,ATL,147,620,0.103,0.318,0.637,0.785,0.855,0.415,0.629,0.114,0.223,0.751341682,2467,0.512,0.775,156,155,109
734,2011,Gaby Sanchez,FLA,159,661,0.112,0.313,0.746,0.639,0.899,0.432,0.585,0.073,0.24,0.954274354,2581,0.454,0.839,171,214,95
735,2016,Melky Cabrera,CHW,151,646,0.073,0.348,0.801,0.686,0.928,0.421,0.554,0.061,0.222,1.062626263,2374,0.491,0.876,227,184,115
736,2018,Michael Conforto,NYM,153,638,0.132,0.276,0.587,0.651,0.84,0.415,0.585,0.11,0.286,0.832618026,2654,0.432,0.745,170,142,76
737,2015,Todd Frazier,CIN,157,678,0.065,0.367,0.638,0.761,0.852,0.413,0.603,0.124,0.242,0.877256318,2565,0.53,0.765,161,232,93
738,2019,Brian Anderson,MIA,126,520,0.085,0.348,0.587,0.659,0.871,0.41,0.627,0.119,0.286,1.03264095,1925,0.475,0.749,158,123,67
739,2013,Will Venable,SDP,151,515,0.056,0.367,0.626,0.723,0.876,0.411,0.561,0.117,0.258,0.803652968,1997,0.513,0.771,166,111,75
740,2019,Eric Sogard,- - -,110,442,0.086,0.265,0.831,0.557,0.932,0.424,0.588,0.042,0.287,1.199275362,1751,0.388,0.893,106,140,85
741,2017,Eduardo Nunez,- - -,114,491,0.037,0.396,0.759,0.7,0.909,0.44,0.621,0.081,0.237,1.144444444,1721,0.53,0.846,220,120,72
742,2014,Luis Valbuena,CHC,149,547,0.119,0.272,0.623,0.667,0.866,0.439,0.59,0.096,0.264,0.836027714,2281,0.445,0.783,114,174,74
743,2012,Alex Rodriguez,NYY,122,529,0.096,0.307,0.667,0.676,0.796,0.415,0.609,0.117,0.277,1.032352941,2016,0.46,0.745,159,114,78
744,2017,David Peralta,ARI,140,577,0.075,0.318,0.653,0.707,0.893,0.43,0.596,0.096,0.245,1.076923077,2144,0.486,0.803,239,115,80
745,2018,Enrique Hernandez,LAD,145,462,0.108,0.247,0.648,0.684,0.872,0.423,0.597,0.087,0.271,1.034700315,1870,0.432,0.798,123,144,61
746,2016,Danny Valencia,OAK,130,517,0.079,0.299,0.518,0.624,0.858,0.437,0.592,0.12,0.302,1.23024055,2020,0.441,0.728,161,114,83
747,2016,Yadier Molina,STL,147,581,0.067,0.36,0.814,0.727,0.896,0.473,0.625,0.071,0.197,0.965163934,2072,0.534,0.867,228,140,103
748,2013,Kendrys Morales,SEA,156,657,0.075,0.325,0.607,0.724,0.88,0.396,0.586,0.11,0.262,1.147887324,2464,0.483,0.769,238,160,91
749,2017,DJ LeMahieu,COL,155,682,0.087,0.238,0.799,0.593,0.935,0.493,0.591,0.043,0.255,1.117773019,2676,0.413,0.895,290,103,129
750,2019,Adam Eaton,WSN,151,656,0.099,0.282,0.723,0.632,0.914,0.427,0.579,0.068,0.25,0.87040619,2664,0.431,0.842,178,182,90
751,2014,Derek Norris,OAK,127,442,0.122,0.227,0.604,0.606,0.906,0.454,0.572,0.075,0.27,1.115241636,1757,0.399,0.812,138,106,56
752,2016,Wil Myers,SDP,157,676,0.101,0.262,0.697,0.603,0.865,0.427,0.578,0.08,0.282,0.88247012,2884,0.408,0.803,198,150,95
753,2014,Denard Span,WSN,147,668,0.075,0.241,0.827,0.618,0.96,0.482,0.594,0.033,0.245,1.270783848,2454,0.423,0.921,247,160,128
754,2012,Jon Jay,STL,117,502,0.068,0.276,0.73,0.598,0.948,0.469,0.604,0.054,0.259,1.01396648,1935,0.427,0.873,214,70,79
755,2018,Curtis Granderson,- - -,123,403,0.134,0.245,0.586,0.589,0.836,0.42,0.548,0.099,0.306,0.874538745,1752,0.389,0.745,76,88,73
756,2014,Kole Calhoun,LAA,127,537,0.071,0.311,0.638,0.676,0.906,0.423,0.605,0.092,0.272,1.098314607,2000,0.466,0.802,171,127,93
757,2012,A.J. Ellis,LAD,133,505,0.129,0.218,0.721,0.546,0.88,0.464,0.56,0.062,0.298,0.862162162,2242,0.37,0.83,142,104,73
758,2017,Lucas Duda,- - -,127,491,0.122,0.268,0.56,0.579,0.865,0.431,0.542,0.101,0.299,0.909090909,2024,0.402,0.749,88,141,61
759,2019,Eduardo Escobar,ARI,158,699,0.072,0.408,0.684,0.711,0.85,0.386,0.615,0.12,0.259,0.90052356,2691,0.525,0.771,169,230,117
760,2018,Jurickson Profar,TEX,146,594,0.091,0.333,0.721,0.687,0.894,0.428,0.603,0.084,0.248,0.888888889,2340,0.484,0.826,193,151,96
761,2016,Buster Posey,SFG,146,614,0.104,0.293,0.781,0.681,0.915,0.459,0.606,0.061,0.215,1.036796537,2297,0.471,0.87,233,143,103
762,2021,Brendan Rodgers,COL,102,415,0.046,0.359,0.699,0.756,0.866,0.419,0.61,0.105,0.246,0.924242424,1513,0.525,0.8,155,89,61
763,2014,Starlin Castro,CHC,134,569,0.062,0.309,0.67,0.65,0.881,0.459,0.568,0.09,0.266,1.181318681,2122,0.465,0.805,195,139,96
764,2012,Justin Upton,ARI,150,628,0.1,0.262,0.598,0.674,0.856,0.44,0.621,0.101,0.263,1.159574468,2376,0.443,0.771,191,155,90
765,2017,Corey Dickerson,TBR,150,629,0.056,0.455,0.716,0.785,0.753,0.4,0.618,0.155,0.257,0.685446009,2493,0.587,0.736,183,157,98
766,2017,Nick Castellanos,DET,157,665,0.062,0.346,0.592,0.732,0.839,0.429,0.639,0.131,0.271,0.928015564,2605,0.512,0.743,178,182,117
767,2021,Trevor Story,COL,142,595,0.089,0.335,0.567,0.762,0.861,0.405,0.627,0.129,0.255,0.756756757,2402,0.508,0.746,145,173,74
768,2014,Christian Yelich,MIA,144,660,0.106,0.217,0.656,0.619,0.902,0.43,0.586,0.068,0.271,0.939914163,2812,0.39,0.824,267,78,93
769,2021,Jake Cronenworth,SDP,152,643,0.086,0.269,0.748,0.626,0.941,0.443,0.602,0.054,0.256,1.116550117,2435,0.427,0.873,202,173,104
770,2011,Carlos Lee,HOU,155,653,0.09,0.261,0.757,0.641,0.94,0.463,0.593,0.051,0.238,1.307881773,2433,0.437,0.881,185,234,112
771,2015,Francisco Cervelli,PIT,130,510,0.09,0.209,0.667,0.634,0.876,0.483,0.606,0.074,0.266,1.101851852,2003,0.414,0.821,186,96,75
772,2013,Ian Desmond,WSN,158,655,0.066,0.347,0.619,0.702,0.835,0.442,0.666,0.124,0.275,0.978448276,2422,0.504,0.752,197,155,102
773,2018,Daniel Descalso,ARI,138,423,0.151,0.23,0.543,0.671,0.837,0.44,0.6,0.107,0.288,0.814569536,1729,0.424,0.748,74,114,58
774,2018,Corey Dickerson,PIT,135,533,0.039,0.453,0.738,0.795,0.858,0.41,0.636,0.116,0.224,0.817658349,1986,0.593,0.804,160,150,116
775,2014,Hunter Pence,SFG,162,708,0.073,0.351,0.672,0.652,0.839,0.39,0.582,0.111,0.273,1.085062241,2811,0.469,0.762,273,177,73
776,2021,Adam Frazier,- - -,155,639,0.075,0.298,0.802,0.695,0.933,0.447,0.624,0.054,0.224,1.043209877,2353,0.476,0.887,208,150,149
777,2013,Andre Ethier,LAD,142,553,0.11,0.291,0.651,0.694,0.884,0.438,0.57,0.091,0.238,0.928571429,2162,0.467,0.802,152,143,95
778,2012,Michael Morse,WSN,102,430,0.037,0.361,0.63,0.731,0.855,0.42,0.623,0.122,0.266,1.012944984,1574,0.517,0.764,173,77,63
779,2014,Juan Uribe,LAD,103,404,0.037,0.42,0.62,0.773,0.898,0.422,0.644,0.125,0.239,0.968847352,1425,0.569,0.78,146,106,59
780,2016,Francisco Lindor,CLE,158,684,0.083,0.303,0.714,0.697,0.906,0.431,0.596,0.077,0.237,1.115303983,2552,0.473,0.836,262,151,119
781,2021,Luis Urias,MIL,150,570,0.111,0.291,0.716,0.694,0.85,0.421,0.602,0.092,0.261,0.8125,2278,0.461,0.801,156,143,78
782,2013,Alfonso Soriano,- - -,151,626,0.058,0.417,0.578,0.706,0.845,0.399,0.644,0.149,0.288,0.908898305,2347,0.533,0.72,163,180,86
783,2019,Corey Seager,LAD,134,541,0.081,0.307,0.572,0.795,0.869,0.419,0.582,0.12,0.225,1.125356125,1909,0.511,0.765,154,155,86
784,2014,Adam Jones,BAL,159,682,0.028,0.409,0.629,0.767,0.833,0.41,0.62,0.142,0.259,1.005859375,2483,0.556,0.744,242,183,90
785,2016,Kole Calhoun,LAA,157,672,0.1,0.307,0.575,0.748,0.868,0.426,0.618,0.117,0.244,1.021321962,2509,0.495,0.763,182,191,106
786,2017,A.J. Pollock,ARI,112,466,0.075,0.27,0.661,0.604,0.927,0.459,0.588,0.07,0.279,1.338403042,1739,0.423,0.836,157,113,82
787,2015,Russell Martin,TOR,129,507,0.105,0.233,0.626,0.603,0.866,0.477,0.578,0.084,0.275,0.957264957,2112,0.409,0.795,170,111,55
788,2019,Whit Merrifield,KCR,162,735,0.061,0.341,0.734,0.691,0.872,0.429,0.604,0.089,0.257,0.978647687,2773,0.491,0.817,209,184,157
789,2018,Eddie Rosario,MIN,138,592,0.051,0.428,0.698,0.785,0.839,0.414,0.615,0.128,0.234,0.932238193,2100,0.576,0.778,162,200,92
790,2014,Yan Gomes,CLE,135,518,0.046,0.365,0.658,0.666,0.834,0.451,0.602,0.118,0.288,0.944020356,1997,0.501,0.764,136,146,89
791,2018,Randal Grichuk,TOR,124,462,0.058,0.358,0.524,0.714,0.83,0.416,0.61,0.15,0.293,0.907738095,1799,0.506,0.704,107,142,56
792,2014,Adam Eaton,CHW,123,538,0.08,0.302,0.761,0.583,0.962,0.47,0.61,0.049,0.268,0.968292683,2095,0.434,0.888,237,80,80
793,2016,Chris Davis,BAL,157,665,0.132,0.282,0.493,0.641,0.763,0.405,0.58,0.146,0.308,0.818823529,2755,0.427,0.657,127,152,69
794,2014,Albert Pujols,LAA,159,695,0.069,0.324,0.717,0.665,0.937,0.453,0.571,0.068,0.236,1.202105263,2555,0.479,0.855,261,202,108
795,2011,Matt Wieters,BAL,139,551,0.087,0.317,0.722,0.684,0.883,0.424,0.577,0.084,0.24,1.058375635,2096,0.472,0.82,181,162,74
796,2021,Mitch Haniger,SEA,157,691,0.078,0.33,0.56,0.654,0.829,0.421,0.621,0.131,0.305,0.978678038,2775,0.466,0.718,199,186,74
797,2018,Matt Olson,OAK,162,660,0.106,0.251,0.672,0.696,0.777,0.427,0.541,0.114,0.27,0.813229572,2844,0.441,0.743,150,180,88
798,2016,Jay Bruce,- - -,147,589,0.075,0.33,0.627,0.773,0.846,0.423,0.57,0.12,0.24,0.83501006,2302,0.518,0.765,154,170,91
799,2015,Justin Upton,SDP,150,620,0.11,0.242,0.515,0.691,0.779,0.451,0.579,0.132,0.289,0.97979798,2514,0.445,0.701,150,171,67
800,2014,Ryan Braun,MIL,135,580,0.071,0.381,0.691,0.675,0.864,0.407,0.597,0.106,0.265,1.042394015,2080,0.501,0.786,197,138,83
801,2018,George Springer,HOU,140,620,0.103,0.255,0.637,0.685,0.852,0.434,0.571,0.096,0.255,0.968109339,2501,0.442,0.782,210,147,68
802,2019,J.T. Realmuto,PHI,145,593,0.069,0.348,0.662,0.731,0.862,0.415,0.583,0.111,0.253,0.842629482,2332,0.507,0.782,165,159,99
803,2011,Chase Headley,SDP,113,439,0.118,0.258,0.637,0.66,0.89,0.416,0.542,0.083,0.257,0.86746988,1823,0.425,0.8,132,93,63
804,2014,Lonnie Chisenhall,CLE,142,533,0.073,0.384,0.724,0.694,0.911,0.437,0.625,0.086,0.247,0.753968254,2045,0.519,0.833,144,146,90
805,2013,Victor Martinez,DET,159,668,0.081,0.321,0.873,0.626,0.924,0.417,0.56,0.043,0.228,1.102,2601,0.448,0.902,232,195,124
806,2014,Brian Dozier,MIN,156,707,0.126,0.276,0.791,0.52,0.878,0.442,0.611,0.06,0.287,0.977272727,2956,0.384,0.843,176,203,94
807,2019,Kevin Newman,PIT,130,531,0.053,0.373,0.772,0.694,0.943,0.418,0.638,0.066,0.226,1.069825436,1882,0.507,0.87,212,122,95
808,2018,Mallex Smith,TBR,141,544,0.086,0.296,0.64,0.726,0.829,0.449,0.612,0.115,0.258,0.939698492,2061,0.489,0.766,186,95,93
809,2014,Brandon Moss,OAK,147,580,0.116,0.328,0.561,0.676,0.854,0.409,0.578,0.124,0.269,0.746236559,2357,0.47,0.733,105,169,73
810,2014,Charlie Blackmon,COL,154,648,0.048,0.379,0.752,0.7,0.926,0.432,0.637,0.075,0.222,0.834738617,2460,0.518,0.854,205,183,107
811,2016,Curtis Granderson,NYM,150,633,0.117,0.209,0.599,0.581,0.894,0.422,0.55,0.074,0.295,1.138964578,2692,0.366,0.797,152,176,90
812,2012,Brandon Belt,SFG,145,472,0.114,0.304,0.559,0.814,0.845,0.397,0.595,0.13,0.234,0.824,1821,0.506,0.742,117,113,79
813,2015,Colby Rasmus,HOU,137,485,0.097,0.271,0.524,0.708,0.791,0.433,0.631,0.137,0.29,0.735294118,2011,0.46,0.702,78,142,55
814,2013,Coco Crisp,OAK,131,584,0.104,0.222,0.749,0.633,0.929,0.455,0.58,0.051,0.249,1.136708861,2355,0.409,0.876,183,178,88
815,2017,Shin-Soo Choo,TEX,149,636,0.121,0.216,0.595,0.651,0.863,0.462,0.582,0.088,0.27,0.971698113,2545,0.417,0.788,201,108,103
816,2016,Jedd Gyorko,STL,128,438,0.084,0.312,0.58,0.707,0.86,0.445,0.619,0.117,0.255,0.935582822,1699,0.488,0.761,124,123,58
817,2017,Mookie Betts,BOS,153,712,0.108,0.22,0.726,0.538,0.927,0.438,0.567,0.051,0.287,1.775641026,2804,0.36,0.858,224,237,93
818,2016,Kendrys Morales,KCR,154,618,0.078,0.334,0.626,0.687,0.879,0.416,0.553,0.107,0.261,0.926778243,2468,0.481,0.776,196,158,89
819,2021,Anthony Rizzo,- - -,141,576,0.09,0.329,0.723,0.647,0.879,0.425,0.576,0.086,0.263,0.960465116,2230,0.464,0.815,169,164,80
820,2011,Ryan Roberts,ARI,143,555,0.119,0.239,0.647,0.658,0.886,0.457,0.564,0.08,0.262,1.035135135,2147,0.431,0.814,133,157,93
821,2013,James Loney,TBR,158,598,0.074,0.321,0.844,0.663,0.92,0.412,0.595,0.051,0.234,1.091743119,2221,0.462,0.889,201,133,142
822,2012,Kendrys Morales,LAA,134,522,0.059,0.356,0.618,0.704,0.855,0.409,0.596,0.122,0.272,0.913793103,2063,0.499,0.755,190,105,76
823,2014,Matt Carpenter,STL,158,709,0.134,0.19,0.795,0.494,0.948,0.453,0.577,0.033,0.302,1.145539906,3101,0.328,0.899,200,172,116
824,2017,Josh Bell,PIT,159,620,0.106,0.267,0.697,0.66,0.85,0.428,0.55,0.089,0.249,0.975391499,2551,0.435,0.796,223,136,77
825,2018,Hunter Renfroe,SDP,117,441,0.068,0.326,0.603,0.672,0.784,0.409,0.626,0.136,0.308,1.107407407,1715,0.468,0.709,112,128,59
826,2015,Josh Reddick,OAK,149,582,0.084,0.286,0.733,0.637,0.933,0.418,0.558,0.062,0.247,1.193298969,2296,0.433,0.856,178,188,97
827,2011,Adam Jones,BAL,151,618,0.047,0.432,0.636,0.718,0.869,0.437,0.639,0.129,0.261,0.915492958,2226,0.557,0.768,225,150,80
828,2011,David Wright,NYM,102,447,0.116,0.245,0.667,0.678,0.886,0.447,0.57,0.08,0.233,0.830985915,1814,0.438,0.818,125,117,53
829,2018,Carlos Gonzalez,COL,132,504,0.073,0.353,0.601,0.74,0.818,0.385,0.605,0.138,0.254,1.050898204,1885,0.502,0.724,168,126,57
830,2021,Chris Taylor,LAD,148,582,0.108,0.247,0.491,0.725,0.784,0.436,0.622,0.139,0.289,0.81884058,2384,0.455,0.694,123,141,75
831,2017,Asdrubal Cabrera,NYM,135,540,0.093,0.284,0.706,0.7,0.889,0.442,0.585,0.081,0.226,0.995,2062,0.468,0.827,173,144,81
832,2019,Franmil Reyes,- - -,150,548,0.086,0.343,0.483,0.776,0.768,0.398,0.626,0.178,0.302,0.93495935,2119,0.515,0.654,152,119,74
833,2015,Xander Bogaerts,BOS,156,654,0.049,0.356,0.7,0.64,0.886,0.473,0.624,0.091,0.282,1.02811245,2530,0.49,0.815,271,132,109
