,Season,Name,Team,G,PA,BB%,O-Swing%,O-Contact%,Z-Swing%,Z-Contact%,Zone%,F-Strike%,SwStr%,CSW%,Fair/Foul ratio,Pitches,Swing%,Contact%,GB,FB,LD
0,2015,Bryce Harper,WSN,153,654,0.19,0.276,0.609,0.725,0.844,0.38,0.546,0.108,0.226,0.499397301,2682,0.447,0.754,151,154,87
1,2013,Miguel Cabrera,DET,148,652,0.138,0.331,0.695,0.775,0.876,0.408,0.603,0.096,0.203,0.494686572,2424,0.512,0.807,179,173,111
2,2018,Mookie Betts,BOS,136,614,0.132,0.198,0.706,0.57,0.93,0.426,0.562,0.05,0.27,0.440612948,2582,0.356,0.859,147,195,92
3,2018,Mike Trout,LAA,140,608,0.201,0.218,0.69,0.591,0.917,0.424,0.581,0.06,0.261,0.57271749,2543,0.376,0.841,110,159,82
4,2011,Mike Napoli,TEX,113,432,0.134,0.237,0.659,0.602,0.787,0.447,0.549,0.102,0.293,0.420105416,1889,0.4,0.745,112,118,56
5,2011,Jose Bautista,TOR,149,655,0.202,0.247,0.699,0.602,0.857,0.391,0.518,0.077,0.25,0.547568507,2805,0.386,0.795,150,191,65
6,2019,Christian Yelich,MIL,130,580,0.138,0.306,0.568,0.712,0.87,0.359,0.548,0.118,0.258,0.425974632,2284,0.452,0.738,161,134,78
7,2012,Joey Votto,CIN,111,475,0.198,0.208,0.7,0.623,0.857,0.408,0.543,0.071,0.254,0.427089555,2042,0.377,0.805,110,93,88
8,2011,Miguel Cabrera,DET,161,688,0.157,0.311,0.759,0.753,0.866,0.389,0.586,0.082,0.198,0.502289706,2552,0.483,0.824,215,165,108
9,2017,Mike Trout,LAA,114,507,0.185,0.197,0.681,0.615,0.901,0.431,0.6,0.062,0.255,0.566174138,2127,0.377,0.835,116,142,58
10,2019,Mike Trout,LAA,134,600,0.183,0.205,0.692,0.612,0.888,0.401,0.525,0.065,0.258,0.479298096,2509,0.368,0.823,86,174,94
11,2021,Bryce Harper,PHI,141,599,0.167,0.294,0.542,0.745,0.789,0.394,0.553,0.144,0.263,0.432382871,2401,0.472,0.695,143,131,77
12,2017,J.D. Martinez,- - -,119,489,0.108,0.321,0.54,0.764,0.805,0.436,0.634,0.148,0.266,0.481940998,1911,0.514,0.712,118,133,57
13,2017,Aaron Judge,NYY,155,678,0.187,0.247,0.448,0.662,0.806,0.395,0.568,0.133,0.29,0.456870421,2989,0.411,0.676,118,146,74
14,2017,Joey Votto,CIN,162,707,0.19,0.158,0.783,0.714,0.88,0.468,0.559,0.059,0.207,0.512811319,2733,0.419,0.86,188,183,111
15,2018,J.D. Martinez,BOS,150,649,0.106,0.332,0.589,0.766,0.834,0.396,0.595,0.133,0.254,0.447811041,2519,0.504,0.737,187,146,97
16,2015,Joey Votto,CIN,158,695,0.206,0.191,0.709,0.62,0.825,0.424,0.545,0.076,0.254,0.475490887,3020,0.373,0.791,172,134,102
17,2011,Ryan Braun,MIL,150,629,0.092,0.31,0.746,0.627,0.883,0.407,0.596,0.076,0.258,0.45735757,2488,0.439,0.826,196,176,98
18,2013,Mike Trout,LAA,157,716,0.154,0.237,0.703,0.556,0.89,0.432,0.535,0.066,0.266,0.472429455,3015,0.375,0.823,191,164,106
19,2018,Christian Yelich,MIL,147,651,0.104,0.277,0.622,0.646,0.881,0.442,0.605,0.092,0.266,0.427813919,2532,0.44,0.79,227,103,108
20,2013,Chris Davis,BAL,160,673,0.107,0.347,0.548,0.745,0.796,0.39,0.566,0.152,0.265,0.454149138,2679,0.502,0.691,127,179,86
21,2021,Juan Soto,WSN,151,654,0.222,0.151,0.626,0.628,0.887,0.416,0.537,0.063,0.263,0.425371358,2601,0.35,0.821,218,119,77
22,2016,David Ortiz,BOS,151,626,0.128,0.291,0.707,0.699,0.905,0.373,0.519,0.077,0.218,0.466327399,2478,0.444,0.823,150,206,101
23,2021,Vladimir Guerrero Jr.,TOR,161,698,0.123,0.283,0.558,0.761,0.84,0.397,0.628,0.124,0.25,0.353765703,2509,0.473,0.739,222,181,93
24,2019,Alex Bregman,HOU,156,690,0.172,0.188,0.77,0.588,0.917,0.406,0.552,0.046,0.25,0.453428115,2915,0.351,0.87,151,220,108
25,2016,Mike Trout,LAA,159,681,0.17,0.23,0.706,0.603,0.87,0.423,0.558,0.071,0.259,0.555820166,3014,0.388,0.814,172,153,92
26,2015,Paul Goldschmidt,ARI,159,695,0.17,0.224,0.675,0.616,0.825,0.434,0.542,0.085,0.266,0.457933541,2917,0.394,0.777,176,148,99
27,2019,Nelson Cruz,MIN,120,521,0.107,0.305,0.536,0.72,0.809,0.378,0.545,0.14,0.274,0.409705753,2114,0.462,0.697,129,131,66
28,2012,Miguel Cabrera,DET,161,697,0.095,0.334,0.713,0.717,0.904,0.422,0.574,0.082,0.214,0.495525341,2620,0.496,0.83,224,191,115
29,2017,Bryce Harper,WSN,111,492,0.138,0.301,0.559,0.744,0.851,0.427,0.547,0.124,0.237,0.47837918,1967,0.49,0.748,130,121,71
30,2019,Cody Bellinger,LAD,156,660,0.144,0.268,0.695,0.704,0.83,0.404,0.539,0.097,0.246,0.425080137,2688,0.444,0.781,142,191,118
31,2015,Mike Trout,LAA,159,682,0.135,0.244,0.663,0.556,0.877,0.44,0.567,0.075,0.282,0.480036025,2980,0.381,0.8,157,162,103
32,2017,Charlie Blackmon,COL,159,725,0.09,0.302,0.7,0.647,0.901,0.465,0.574,0.078,0.251,0.536761521,2884,0.463,0.831,208,189,114
33,2015,Miguel Cabrera,DET,119,511,0.151,0.295,0.663,0.705,0.862,0.411,0.575,0.096,0.237,0.439083012,1985,0.463,0.787,147,114,88
34,2012,Ryan Braun,MIL,154,677,0.093,0.364,0.726,0.676,0.857,0.416,0.595,0.097,0.246,0.528993435,2537,0.494,0.8,206,180,87
35,2016,Joey Votto,CIN,158,677,0.16,0.208,0.758,0.686,0.855,0.447,0.544,0.071,0.23,0.513874805,2896,0.422,0.829,191,132,121
36,2011,Matt Kemp,LAD,161,689,0.107,0.32,0.655,0.71,0.775,0.448,0.583,0.128,0.27,0.439712668,2704,0.495,0.732,163,182,104
37,2019,Anthony Rendon,WSN,146,646,0.124,0.238,0.778,0.701,0.932,0.418,0.576,0.051,0.223,0.585149585,2613,0.431,0.883,155,214,99
38,2014,Andrew McCutchen,PIT,146,648,0.13,0.271,0.685,0.691,0.84,0.423,0.565,0.095,0.247,0.512430286,2640,0.449,0.786,175,182,82
39,2014,Victor Martinez,DET,151,641,0.109,0.343,0.881,0.591,0.95,0.42,0.548,0.035,0.217,0.57803377,2586,0.447,0.919,213,200,112
40,2014,Jose Abreu,CHW,145,622,0.082,0.409,0.587,0.754,0.846,0.396,0.595,0.144,0.253,0.434843216,2351,0.545,0.729,195,134,100
41,2017,Giancarlo Stanton,MIA,159,692,0.123,0.274,0.524,0.658,0.815,0.405,0.532,0.127,0.282,0.386529534,2736,0.429,0.704,195,172,70
42,2011,Prince Fielder,MIL,162,692,0.155,0.307,0.671,0.666,0.912,0.374,0.553,0.081,0.241,0.478671685,2629,0.441,0.807,202,174,93
43,2012,Mike Trout,LAA,139,639,0.105,0.26,0.709,0.551,0.876,0.469,0.573,0.072,0.293,0.468098576,2608,0.396,0.818,187,139,95
44,2016,Daniel Murphy,WSN,142,582,0.06,0.334,0.791,0.648,0.956,0.426,0.56,0.051,0.221,0.444515546,2079,0.468,0.888,175,202,105
45,2013,Carlos Gonzalez,COL,110,436,0.094,0.35,0.596,0.688,0.826,0.389,0.56,0.132,0.274,0.447358412,1686,0.482,0.724,102,109,58
46,2011,Lance Berkman,STL,145,587,0.157,0.249,0.637,0.756,0.865,0.416,0.549,0.093,0.207,0.460292918,2224,0.46,0.793,154,156,88
47,2011,Adrian Gonzalez,BOS,159,715,0.103,0.344,0.719,0.699,0.892,0.389,0.558,0.086,0.225,0.508426013,2735,0.482,0.817,240,165,109
48,2018,Max Muncy,LAD,137,481,0.164,0.215,0.58,0.578,0.804,0.426,0.559,0.1,0.312,0.43604727,2066,0.37,0.729,91,119,55
49,2011,David Ortiz,BOS,146,605,0.129,0.271,0.727,0.684,0.895,0.401,0.569,0.072,0.226,0.489132279,2436,0.437,0.833,182,166,95
50,2017,Freddie Freeman,ATL,117,514,0.126,0.327,0.661,0.842,0.833,0.391,0.582,0.122,0.205,0.481940682,1929,0.529,0.769,121,141,85
51,2012,Buster Posey,SFG,148,610,0.113,0.264,0.771,0.607,0.896,0.45,0.572,0.061,0.251,0.508009594,2599,0.418,0.853,206,128,109
52,2011,Joey Votto,CIN,161,719,0.153,0.249,0.667,0.686,0.855,0.404,0.544,0.088,0.246,0.413024912,2888,0.426,0.789,186,159,131
53,2012,Giancarlo Stanton,MIA,123,501,0.092,0.361,0.495,0.66,0.83,0.409,0.609,0.151,0.305,0.374902631,1908,0.483,0.682,111,128,68
54,2017,Jose Altuve,HOU,153,662,0.088,0.331,0.749,0.678,0.917,0.417,0.669,0.072,0.233,0.455950116,2308,0.476,0.849,236,164,102
55,2019,Ketel Marte,ARI,144,628,0.084,0.318,0.733,0.716,0.906,0.397,0.581,0.078,0.224,0.476305798,2402,0.476,0.836,208,168,107
56,2013,Paul Goldschmidt,ARI,160,710,0.139,0.251,0.69,0.62,0.846,0.447,0.554,0.084,0.27,0.489549067,2930,0.416,0.794,205,160,97
57,2021,Jesse Winker,CIN,110,485,0.109,0.278,0.732,0.697,0.875,0.406,0.581,0.08,0.232,0.452222899,1895,0.449,0.822,146,116,86
58,2014,Giancarlo Stanton,MIA,145,638,0.147,0.306,0.533,0.644,0.818,0.387,0.505,0.129,0.286,0.422900054,2597,0.437,0.696,153,145,73
59,2016,Josh Donaldson,TOR,155,700,0.156,0.246,0.633,0.664,0.837,0.415,0.57,0.097,0.252,0.453443077,2952,0.42,0.767,176,187,98
60,2012,Andrew McCutchen,PIT,157,673,0.104,0.255,0.61,0.698,0.85,0.457,0.579,0.1,0.254,0.433112133,2612,0.457,0.777,204,160,102
61,2021,Fernando Tatis Jr.,SDP,130,546,0.114,0.333,0.478,0.806,0.802,0.381,0.597,0.168,0.27,0.428506423,2141,0.513,0.672,132,131,65
62,2013,Jayson Werth,WSN,129,532,0.113,0.243,0.703,0.585,0.873,0.475,0.605,0.073,0.285,0.953125,2258,0.405,0.82,132,139,95
63,2014,Mike Trout,LAA,157,705,0.118,0.238,0.703,0.564,0.851,0.44,0.562,0.076,0.287,0.812144213,3136,0.381,0.799,145,202,81
64,2014,Paul Goldschmidt,ARI,109,479,0.134,0.244,0.663,0.586,0.817,0.431,0.564,0.092,0.29,1.027491409,1976,0.392,0.762,134,98,67
65,2014,Jose Bautista,TOR,155,673,0.155,0.253,0.718,0.605,0.877,0.415,0.551,0.072,0.258,1.071759259,2743,0.399,0.818,187,193,83
66,2016,Freddie Freeman,ATL,158,693,0.128,0.324,0.601,0.807,0.794,0.417,0.58,0.141,0.228,0.661442006,2779,0.526,0.725,128,171,123
67,2019,George Springer,HOU,122,556,0.121,0.228,0.565,0.721,0.827,0.43,0.613,0.11,0.258,0.951156812,2299,0.44,0.75,165,132,73
68,2017,Paul Goldschmidt,ARI,155,665,0.141,0.244,0.643,0.621,0.802,0.438,0.589,0.103,0.3,0.96287703,2762,0.409,0.749,192,145,78
69,2013,Troy Tulowitzki,COL,126,512,0.111,0.24,0.762,0.599,0.875,0.444,0.568,0.065,0.267,1.249146758,1967,0.4,0.837,152,138,76
70,2013,Joey Votto,CIN,162,726,0.186,0.196,0.659,0.67,0.868,0.427,0.51,0.075,0.237,0.850378788,3033,0.398,0.809,196,131,122
71,2011,Jacoby Ellsbury,BOS,158,732,0.071,0.271,0.751,0.632,0.916,0.461,0.582,0.061,0.254,1.132796781,2818,0.437,0.861,242,192,129
72,2013,David Ortiz,BOS,137,600,0.127,0.267,0.669,0.718,0.874,0.419,0.533,0.086,0.223,1.050847458,2311,0.456,0.804,168,168,98
73,2017,Justin Turner,LAD,130,543,0.109,0.25,0.774,0.674,0.891,0.443,0.56,0.064,0.226,1.162393162,2030,0.438,0.854,128,195,85
74,2017,Kris Bryant,CHC,151,665,0.143,0.283,0.647,0.683,0.85,0.427,0.576,0.101,0.239,0.838899804,2652,0.454,0.777,161,181,85
75,2014,Corey Dickerson,COL,131,478,0.077,0.376,0.716,0.704,0.813,0.431,0.636,0.116,0.273,0.791079812,1905,0.518,0.773,124,123,90
76,2016,Miguel Cabrera,DET,158,679,0.11,0.329,0.683,0.729,0.858,0.417,0.585,0.102,0.234,0.96993988,2510,0.495,0.791,202,172,110
77,2012,Prince Fielder,DET,162,690,0.123,0.285,0.673,0.679,0.893,0.393,0.517,0.083,0.246,1.247524752,2558,0.44,0.807,208,168,128
78,2017,Tommy Pham,STL,128,530,0.134,0.189,0.62,0.599,0.865,0.462,0.583,0.076,0.275,1.057877814,2120,0.378,0.799,170,86,73
79,2013,Yasiel Puig,LAD,104,432,0.083,0.376,0.529,0.796,0.792,0.373,0.593,0.17,0.264,1.036630037,1547,0.532,0.676,142,87,54
80,2012,Carlos Ruiz,PHI,114,421,0.069,0.32,0.744,0.644,0.94,0.453,0.596,0.061,0.233,1.048387097,1569,0.467,0.867,141,106,78
81,2015,Josh Donaldson,TOR,158,711,0.103,0.251,0.602,0.707,0.828,0.453,0.57,0.11,0.255,1.029045643,2817,0.457,0.76,222,188,86
82,2014,Anthony Rizzo,CHC,140,616,0.119,0.318,0.661,0.621,0.901,0.398,0.568,0.088,0.266,0.88671024,2478,0.439,0.796,147,170,90
83,2017,Jose Ramirez,CLE,152,645,0.081,0.254,0.766,0.666,0.927,0.437,0.558,0.055,0.231,1.133187773,2576,0.434,0.874,202,206,111
84,2017,Josh Donaldson,TOR,113,496,0.153,0.249,0.595,0.647,0.817,0.434,0.554,0.109,0.271,0.866477273,2099,0.422,0.742,125,129,51
85,2016,Kris Bryant,CHC,155,699,0.107,0.308,0.598,0.742,0.811,0.416,0.598,0.13,0.258,0.881091618,2699,0.488,0.733,138,207,107
86,2013,Michael Cuddyer,COL,130,540,0.085,0.333,0.681,0.629,0.859,0.451,0.607,0.098,0.273,1.015544041,2112,0.467,0.789,195,118,79
87,2015,Nelson Cruz,SEA,152,655,0.09,0.332,0.596,0.708,0.793,0.414,0.592,0.137,0.28,0.873210634,2632,0.487,0.715,195,145,87
88,2012,Edwin Encarnacion,TOR,151,644,0.13,0.239,0.724,0.622,0.87,0.447,0.554,0.072,0.256,1.002202643,2697,0.41,0.822,150,225,80
89,2018,Justin Turner,LAD,103,426,0.11,0.258,0.817,0.659,0.92,0.438,0.575,0.05,0.238,0.891737892,1733,0.433,0.885,92,139,82
90,2018,Alex Bregman,HOU,157,705,0.136,0.2,0.791,0.605,0.928,0.423,0.54,0.043,0.252,1.231325301,2821,0.371,0.885,177,222,112
91,2017,Nolan Arenado,COL,159,680,0.091,0.306,0.631,0.709,0.873,0.436,0.572,0.103,0.244,1.030549898,2627,0.482,0.787,172,227,107
92,2011,Matt Holliday,STL,124,516,0.116,0.287,0.616,0.729,0.863,0.424,0.576,0.105,0.237,0.905612245,2028,0.474,0.777,163,119,73
93,2012,Robinson Cano,NYY,161,697,0.088,0.345,0.728,0.723,0.898,0.401,0.58,0.085,0.214,1.108333333,2462,0.497,0.827,259,137,136
94,2017,Anthony Rendon,WSN,147,605,0.139,0.21,0.732,0.63,0.926,0.462,0.57,0.052,0.239,0.864,2645,0.404,0.872,147,204,81
95,2019,Juan Soto,WSN,150,659,0.164,0.234,0.621,0.686,0.866,0.385,0.555,0.09,0.251,0.863445378,2791,0.408,0.779,171,153,87
96,2016,Charlie Blackmon,COL,143,641,0.067,0.34,0.749,0.638,0.915,0.433,0.546,0.072,0.246,0.840425532,2614,0.469,0.847,163,179,132
97,2017,Carlos Correa,HOU,109,481,0.11,0.277,0.666,0.62,0.878,0.424,0.568,0.085,0.271,1.098684211,1895,0.422,0.798,160,106,68
98,2021,Shohei Ohtani,LAA,158,639,0.15,0.301,0.528,0.72,0.773,0.374,0.571,0.15,0.294,0.761589404,2594,0.458,0.672,131,140,74
99,2011,Curtis Granderson,NYY,156,691,0.123,0.253,0.608,0.622,0.881,0.416,0.522,0.089,0.28,0.748653501,3069,0.406,0.782,141,200,76
100,2013,Andrew McCutchen,PIT,157,674,0.116,0.27,0.658,0.715,0.876,0.434,0.58,0.089,0.233,1.038461538,2562,0.463,0.804,198,169,119
101,2013,Shin-Soo Choo,CIN,154,712,0.157,0.218,0.633,0.63,0.877,0.423,0.572,0.078,0.257,0.856299213,3010,0.392,0.799,215,128,92
102,2017,Zack Cozart,CIN,122,507,0.122,0.244,0.712,0.604,0.922,0.458,0.609,0.06,0.264,0.962962963,2125,0.409,0.854,139,154,71
103,2017,Michael Conforto,NYM,109,440,0.13,0.266,0.569,0.637,0.815,0.437,0.536,0.116,0.293,0.850649351,1828,0.428,0.729,99,99,64
104,2018,Juan Soto,WSN,116,494,0.16,0.219,0.681,0.607,0.857,0.436,0.575,0.077,0.274,0.959627329,2031,0.388,0.801,166,89,54
105,2021,Kyle Schwarber,- - -,113,471,0.136,0.233,0.58,0.676,0.812,0.408,0.554,0.11,0.282,0.83030303,1986,0.414,0.735,105,112,57
106,2019,Nolan Arenado,COL,155,662,0.094,0.379,0.695,0.733,0.893,0.383,0.619,0.101,0.227,1.039256198,2391,0.514,0.803,181,225,97
107,2015,Edwin Encarnacion,TOR,146,624,0.123,0.257,0.649,0.669,0.852,0.431,0.554,0.093,0.256,1.052631579,2517,0.435,0.784,159,196,85
108,2016,DJ LeMahieu,COL,146,635,0.104,0.239,0.794,0.609,0.947,0.486,0.584,0.041,0.244,0.948,2577,0.419,0.902,240,108,126
109,2018,Jose Ramirez,CLE,157,698,0.152,0.223,0.794,0.623,0.921,0.404,0.53,0.047,0.232,0.984344423,3002,0.385,0.877,168,231,104
110,2014,J.D. Martinez,DET,123,480,0.063,0.368,0.556,0.779,0.818,0.452,0.598,0.152,0.266,0.748251748,1873,0.554,0.723,130,118,73
111,2021,Joey Votto,CIN,129,533,0.144,0.247,0.571,0.715,0.816,0.411,0.582,0.116,0.274,0.82278481,2232,0.439,0.735,103,136,86
112,2021,Nick Castellanos,CIN,138,585,0.07,0.404,0.568,0.799,0.832,0.369,0.609,0.16,0.261,0.995215311,2143,0.549,0.709,156,149,111
113,2016,Anthony Rizzo,CHC,155,676,0.109,0.322,0.698,0.642,0.909,0.405,0.572,0.081,0.249,0.940828402,2656,0.452,0.82,183,197,97
114,2018,Aaron Judge,NYY,112,498,0.153,0.251,0.441,0.638,0.791,0.393,0.556,0.137,0.316,0.89261745,2124,0.403,0.659,111,93,62
115,2013,David Wright,NYM,112,492,0.112,0.254,0.693,0.695,0.897,0.452,0.583,0.074,0.224,1.002840909,1867,0.453,0.834,134,138,81
116,2011,Carlos Beltran,- - -,142,598,0.119,0.272,0.752,0.668,0.902,0.405,0.572,0.066,0.226,1.132467532,2241,0.433,0.846,173,171,92
117,2018,Nolan Arenado,COL,156,673,0.108,0.332,0.662,0.733,0.844,0.415,0.584,0.113,0.245,0.904580153,2592,0.498,0.773,189,184,101
118,2016,Jose Altuve,HOU,161,717,0.084,0.327,0.777,0.712,0.913,0.425,0.611,0.067,0.209,1.206751055,2474,0.491,0.861,238,184,150
119,2011,Michael Morse,WSN,146,575,0.063,0.368,0.649,0.704,0.845,0.432,0.668,0.12,0.264,0.907029478,2140,0.513,0.766,176,146,78
120,2018,Paul Goldschmidt,ARI,158,690,0.13,0.288,0.667,0.624,0.822,0.404,0.591,0.102,0.296,0.81871345,2905,0.423,0.759,162,153,105
121,2019,Anthony Rizzo,CHC,146,613,0.116,0.338,0.745,0.653,0.886,0.374,0.514,0.082,0.242,0.862626263,2470,0.455,0.82,183,136,108
122,2015,Chris Davis,BAL,160,670,0.125,0.301,0.509,0.722,0.765,0.413,0.621,0.156,0.28,0.709055877,2786,0.475,0.67,117,160,91
123,2019,Xander Bogaerts,BOS,155,698,0.109,0.294,0.686,0.577,0.894,0.413,0.572,0.079,0.304,1.10421286,2862,0.411,0.807,205,198,95
124,2021,Corey Seager,LAD,95,409,0.117,0.32,0.511,0.846,0.862,0.405,0.641,0.14,0.22,1.11969112,1397,0.533,0.737,133,97,60
125,2011,Troy Tulowitzki,COL,143,606,0.097,0.263,0.82,0.577,0.918,0.465,0.596,0.046,0.252,1.351906158,2219,0.409,0.884,192,179,90
126,2014,Edwin Encarnacion,TOR,128,542,0.114,0.277,0.703,0.621,0.887,0.442,0.592,0.076,0.258,1.007633588,2241,0.429,0.821,144,187,65
127,2014,Michael Brantley,CLE,156,676,0.077,0.247,0.825,0.639,0.958,0.432,0.559,0.036,0.227,1.538674033,2415,0.417,0.913,257,157,143
128,2015,Jose Bautista,TOR,153,666,0.165,0.222,0.677,0.619,0.871,0.433,0.53,0.075,0.258,1.037296037,2741,0.394,0.809,166,217,62
129,2017,Marcell Ozuna,MIA,159,679,0.094,0.331,0.592,0.731,0.839,0.413,0.629,0.128,0.267,0.997881356,2560,0.496,0.743,222,158,91
130,2013,Edwin Encarnacion,TOR,142,621,0.132,0.254,0.739,0.631,0.903,0.423,0.591,0.063,0.242,1.219072165,2461,0.414,0.845,166,205,102
131,2012,Adrian Beltre,TEX,156,654,0.055,0.386,0.745,0.675,0.895,0.444,0.584,0.085,0.244,1.085889571,2384,0.514,0.832,207,212,112
132,2018,Ronald Acuna Jr.,ATL,111,487,0.092,0.275,0.598,0.728,0.827,0.409,0.62,0.117,0.26,0.845528455,1985,0.46,0.746,132,123,57
133,2017,Ryan Zimmerman,WSN,144,576,0.076,0.311,0.647,0.625,0.862,0.422,0.571,0.1,0.287,1.119444444,2222,0.443,0.775,187,136,80
134,2013,Freddie Freeman,ATL,147,629,0.105,0.343,0.696,0.857,0.824,0.396,0.579,0.121,0.198,0.74742268,2398,0.547,0.775,166,153,116
135,2019,Charlie Blackmon,COL,140,634,0.063,0.333,0.702,0.708,0.886,0.437,0.62,0.091,0.247,0.997916667,2362,0.497,0.817,188,181,110
136,2019,Freddie Freeman,ATL,158,692,0.126,0.329,0.69,0.826,0.827,0.383,0.551,0.117,0.209,0.745655608,2750,0.519,0.774,181,161,130
137,2021,Aaron Judge,NYY,148,633,0.118,0.27,0.567,0.675,0.842,0.382,0.594,0.113,0.283,0.921113689,2654,0.425,0.734,164,141,92
138,2012,Melky Cabrera,SFG,113,501,0.072,0.346,0.824,0.667,0.923,0.401,0.627,0.056,0.216,1.144927536,1771,0.475,0.88,206,103,86
139,2014,Devin Mesoraco,CIN,114,440,0.093,0.31,0.532,0.687,0.825,0.433,0.58,0.133,0.285,0.943521595,1727,0.473,0.716,97,122,65
140,2012,Josh Hamilton,TEX,148,636,0.094,0.45,0.519,0.849,0.777,0.337,0.605,0.203,0.272,0.859243697,2349,0.584,0.645,154,168,87
141,2021,Trea Turner,- - -,148,646,0.063,0.307,0.631,0.736,0.881,0.431,0.666,0.102,0.262,1.01875,2487,0.492,0.792,221,165,103
142,2019,J.D. Martinez,BOS,146,657,0.11,0.318,0.562,0.757,0.868,0.402,0.616,0.123,0.255,0.936440678,2463,0.495,0.75,189,154,99
143,2016,Nolan Arenado,COL,160,696,0.098,0.341,0.708,0.686,0.901,0.426,0.601,0.085,0.241,0.9,2743,0.488,0.823,184,244,94
144,2019,Mark Canha,OAK,126,497,0.135,0.25,0.706,0.614,0.838,0.424,0.604,0.085,0.282,0.828804348,2106,0.404,0.791,125,124,56
145,2011,Justin Upton,ARI,159,674,0.088,0.293,0.529,0.703,0.862,0.438,0.583,0.118,0.261,1.076212471,2553,0.472,0.746,172,209,85
146,2018,Brandon Nimmo,NYM,140,535,0.15,0.197,0.575,0.636,0.827,0.445,0.63,0.095,0.294,0.767810026,2262,0.392,0.756,131,97,63
147,2021,Bryan Reynolds,PIT,159,646,0.116,0.284,0.587,0.782,0.878,0.409,0.568,0.108,0.231,0.875247525,2493,0.488,0.778,172,157,113
148,2017,Nelson Cruz,SEA,155,645,0.109,0.296,0.518,0.714,0.814,0.42,0.594,0.139,0.275,1.054862843,2474,0.472,0.706,171,177,75
149,2017,Daniel Murphy,WSN,144,593,0.088,0.312,0.775,0.671,0.935,0.444,0.541,0.058,0.218,1.052631579,2174,0.471,0.876,154,179,127
150,2011,Paul Konerko,CHW,149,639,0.121,0.274,0.675,0.626,0.907,0.45,0.568,0.073,0.245,1.081395349,2502,0.433,0.826,172,189,104
151,2019,Jeff McNeil,NYM,133,567,0.062,0.417,0.715,0.85,0.881,0.42,0.642,0.111,0.187,0.743944637,2067,0.599,0.814,186,149,95
152,2019,Pete Alonso,NYM,161,693,0.104,0.346,0.62,0.681,0.834,0.359,0.59,0.125,0.279,0.794285714,2762,0.466,0.732,169,173,75
153,2013,Josh Donaldson,OAK,158,668,0.114,0.266,0.706,0.668,0.842,0.438,0.585,0.09,0.255,1.002109705,2697,0.442,0.796,208,169,98
154,2013,Robinson Cano,NYY,160,681,0.095,0.339,0.77,0.716,0.933,0.406,0.606,0.064,0.206,0.984962406,2476,0.492,0.867,232,156,136
155,2015,Anthony Rizzo,CHC,160,701,0.111,0.327,0.715,0.679,0.92,0.387,0.548,0.077,0.23,0.84965035,2751,0.463,0.831,168,212,106
156,2018,Trevor Story,COL,157,656,0.072,0.322,0.603,0.746,0.872,0.427,0.604,0.114,0.246,0.76731794,2555,0.503,0.774,148,186,98
157,2014,Miguel Cabrera,DET,159,685,0.088,0.349,0.637,0.729,0.898,0.415,0.647,0.104,0.239,0.984405458,2531,0.507,0.793,202,178,125
158,2021,Tyler O'Neill,STL,138,537,0.071,0.321,0.514,0.751,0.773,0.411,0.609,0.162,0.309,0.841269841,2070,0.498,0.675,115,130,73
159,2011,Albert Pujols,STL,147,651,0.094,0.31,0.781,0.629,0.922,0.43,0.528,0.058,0.223,1.34351145,2378,0.447,0.866,236,202,90
160,2012,Aramis Ramirez,MIL,149,630,0.07,0.357,0.674,0.73,0.89,0.44,0.625,0.1,0.231,1.090909091,2243,0.521,0.807,190,209,93
161,2016,J.D. Martinez,DET,120,517,0.095,0.332,0.524,0.771,0.845,0.44,0.615,0.14,0.247,0.765909091,2022,0.525,0.732,143,122,72
162,2011,Alex Avila,DET,141,551,0.132,0.243,0.547,0.665,0.859,0.439,0.564,0.101,0.269,0.897368421,2220,0.428,0.759,129,138,74
163,2011,Pablo Sandoval,SFG,117,466,0.069,0.463,0.788,0.801,0.839,0.34,0.622,0.106,0.197,0.931989924,1635,0.578,0.812,154,144,72
164,2016,Nelson Cruz,SEA,155,667,0.093,0.305,0.53,0.707,0.833,0.428,0.577,0.132,0.273,0.863636364,2732,0.478,0.722,194,164,79
165,2021,C.J. Cron,COL,142,547,0.11,0.337,0.647,0.679,0.838,0.391,0.548,0.115,0.275,0.845971564,2191,0.471,0.755,139,150,68
166,2013,Joe Mauer,MIN,113,508,0.12,0.237,0.753,0.557,0.885,0.439,0.533,0.06,0.294,1.101538462,2158,0.377,0.839,168,91,99
167,2018,Anthony Rendon,WSN,136,597,0.092,0.289,0.785,0.701,0.922,0.456,0.621,0.059,0.235,0.848598131,2365,0.477,0.877,148,198,108
168,2013,Matt Holliday,STL,141,602,0.115,0.31,0.683,0.761,0.881,0.419,0.606,0.094,0.218,0.941935484,2236,0.499,0.809,200,147,91
169,2012,Matt Kemp,LAD,106,449,0.089,0.32,0.62,0.706,0.802,0.395,0.568,0.126,0.272,1.01,1756,0.472,0.728,131,106,66
170,2021,Kyle Tucker,HOU,140,567,0.093,0.308,0.696,0.826,0.884,0.417,0.58,0.094,0.198,0.808880309,2180,0.524,0.82,142,186,91
171,2011,Alex Gordon,KCR,151,690,0.097,0.265,0.67,0.676,0.846,0.443,0.588,0.094,0.248,0.944111776,2765,0.447,0.788,187,182,104
