,Season,Name,Team,G,PA,K%,O-Swing%,O-Contact%,Z-Swing%,Z-Contact%,Zone%,F-Strike%,SwStr%,CSW%,M-Swing%,Meat%,Edge%,Fair/Foul ratio
378,2021,Yoan Moncada,CHW,144,616,0.255,0.272,0.576,0.655,0.844,0.402,0.555,0.11,0.287,0.729,0.069,0.447,0.803964758
379,2019,Andrew Benintendi,BOS,138,615,0.228,0.329,0.689,0.786,0.826,0.399,0.618,0.116,0.233,0.865,0.064,0.429,0.72450805
380,2021,Brandon Lowe,TBR,149,615,0.272,0.338,0.546,0.794,0.783,0.409,0.621,0.161,0.27,0.89,0.071,0.426,0.766666667
381,2015,Logan Forsythe,TBR,153,615,0.18,0.242,0.707,0.577,0.891,0.483,0.616,0.067,0.288,0.64,0.088,0.411,1.028436019
382,2016,Buster Posey,SFG,146,614,0.111,0.293,0.781,0.681,0.915,0.459,0.606,0.061,0.215,0.804,0.073,0.438,1.036796537
383,2015,David Ortiz,BOS,146,614,0.155,0.283,0.656,0.719,0.854,0.396,0.521,0.098,0.235,0.804,0.045,0.415,0.997742664
384,2018,David Peralta,ARI,146,614,0.202,0.318,0.675,0.695,0.847,0.43,0.617,0.105,0.278,0.769,0.058,0.417,1.055421687
385,2015,Mike Moustakas,KCR,147,614,0.124,0.33,0.752,0.656,0.914,0.437,0.583,0.071,0.23,0.71,0.065,0.435,0.942345924
386,2018,Mookie Betts,BOS,136,614,0.148,0.198,0.706,0.57,0.93,0.426,0.562,0.05,0.27,0.608,0.071,0.424,1.219101124
387,2018,Adam Jones,BAL,145,613,0.152,0.419,0.641,0.735,0.891,0.408,0.659,0.122,0.254,0.775,0.061,0.423,1.114416476
388,2019,Anthony Rizzo,CHC,146,613,0.14,0.338,0.745,0.653,0.886,0.374,0.514,0.082,0.242,0.717,0.066,0.428,0.862626263
389,2017,Corey Seager,LAD,145,613,0.214,0.291,0.543,0.788,0.863,0.423,0.605,0.122,0.235,0.886,0.061,0.429,0.940503432
390,2017,Ian Kinsler,DET,139,613,0.14,0.272,0.736,0.655,0.925,0.446,0.612,0.062,0.25,0.788,0.078,0.444,1.01750547
391,2019,Josh Bell,PIT,143,613,0.192,0.302,0.66,0.778,0.832,0.377,0.548,0.113,0.227,0.742,0.067,0.419,0.861283644
392,2018,Justin Upton,LAA,145,613,0.287,0.249,0.556,0.664,0.795,0.427,0.576,0.121,0.297,0.726,0.083,0.437,0.891891892
393,2015,Kolten Wong,STL,150,613,0.155,0.35,0.704,0.733,0.908,0.396,0.563,0.089,0.23,0.732,0.071,0.426,0.966597077
394,2021,Justin Turner,LAD,151,612,0.16,0.28,0.741,0.684,0.898,0.408,0.554,0.071,0.239,0.771,0.082,0.431,0.91875
395,2015,Matt Duffy,SFG,149,612,0.157,0.307,0.691,0.641,0.919,0.456,0.644,0.075,0.256,0.745,0.077,0.429,1.221938776
396,2019,Yuli Gurriel,HOU,144,612,0.106,0.354,0.78,0.693,0.921,0.422,0.649,0.068,0.235,0.746,0.064,0.413,1.298200514
397,2018,Max Kepler,MIN,156,611,0.157,0.249,0.662,0.652,0.917,0.439,0.581,0.071,0.245,0.842,0.072,0.413,1.111392405
398,2019,Yasiel Puig,- - -,149,611,0.218,0.342,0.593,0.778,0.832,0.421,0.606,0.136,0.248,0.868,0.065,0.426,0.940265487
399,2015,Jason Heyward,STL,154,610,0.148,0.251,0.679,0.631,0.931,0.421,0.526,0.065,0.25,0.804,0.069,0.434,1.303116147
400,2016,Khris Davis,OAK,150,610,0.272,0.313,0.515,0.767,0.762,0.456,0.639,0.166,0.298,0.896,0.076,0.422,0.905529954
401,2019,Kyle Schwarber,CHC,155,610,0.256,0.264,0.603,0.668,0.816,0.411,0.556,0.112,0.274,0.893,0.067,0.423,0.863741339
402,2016,Starlin Castro,NYY,151,610,0.193,0.364,0.648,0.692,0.862,0.466,0.631,0.113,0.274,0.806,0.072,0.405,1.040358744
403,2016,Victor Martinez,DET,154,610,0.148,0.326,0.753,0.667,0.906,0.42,0.575,0.073,0.231,0.701,0.065,0.411,1.030973451
404,2018,Brett Gardner,NYY,140,609,0.176,0.217,0.753,0.534,0.937,0.451,0.55,0.045,0.278,0.641,0.079,0.402,1.092544987
405,2016,Adam Duvall,CIN,150,608,0.27,0.341,0.571,0.697,0.859,0.44,0.638,0.125,0.288,0.788,0.072,0.417,0.914549654
406,2019,Adam Frazier,PIT,152,608,0.123,0.309,0.77,0.704,0.909,0.432,0.556,0.068,0.231,0.803,0.07,0.445,1.00422833
407,2015,Carlos Gonzalez,COL,153,608,0.219,0.377,0.557,0.781,0.831,0.398,0.574,0.152,0.248,0.76,0.065,0.428,0.977011494
408,2019,Joey Votto,CIN,142,608,0.202,0.21,0.693,0.681,0.877,0.434,0.59,0.073,0.25,0.667,0.067,0.426,0.928899083
409,2017,Kendrys Morales,TOR,150,608,0.217,0.357,0.617,0.701,0.815,0.404,0.595,0.134,0.274,0.772,0.077,0.417,1.028846154
410,2016,Marcell Ozuna,MIA,148,608,0.189,0.329,0.588,0.665,0.863,0.422,0.632,0.116,0.28,0.777,0.066,0.401,1.304093567
411,2018,Mike Trout,LAA,140,608,0.204,0.218,0.69,0.591,0.917,0.424,0.581,0.06,0.261,0.714,0.074,0.435,0.774834437
412,2017,Domingo Santana,MIL,151,607,0.293,0.265,0.519,0.713,0.789,0.442,0.621,0.138,0.294,0.861,0.08,0.412,0.759219089
413,2018,Eugenio Suarez,CIN,143,606,0.234,0.259,0.566,0.7,0.874,0.424,0.596,0.102,0.266,0.77,0.07,0.441,0.880630631
414,2016,Jayson Werth,WSN,143,606,0.229,0.238,0.703,0.546,0.867,0.467,0.568,0.071,0.308,0.696,0.081,0.432,0.828752643
415,2018,Miguel Andujar,NYY,149,606,0.16,0.394,0.697,0.74,0.918,0.396,0.663,0.096,0.239,0.744,0.076,0.435,1.071428571
416,2018,Starling Marte,PIT,145,606,0.18,0.361,0.608,0.772,0.873,0.427,0.634,0.123,0.237,0.841,0.071,0.423,0.900608519
417,2018,Tim Anderson,CHW,153,606,0.246,0.403,0.583,0.726,0.853,0.426,0.637,0.142,0.284,0.717,0.07,0.425,0.925274725
418,2017,Tim Anderson,CHW,146,606,0.267,0.413,0.542,0.708,0.848,0.453,0.663,0.152,0.307,0.792,0.076,0.441,1.014457831
419,2017,Travis Shaw,MIL,144,606,0.228,0.293,0.67,0.665,0.879,0.426,0.528,0.09,0.25,0.752,0.058,0.439,0.86637931
420,2017,Anthony Rendon,WSN,147,605,0.136,0.21,0.732,0.63,0.926,0.462,0.57,0.052,0.239,0.72,0.081,0.418,0.864
422,2018,Stephen Piscotty,OAK,151,605,0.188,0.377,0.595,0.736,0.871,0.432,0.65,0.128,0.265,0.797,0.074,0.425,0.990929705
423,2021,Yuli Gurriel,HOU,143,605,0.112,0.298,0.819,0.622,0.925,0.401,0.597,0.051,0.237,0.761,0.058,0.414,1.215384615
424,2021,Alex Verdugo,BOS,146,604,0.159,0.297,0.722,0.644,0.907,0.432,0.566,0.073,0.264,0.762,0.073,0.44,1.056206089
425,2017,Brandon Phillips,- - -,144,604,0.121,0.418,0.688,0.748,0.902,0.433,0.646,0.106,0.237,0.802,0.075,0.432,1.084782609
426,2018,Chris Taylor,LAD,155,604,0.295,0.258,0.534,0.723,0.785,0.463,0.626,0.137,0.29,0.816,0.065,0.411,0.757894737
427,2015,Evan Gattis,HOU,153,604,0.197,0.369,0.668,0.704,0.846,0.414,0.604,0.116,0.265,0.68,0.079,0.423,1.221621622
429,2015,Lorenzo Cain,KCR,140,604,0.162,0.349,0.702,0.679,0.912,0.44,0.598,0.084,0.231,0.803,0.079,0.433,0.940329218
430,2021,Randy Arozarena,TBR,141,604,0.281,0.288,0.588,0.675,0.76,0.394,0.579,0.136,0.307,0.791,0.076,0.408,0.926020408
431,2019,Christian Walker,ARI,152,603,0.257,0.282,0.58,0.78,0.819,0.412,0.589,0.128,0.249,0.828,0.074,0.421,0.762195122
432,2015,Freddy Galvis,PHI,151,603,0.171,0.392,0.721,0.65,0.904,0.436,0.642,0.089,0.26,0.671,0.063,0.414,0.881188119
433,2017,Mark Trumbo,BAL,146,603,0.247,0.344,0.597,0.708,0.808,0.417,0.624,0.138,0.291,0.783,0.069,0.437,0.987980769
434,2015,Neil Walker,PIT,151,603,0.182,0.326,0.702,0.726,0.884,0.432,0.63,0.091,0.239,0.788,0.063,0.418,0.859375
435,2021,Xander Bogaerts,BOS,144,603,0.187,0.341,0.709,0.634,0.867,0.397,0.58,0.093,0.277,0.737,0.068,0.428,0.866803279
436,2015,Brett Lawrie,OAK,149,602,0.239,0.354,0.611,0.64,0.845,0.468,0.635,0.119,0.294,0.599,0.076,0.427,0.995283019
437,2021,Jorge Soler,- - -,149,602,0.236,0.27,0.524,0.713,0.848,0.393,0.583,0.121,0.269,0.821,0.072,0.402,0.937965261
438,2015,Avisail Garcia,CHW,148,601,0.235,0.452,0.549,0.789,0.833,0.412,0.656,0.173,0.268,0.826,0.064,0.406,0.87394958
439,2015,Billy Butler,OAK,151,601,0.168,0.295,0.664,0.631,0.911,0.462,0.622,0.079,0.273,0.896,0.075,0.451,1.122137405
440,2016,Brad Miller,TBR,152,601,0.248,0.324,0.652,0.716,0.818,0.427,0.609,0.12,0.272,0.728,0.06,0.465,0.865800866
441,2016,Danny Espinosa,WSN,157,601,0.29,0.332,0.506,0.696,0.806,0.423,0.544,0.149,0.284,0.549,0.065,0.431,0.723830735
442,2018,Jason Kipnis,CLE,147,601,0.186,0.283,0.661,0.621,0.901,0.427,0.527,0.081,0.271,0.698,0.063,0.432,0.974238876
444,2015,Marcus Semien,OAK,155,601,0.22,0.253,0.592,0.635,0.88,0.483,0.582,0.09,0.286,0.784,0.074,0.434,1.065162907
445,2018,Andrelton Simmons,LAA,146,600,0.073,0.28,0.779,0.666,0.929,0.446,0.597,0.056,0.231,0.791,0.084,0.43,1.864963504
446,2019,Mike Trout,LAA,134,600,0.2,0.205,0.692,0.612,0.888,0.401,0.525,0.065,0.258,0.776,0.052,0.431,0.871921182
447,2021,Bryce Harper,PHI,141,599,0.224,0.294,0.542,0.745,0.789,0.394,0.553,0.144,0.263,0.863,0.061,0.397,0.803203661
448,2021,Eduardo Escobar,- - -,146,599,0.207,0.338,0.693,0.72,0.836,0.41,0.569,0.109,0.252,0.824,0.078,0.413,0.85
449,2018,Jose Altuve,HOU,137,599,0.132,0.333,0.735,0.687,0.91,0.396,0.678,0.078,0.241,0.722,0.064,0.415,1.156812339
450,2019,Renato Nunez,BAL,151,599,0.239,0.375,0.615,0.677,0.851,0.398,0.599,0.127,0.284,0.726,0.064,0.409,0.797619048
451,2016,Addison Russell,CHC,151,598,0.226,0.315,0.608,0.728,0.806,0.451,0.64,0.131,0.267,0.826,0.078,0.42,0.834394904
452,2017,Mike Moustakas,KCR,148,598,0.157,0.403,0.691,0.762,0.894,0.426,0.585,0.106,0.22,0.866,0.064,0.424,0.858195212
454,2018,Anthony Rendon,WSN,136,597,0.137,0.289,0.785,0.701,0.922,0.456,0.621,0.059,0.235,0.794,0.084,0.457,0.848598131
455,2016,Didi Gregorius,NYY,153,597,0.137,0.401,0.716,0.748,0.906,0.44,0.618,0.094,0.228,0.828,0.066,0.428,1.019148936
456,2015,Jace Peterson,ATL,152,597,0.201,0.277,0.648,0.622,0.877,0.442,0.591,0.088,0.281,0.79,0.078,0.429,0.980392157
457,2017,Joe Mauer,MIN,141,597,0.139,0.205,0.775,0.534,0.933,0.485,0.57,0.041,0.281,0.823,0.061,0.427,1.105263158
458,2018,Odubel Herrera,PHI,148,597,0.204,0.396,0.599,0.689,0.858,0.413,0.643,0.134,0.281,0.728,0.071,0.425,0.922077922
459,2019,Max Kepler,MIN,134,596,0.166,0.306,0.621,0.758,0.922,0.414,0.629,0.093,0.225,0.817,0.073,0.433,0.983944954
460,2015,Michael Brantley,CLE,137,596,0.086,0.246,0.844,0.643,0.963,0.457,0.582,0.031,0.219,0.752,0.066,0.433,1.297297297
461,2021,Ryan McMahon,COL,151,596,0.247,0.291,0.589,0.744,0.803,0.435,0.651,0.131,0.266,0.849,0.08,0.426,0.820512821
462,2016,Eduardo Nunez,- - -,141,595,0.148,0.386,0.765,0.704,0.911,0.452,0.637,0.078,0.227,0.839,0.07,0.415,0.937373737
463,2015,Nick Castellanos,DET,154,595,0.255,0.342,0.532,0.698,0.838,0.435,0.644,0.139,0.289,0.794,0.067,0.438,0.948235294
464,2021,Teoscar Hernandez,TOR,143,595,0.249,0.343,0.523,0.77,0.818,0.411,0.632,0.154,0.279,0.81,0.067,0.41,0.935185185
465,2021,Trevor Story,COL,142,595,0.234,0.335,0.567,0.762,0.861,0.405,0.627,0.129,0.255,0.815,0.072,0.417,0.756756757
466,2018,Brandon Crawford,SFG,151,594,0.205,0.326,0.586,0.778,0.817,0.432,0.62,0.138,0.267,0.868,0.069,0.409,0.942791762
467,2016,Jake Lamb,ARI,151,594,0.259,0.278,0.529,0.653,0.838,0.431,0.54,0.119,0.292,0.726,0.082,0.45,0.941919192
468,2018,Jurickson Profar,TEX,146,594,0.148,0.333,0.721,0.687,0.894,0.428,0.603,0.084,0.248,0.795,0.073,0.425,0.888888889
469,2018,Justin Smoak,TOR,147,594,0.263,0.246,0.608,0.635,0.855,0.403,0.556,0.095,0.279,0.75,0.066,0.428,0.871287129
470,2016,Carlos Beltran,- - -,151,593,0.17,0.312,0.692,0.662,0.913,0.423,0.585,0.079,0.257,0.742,0.073,0.456,1.201058201
471,2017,Daniel Murphy,WSN,144,593,0.13,0.312,0.775,0.671,0.935,0.444,0.541,0.058,0.218,0.622,0.065,0.425,1.052631579
472,2019,JT Realmuto,PHI,145,593,0.207,0.348,0.662,0.731,0.862,0.415,0.583,0.111,0.253,0.829,0.073,0.426,0.842629482
473,2017,Mark Reynolds,COL,148,593,0.295,0.261,0.45,0.675,0.786,0.445,0.573,0.144,0.305,0.754,0.076,0.432,0.876262626
474,2018,Amed Rosario,NYM,154,592,0.201,0.412,0.636,0.694,0.851,0.449,0.672,0.129,0.29,0.704,0.074,0.435,1.002298851
475,2018,Asdrubal Cabrera,- - -,147,592,0.201,0.323,0.698,0.718,0.859,0.422,0.606,0.099,0.252,0.851,0.075,0.428,0.948660714
476,2018,Eddie Rosario,MIN,138,592,0.176,0.428,0.698,0.785,0.839,0.414,0.615,0.128,0.234,0.866,0.059,0.413,0.932238193
477,2016,Jason Heyward,CHC,142,592,0.157,0.262,0.751,0.6,0.91,0.448,0.551,0.06,0.255,0.742,0.075,0.416,1.192934783
478,2021,Max Muncy,LAD,144,592,0.203,0.191,0.585,0.622,0.86,0.429,0.537,0.083,0.283,0.753,0.071,0.422,1.125
479,2019,Austin Meadows,TBR,138,591,0.222,0.274,0.632,0.622,0.879,0.425,0.609,0.09,0.288,0.678,0.074,0.424,0.93006993
480,2021,Austin Meadows,TBR,142,591,0.206,0.29,0.608,0.715,0.865,0.416,0.587,0.107,0.259,0.815,0.069,0.425,0.899777283
481,2018,Nelson Cruz,SEA,144,591,0.206,0.319,0.511,0.697,0.858,0.385,0.543,0.134,0.277,0.77,0.074,0.409,1.129943503
482,2015,Yunel Escobar,WSN,139,591,0.118,0.284,0.672,0.755,0.921,0.449,0.638,0.078,0.215,0.829,0.072,0.428,1.276712329
483,2019,Eddie Rosario,MIN,137,590,0.146,0.463,0.753,0.804,0.851,0.376,0.595,0.117,0.207,0.67,0.081,0.421,0.962
484,2018,Jose Martinez,STL,152,590,0.176,0.295,0.686,0.638,0.881,0.41,0.588,0.086,0.271,0.688,0.072,0.42,1.10178117
485,2017,Eddie Rosario,MIN,151,589,0.18,0.376,0.72,0.761,0.821,0.449,0.594,0.119,0.236,0.803,0.062,0.411,0.909278351
486,2019,Freddy Galvis,- - -,147,589,0.246,0.402,0.634,0.732,0.819,0.418,0.613,0.141,0.283,0.883,0.049,0.399,0.820359281
487,2015,Gerardo Parra,- - -,155,589,0.156,0.394,0.713,0.731,0.911,0.442,0.664,0.092,0.226,0.87,0.064,0.435,0.912601626
488,2019,Jason Heyward,CHC,147,589,0.187,0.303,0.677,0.68,0.878,0.4,0.545,0.092,0.251,0.707,0.068,0.425,1.00248139
489,2016,Jay Bruce,- - -,147,589,0.214,0.33,0.627,0.773,0.846,0.423,0.57,0.12,0.24,0.611,0.069,0.435,0.83501006
490,2019,Max Muncy,LAD,141,589,0.253,0.231,0.59,0.64,0.812,0.411,0.55,0.105,0.287,0.65,0.068,0.442,0.817745803
491,2021,Amed Rosario,CLE,141,588,0.204,0.37,0.658,0.65,0.852,0.425,0.622,0.114,0.303,0.675,0.077,0.406,1.154255319
492,2018,Dee Strange-Gordon,SEA,141,588,0.136,0.414,0.744,0.686,0.941,0.45,0.648,0.076,0.232,0.784,0.06,0.417,1.00877193
493,2016,Gregory Polanco,PIT,144,587,0.203,0.31,0.668,0.701,0.915,0.388,0.535,0.085,0.24,0.785,0.059,0.413,0.840816327
494,2018,Travis Shaw,MIL,152,587,0.184,0.288,0.709,0.665,0.879,0.412,0.542,0.082,0.233,0.8,0.062,0.44,0.834394904
495,2017,Chase Headley,NYY,147,586,0.225,0.258,0.585,0.679,0.846,0.439,0.594,0.106,0.28,0.647,0.059,0.422,0.945544554
496,2019,Hunter Dozier,KCR,139,586,0.253,0.301,0.501,0.66,0.904,0.406,0.606,0.115,0.292,0.765,0.09,0.426,1.032608696
497,2018,Jon Jay,- - -,143,586,0.162,0.357,0.689,0.651,0.913,0.445,0.626,0.087,0.269,0.835,0.061,0.436,0.905263158
498,2021,Kris Bryant,- - -,144,586,0.23,0.303,0.541,0.768,0.863,0.395,0.608,0.126,0.26,0.821,0.07,0.414,0.894117647
499,2021,Ryan Mountcastle,BAL,144,586,0.275,0.415,0.601,0.774,0.798,0.38,0.657,0.162,0.282,0.891,0.064,0.416,0.740740741
500,2019,Starling Marte,PIT,132,586,0.16,0.364,0.635,0.774,0.858,0.412,0.626,0.123,0.24,0.841,0.062,0.422,1.018518519
501,2017,Trey Mancini,BAL,147,586,0.237,0.349,0.6,0.721,0.812,0.43,0.613,0.138,0.274,0.826,0.058,0.4,0.931506849
502,2021,Enrique Hernandez,BOS,134,585,0.188,0.276,0.602,0.689,0.878,0.411,0.585,0.099,0.264,0.794,0.071,0.39,1.065789474
503,2021,Jared Walsh,LAA,144,585,0.26,0.344,0.666,0.694,0.843,0.418,0.574,0.113,0.267,0.805,0.077,0.426,0.810638298
504,2015,Joc Pederson,LAD,151,585,0.291,0.265,0.489,0.65,0.77,0.413,0.569,0.14,0.3,0.667,0.069,0.433,0.805699482
505,2021,Nick Castellanos,CIN,138,585,0.207,0.404,0.568,0.799,0.832,0.369,0.609,0.16,0.261,0.884,0.068,0.411,0.995215311
506,2016,Brandon Phillips,CIN,141,584,0.116,0.417,0.697,0.772,0.9,0.453,0.658,0.104,0.228,0.744,0.08,0.4,0.968190855
507,2015,Jean Segura,MIL,142,584,0.159,0.385,0.734,0.699,0.915,0.467,0.664,0.082,0.246,0.664,0.08,0.456,1.015250545
508,2016,Jordy Mercer,PIT,149,584,0.142,0.278,0.73,0.618,0.925,0.47,0.616,0.061,0.262,0.875,0.061,0.44,1.028235294
509,2016,Kevin Pillar,TOR,146,584,0.154,0.371,0.699,0.623,0.905,0.47,0.647,0.087,0.285,0.733,0.081,0.418,1.135
510,2019,Mike Moustakas,MIL,143,584,0.168,0.339,0.663,0.741,0.86,0.393,0.522,0.11,0.236,0.808,0.068,0.437,0.959276018
511,2021,Nelson Cruz,- - -,140,584,0.216,0.351,0.586,0.749,0.815,0.397,0.63,0.143,0.264,0.893,0.077,0.408,0.968215159
512,2019,Willy Adames,TBR,152,584,0.262,0.275,0.571,0.703,0.845,0.453,0.628,0.114,0.283,0.796,0.081,0.427,0.828193833
513,2015,Andrelton Simmons,ATL,147,583,0.082,0.283,0.797,0.65,0.937,0.482,0.643,0.049,0.223,0.793,0.096,0.424,1.601328904
514,2018,Josh Bell,PIT,148,583,0.178,0.267,0.654,0.678,0.845,0.395,0.554,0.097,0.252,0.779,0.068,0.426,1.038961039
515,2021,Charlie Blackmon,COL,150,582,0.156,0.294,0.684,0.695,0.882,0.442,0.612,0.088,0.25,0.755,0.07,0.436,1.078481013
516,2021,Chris Taylor,LAD,148,582,0.287,0.247,0.491,0.725,0.784,0.436,0.622,0.139,0.289,0.837,0.08,0.435,0.81884058
517,2016,Daniel Murphy,WSN,142,582,0.098,0.334,0.791,0.648,0.956,0.426,0.56,0.051,0.221,0.753,0.077,0.44,1.261780105
518,2015,Josh Reddick,OAK,149,582,0.112,0.286,0.733,0.637,0.933,0.418,0.558,0.062,0.247,0.819,0.075,0.425,1.193298969
519,2018,Aaron Hicks,NYY,137,581,0.191,0.209,0.671,0.655,0.827,0.42,0.53,0.087,0.258,0.804,0.066,0.421,0.929648241
520,2015,Adam Jones,BAL,137,581,0.176,0.465,0.666,0.806,0.875,0.4,0.654,0.133,0.224,0.856,0.074,0.399,0.904081633
521,2018,DJ LeMahieu,COL,128,581,0.141,0.26,0.727,0.601,0.95,0.46,0.604,0.052,0.273,0.697,0.079,0.421,1.343108504
522,2019,Rougned Odor,TEX,145,581,0.306,0.331,0.574,0.676,0.84,0.414,0.571,0.127,0.273,0.775,0.07,0.422,0.695833333
523,2016,Yadier Molina,STL,147,581,0.108,0.36,0.814,0.727,0.896,0.473,0.625,0.071,0.197,0.765,0.076,0.425,0.965163934
524,2019,Christian Yelich,MIL,130,580,0.203,0.306,0.568,0.712,0.87,0.359,0.548,0.118,0.258,0.722,0.064,0.417,0.958868895
525,2018,Ketel Marte,ARI,153,580,0.136,0.281,0.775,0.684,0.904,0.432,0.584,0.064,0.229,0.776,0.064,0.421,1.075609756
526,2018,Xander Bogaerts,BOS,136,580,0.176,0.301,0.658,0.613,0.893,0.421,0.567,0.087,0.292,0.708,0.072,0.417,1.042606516
527,2018,Edwin Encarnacion,CLE,137,579,0.228,0.29,0.618,0.672,0.844,0.408,0.572,0.108,0.27,0.756,0.076,0.43,0.939849624
528,2021,Giancarlo Stanton,NYY,139,579,0.271,0.318,0.584,0.636,0.797,0.39,0.565,0.131,0.303,0.659,0.068,0.415,0.894472362
529,2017,JT Realmuto,MIA,141,579,0.183,0.324,0.691,0.654,0.893,0.48,0.615,0.086,0.262,0.802,0.065,0.416,0.995359629
