,Season,Name,Team,G,PA,H,2B,2B%,FB%,GB%,LD%,SweetSpot%,Pull%,Cent%,Oppo%,Barrel%,HardHit%,LDFB_EV,Spd
0,2017,J.D. Martinez,- - -,119,489,131,26,0.198473282,0.432,0.411,0.185,0.34,0.383,0.328,0.289,0.185,0.49,0.4855,4.7
1,2017,Giancarlo Stanton,MIA,159,692,168,32,0.19047619,0.394,0.388,0.16,0.343,0.446,0.352,0.201,0.169,0.455,0.469,3.8
2,2019,Nelson Cruz,MIN,120,521,141,26,0.184397163,0.402,0.482,0.202,0.321,0.417,0.328,0.255,0.187,0.514,0.464,3.3
3,2019,Miguel Sano,MIN,105,439,94,19,0.20212766,0.419,0.49,0.212,0.29,0.554,0.293,0.153,0.203,0.572,0.4515,4
4,2017,Joey Gallo,TEX,145,532,94,18,0.191489362,0.542,0.38,0.179,0.42,0.496,0.294,0.21,0.209,0.53,0.4955,5.5
5,2021,Fernando Tatis Jr.,SDP,130,546,135,31,0.22962963,0.399,0.414,0.198,0.317,0.48,0.304,0.216,0.213,0.556,0.462,4.3
6,2017,Aaron Judge,NYY,155,678,154,24,0.155844156,0.432,0.407,0.219,0.381,0.414,0.308,0.278,0.249,0.55,0.501,4.8
7,2019,Pete Alonso,NYM,161,693,155,30,0.193548387,0.415,0.31,0.18,0.352,0.458,0.367,0.175,0.146,0.422,0.478,4.8
8,2019,Gary Sanchez,NYY,106,446,92,12,0.130434783,0.476,0.392,0.203,0.322,0.498,0.295,0.207,0.184,0.412,0.4505,3.6
9,2019,Christian Yelich,MIL,130,580,161,29,0.180124224,0.359,0.407,0.209,0.4,0.393,0.374,0.233,0.158,0.487,0.484,6.2
10,2019,Mike Trout,LAA,134,600,137,27,0.197080292,0.492,0.455,0.266,0.28,0.424,0.333,0.243,0.175,0.438,0.46,5
11,2019,Eugenio Suarez,CIN,159,662,156,22,0.141025641,0.423,0.47,0.217,0.343,0.52,0.268,0.212,0.128,0.401,0.432,5.9
12,2018,Khris Davis,OAK,151,654,142,28,0.197183099,0.488,0.416,0.159,0.393,0.358,0.402,0.24,0.167,0.475,0.474,3.1
13,2018,Max Muncy,LAD,137,481,104,17,0.163461538,0.449,0.459,0.208,0.329,0.447,0.312,0.241,0.162,0.459,0.459,2.3
14,2021,Salvador Perez,KCR,161,665,169,24,0.142011834,0.401,0.38,0.227,0.405,0.469,0.317,0.214,0.163,0.559,0.466,2.6
15,2021,Shohei Ohtani,LAA,158,639,138,26,0.188405797,0.406,0.489,0.214,0.303,0.48,0.3,0.22,0.223,0.534,0.4355,4.8
16,2019,Cody Bellinger,LAD,156,660,170,34,0.2,0.424,0.437,0.262,0.297,0.479,0.323,0.198,0.126,0.456,0.475,4.5
17,2017,Cody Bellinger,LAD,132,548,128,26,0.203125,0.471,0.404,0.176,0.319,0.424,0.347,0.228,0.116,0.457,0.483,5.5
18,2019,Jorge Soler,KCR,162,679,156,33,0.211538462,0.412,0.448,0.195,0.311,0.467,0.311,0.222,0.163,0.495,0.466,2.7
19,2016,Mark Trumbo,BAL,159,667,157,27,0.171974522,0.431,0.4,0.174,0.338,0.42,0.341,0.239,0.147,0.447,0.467,4
20,2015,Chris Davis,BAL,160,670,150,31,0.206666667,0.435,0.459,0.247,0.3,0.559,0.265,0.176,0.168,0.462,0.465,3.5
21,2019,George Springer,HOU,122,556,140,20,0.142857143,0.357,0.364,0.197,0.447,0.403,0.37,0.227,0.122,0.432,0.415,8.3
22,2019,Joc Pederson,LAD,149,514,112,16,0.142857143,0.409,0.39,0.174,0.405,0.49,0.331,0.179,0.1,0.428,0.466,3.8
23,2019,Edwin Encarnacion,- - -,109,486,102,18,0.176470588,0.506,0.349,0.186,0.409,0.519,0.255,0.226,0.119,0.421,0.458,5
24,2018,Joey Gallo,TEX,148,577,103,24,0.233009709,0.498,0.537,0.206,0.311,0.451,0.314,0.235,0.222,0.491,0.4495,6
25,2016,Khris Davis,OAK,150,610,137,24,0.175182482,0.402,0.315,0.17,0.392,0.386,0.36,0.254,0.165,0.482,0.456,6
26,2021,Vladimir Guerrero Jr.,TOR,161,698,188,29,0.154255319,0.365,0.346,0.188,0.379,0.399,0.355,0.246,0.151,0.552,0.457,3.5
27,2016,Jedd Gyorko,STL,128,438,97,9,0.092783505,0.403,0.384,0.19,0.32,0.452,0.331,0.216,0.095,0.357,0.471,2.4
28,2021,Adam Duvall,- - -,146,555,117,17,0.145299145,0.529,0.45,0.173,0.3,0.474,0.354,0.173,0.161,0.439,0.4745,4.2
29,2021,Kyle Schwarber,- - -,113,471,106,19,0.179245283,0.409,0.433,0.208,0.384,0.453,0.35,0.197,0.175,0.522,0.4765,1.4
30,2021,Joey Votto,CIN,129,533,119,23,0.193277311,0.418,0.465,0.265,0.33,0.434,0.335,0.231,0.172,0.532,0.459,5.6
31,2019,Franmil Reyes,- - -,150,548,123,19,0.154471545,0.345,0.29,0.214,0.31,0.383,0.386,0.232,0.145,0.51,0.4645,2.7
32,2015,Nelson Cruz,SEA,152,655,178,22,0.123595506,0.34,0.333,0.204,0.342,0.386,0.365,0.248,0.131,0.475,0.4585,5.6
33,2015,Mark Teixeira,NYY,111,462,100,22,0.22,0.423,0.292,0.189,0.416,0.554,0.288,0.157,0.087,0.413,0.4635,4.6
34,2019,Hunter Renfroe,SDP,140,494,95,19,0.2,0.479,0.392,0.158,0.349,0.558,0.312,0.13,0.113,0.394,0.458,7.2
35,2017,Josh Donaldson,TOR,113,496,112,21,0.1875,0.423,0.382,0.167,0.359,0.471,0.33,0.199,0.127,0.441,0.4535,3.6
36,2018,J.D. Martinez,BOS,150,649,188,37,0.196808511,0.34,0.379,0.226,0.368,0.377,0.309,0.314,0.151,0.523,0.4835,4
37,2017,Khris Davis,OAK,153,652,140,28,0.2,0.423,0.444,0.193,0.33,0.344,0.423,0.233,0.169,0.521,0.4615,6.3
38,2019,Matt Olson,OAK,127,547,129,26,0.201550388,0.446,0.346,0.24,0.357,0.517,0.301,0.182,0.142,0.494,0.448,4
39,2015,Carlos Gonzalez,COL,153,608,150,25,0.166666667,0.365,0.382,0.165,0.324,0.414,0.364,0.222,0.096,0.386,0.472,5.3
40,2017,Mike Trout,LAA,114,507,123,25,0.203252033,0.449,0.328,0.184,0.386,0.402,0.358,0.241,0.12,0.405,0.4735,3.9
41,2016,Trevor Story,COL,97,415,101,21,0.207920792,0.471,0.305,0.236,0.363,0.4,0.331,0.269,0.135,0.445,0.464,2.6
42,2016,Nelson Cruz,SEA,155,667,169,27,0.159763314,0.375,0.49,0.181,0.353,0.407,0.373,0.22,0.158,0.526,0.4425,4.5
43,2021,Franmil Reyes,CLE,115,466,106,18,0.169811321,0.36,0.334,0.176,0.343,0.404,0.379,0.217,0.169,0.485,0.471,7.5
44,2015,Bryce Harper,WSN,153,654,172,38,0.220930233,0.393,0.448,0.222,0.337,0.454,0.338,0.208,0.122,0.477,0.4685,5.7
45,2018,Mike Trout,LAA,140,608,147,24,0.163265306,0.453,0.412,0.234,0.347,0.402,0.373,0.225,0.153,0.46,0.447,4.8
46,2016,Evan Gattis,HOU,128,499,112,19,0.169642857,0.41,0.434,0.179,0.349,0.466,0.367,0.167,0.102,0.354,0.451,5.3
47,2016,Chris Carter,MIL,160,644,122,27,0.221311475,0.487,0.373,0.195,0.349,0.377,0.394,0.229,0.164,0.462,0.485,2.9
48,2017,Mike Moustakas,KCR,148,598,151,24,0.158940397,0.457,0.352,0.195,0.327,0.437,0.33,0.233,0.081,0.336,0.4615,4.3
49,2021,Brandon Lowe,TBR,149,615,132,31,0.234848485,0.44,0.398,0.217,0.351,0.431,0.323,0.245,0.14,0.431,0.4595,5.1
50,2021,Tyler O'Neill,STL,138,537,138,26,0.188405797,0.409,0.554,0.23,0.295,0.381,0.365,0.255,0.179,0.522,0.4715,5.5
51,2017,Logan Morrison,TBR,149,601,126,22,0.174603175,0.462,0.576,0.205,0.277,0.464,0.358,0.178,0.126,0.429,0.463,3.6
52,2015,Nolan Arenado,COL,157,665,177,43,0.242937853,0.439,0.43,0.217,0.372,0.456,0.335,0.209,0.079,0.395,0.481,2.3
53,2019,Gleyber Torres,NYY,144,604,152,26,0.171052632,0.419,0.422,0.209,0.427,0.444,0.319,0.236,0.094,0.361,0.473,4.3
54,2017,Gary Sanchez,NYY,122,525,131,20,0.152671756,0.366,0.455,0.211,0.327,0.515,0.332,0.152,0.115,0.431,0.4745,4.8
55,2018,Nelson Cruz,SEA,144,591,133,18,0.135338346,0.385,0.416,0.175,0.392,0.408,0.348,0.245,0.135,0.513,0.4735,5.6
56,2015,Edwin Encarnacion,TOR,146,624,146,31,0.212328767,0.445,0.531,0.193,0.31,0.502,0.3,0.198,0.086,0.439,0.4725,2.4
57,2017,Ryan Zimmerman,WSN,144,576,159,33,0.20754717,0.337,0.303,0.199,0.447,0.355,0.355,0.29,0.112,0.481,0.4655,4.4
58,2019,Kyle Schwarber,CHC,155,610,132,29,0.21969697,0.422,0.463,0.198,0.352,0.401,0.309,0.29,0.14,0.509,0.4895,2.7
59,2021,Marcus Semien,TOR,162,724,173,39,0.225433526,0.481,0.405,0.208,0.369,0.513,0.299,0.189,0.098,0.413,0.4695,5.3
60,2019,Nolan Arenado,COL,155,662,185,31,0.167567568,0.447,0.462,0.193,0.294,0.425,0.344,0.231,0.068,0.376,0.475,2
61,2018,Jesus Aguilar,MIL,149,566,135,25,0.185185185,0.409,0.383,0.237,0.4,0.435,0.334,0.231,0.109,0.426,0.453,5.5
62,2017,Kyle Schwarber,CHC,129,486,89,16,0.179775281,0.465,0.446,0.152,0.316,0.445,0.301,0.254,0.143,0.415,0.473,2.1
63,2021,Joey Gallo,- - -,153,616,99,13,0.131313131,0.507,0.407,0.167,0.342,0.448,0.329,0.224,0.185,0.455,0.4565,3.6
64,2021,Aaron Judge,NYY,148,633,158,24,0.151898734,0.355,0.364,0.232,0.312,0.363,0.37,0.267,0.176,0.579,0.4925,2.9
65,2019,Eloy Jimenez,CHW,122,504,125,18,0.144,0.339,0.434,0.182,0.336,0.432,0.336,0.232,0.122,0.479,0.461,5
66,2015,Khris Davis,MIL,121,440,97,16,0.164948454,0.403,0.46,0.172,0.315,0.414,0.385,0.201,0.139,0.432,0.4755,7.1
67,2017,Michael Conforto,NYM,109,440,104,20,0.192307692,0.378,0.315,0.244,0.355,0.324,0.397,0.279,0.122,0.424,0.4455,2.1
68,2017,Lucas Duda,- - -,127,491,92,28,0.304347826,0.486,0.491,0.21,0.335,0.462,0.303,0.234,0.114,0.441,0.4615,5.9
69,2021,Rhys Hoskins,PHI,107,443,96,29,0.302083333,0.509,0.433,0.198,0.32,0.442,0.322,0.237,0.17,0.463,0.463,9
70,2021,Max Muncy,LAD,144,592,124,26,0.209677419,0.413,0.421,0.206,0.303,0.439,0.344,0.217,0.161,0.463,0.452,7
71,2016,Brian Dozier,MIN,155,691,165,35,0.212121212,0.477,0.386,0.159,0.371,0.564,0.283,0.153,0.081,0.362,0.472,4.4
72,2016,David Ortiz,BOS,151,626,169,48,0.284023669,0.451,0.507,0.221,0.267,0.48,0.341,0.179,0.135,0.476,0.459,5.9
73,2015,Albert Pujols,LAA,157,661,147,22,0.149659864,0.422,0.485,0.159,0.325,0.458,0.349,0.193,0.071,0.383,0.469,2.7
74,2017,Nelson Cruz,SEA,155,645,160,28,0.175,0.418,0.467,0.177,0.312,0.418,0.364,0.217,0.137,0.487,0.484,7.1
75,2021,Giancarlo Stanton,NYY,139,579,139,19,0.136690647,0.368,0.428,0.185,0.293,0.379,0.34,0.281,0.157,0.556,0.4715,3.1
76,2019,Aaron Judge,NYY,102,447,103,18,0.174757282,0.324,0.389,0.273,0.382,0.387,0.345,0.269,0.197,0.569,0.498,3.6
77,2019,Max Kepler,MIN,134,596,132,32,0.242424242,0.466,0.463,0.172,0.375,0.534,0.268,0.198,0.084,0.417,0.4645,2.6
78,2019,Josh Bell,PIT,143,613,146,37,0.253424658,0.373,0.456,0.188,0.343,0.425,0.332,0.243,0.12,0.464,0.4575,3
79,2016,Brandon Moss,STL,128,464,93,19,0.204301075,0.526,0.452,0.204,0.291,0.462,0.314,0.224,0.126,0.39,0.4675,3.9
80,2015,David Ortiz,BOS,146,614,144,37,0.256944444,0.41,0.377,0.224,0.297,0.443,0.344,0.213,0.124,0.493,0.472,4.1
81,2018,Daniel Palka,CHW,124,449,100,15,0.15,0.379,0.418,0.163,0.356,0.455,0.337,0.208,0.144,0.489,0.487,3.9
82,2015,Mike Trout,LAA,159,682,172,32,0.186046512,0.384,0.352,0.244,0.361,0.382,0.332,0.287,0.161,0.486,0.433,5.4
83,2015,Jose Bautista,TOR,153,666,136,29,0.213235294,0.488,0.523,0.139,0.306,0.533,0.281,0.187,0.121,0.458,0.4665,3.9
84,2016,Todd Frazier,CHW,158,666,133,21,0.157894737,0.487,0.314,0.157,0.37,0.487,0.285,0.228,0.097,0.354,0.472,2.8
85,2019,Mike Moustakas,MIL,143,584,133,30,0.22556391,0.453,0.382,0.189,0.41,0.407,0.302,0.29,0.101,0.405,0.445,4.4
86,2016,Edwin Encarnacion,TOR,160,702,158,34,0.215189873,0.414,0.319,0.204,0.381,0.522,0.293,0.185,0.112,0.411,0.478,2.2
87,2017,Mike Napoli,TEX,124,485,82,11,0.134146341,0.521,0.492,0.147,0.346,0.521,0.321,0.158,0.147,0.414,0.466,3.6
88,2017,Justin Smoak,TOR,158,637,151,29,0.19205298,0.445,0.43,0.212,0.377,0.408,0.353,0.24,0.12,0.429,0.453,3.1
89,2019,Max Muncy,LAD,141,589,122,22,0.180327869,0.387,0.388,0.235,0.34,0.442,0.322,0.237,0.111,0.43,0.466,3.9
90,2019,Alex Bregman,HOU,156,690,164,37,0.225609756,0.459,0.365,0.225,0.382,0.453,0.363,0.184,0.046,0.372,0.4615,3.8
91,2016,Yasmani Grandal,LAD,126,457,89,14,0.157303371,0.392,0.463,0.161,0.309,0.429,0.375,0.196,0.124,0.447,0.4575,1.3
92,2018,Hunter Renfroe,SDP,117,441,100,23,0.23,0.428,0.424,0.197,0.365,0.488,0.331,0.181,0.11,0.435,0.4875,2.8
93,2017,Bryce Harper,WSN,111,492,134,27,0.201492537,0.376,0.499,0.22,0.317,0.355,0.352,0.293,0.096,0.426,0.4605,1.9
94,2016,Nolan Arenado,COL,160,696,182,35,0.192307692,0.467,0.413,0.18,0.362,0.457,0.321,0.222,0.082,0.396,0.456,6.1
95,2017,Matt Davidson,CHW,118,443,91,16,0.175824176,0.465,0.445,0.173,0.344,0.421,0.323,0.256,0.146,0.417,0.451,4
96,2019,Willson Contreras,CHC,105,409,98,18,0.183673469,0.34,0.383,0.158,0.376,0.412,0.327,0.262,0.112,0.415,0.4865,3.3
97,2021,Bryce Harper,PHI,141,599,151,42,0.278145695,0.373,0.383,0.219,0.354,0.381,0.344,0.275,0.181,0.492,0.488,4.3
98,2017,Jay Bruce,- - -,146,617,141,29,0.205673759,0.467,0.308,0.208,0.409,0.444,0.344,0.212,0.093,0.389,0.462,2.6
99,2017,Justin Bour,MIA,108,429,109,18,0.165137615,0.336,0.556,0.231,0.317,0.472,0.343,0.185,0.087,0.406,0.447,2.8
100,2021,Nick Castellanos,CIN,138,585,164,38,0.231707317,0.358,0.372,0.267,0.389,0.394,0.361,0.245,0.106,0.469,0.4685,3.6
101,2017,Ian Happ,CHC,115,413,92,17,0.184782609,0.397,0.385,0.201,0.364,0.448,0.315,0.237,0.137,0.398,0.4695,5.6
102,2021,Pete Alonso,NYM,152,637,147,27,0.183673469,0.429,0.412,0.183,0.376,0.413,0.32,0.267,0.148,0.473,0.4445,4.6
103,2017,Miguel Sano,MIN,114,483,112,15,0.133928571,0.405,0.332,0.206,0.38,0.44,0.373,0.187,0.147,0.472,0.446,4.7
104,2021,Matt Olson,OAK,156,673,153,35,0.22875817,0.437,0.34,0.165,0.375,0.404,0.346,0.251,0.127,0.484,0.463,7.1
105,2019,J.D. Martinez,BOS,146,657,175,33,0.188571429,0.348,0.403,0.224,0.301,0.412,0.324,0.265,0.108,0.47,0.4755,3.1
106,2015,Josh Donaldson,TOR,158,711,184,41,0.222826087,0.379,0.52,0.173,0.333,0.429,0.335,0.236,0.114,0.465,0.4825,4.5
107,2017,Mike Zunino,SEA,124,435,97,25,0.257731959,0.456,0.316,0.224,0.374,0.509,0.325,0.167,0.14,0.469,0.48,1.9
108,2016,Giancarlo Stanton,MIA,119,470,99,20,0.202020202,0.433,0.556,0.167,0.288,0.404,0.371,0.225,0.152,0.475,0.472,2.1
109,2019,Ronald Acuna Jr.,ATL,156,715,175,22,0.125714286,0.376,0.393,0.244,0.345,0.401,0.328,0.271,0.129,0.471,0.467,2.2
110,2021,Rafael Devers,BOS,156,664,165,37,0.224242424,0.383,0.471,0.205,0.31,0.364,0.395,0.242,0.15,0.515,0.4695,3.6
111,2016,Chris Davis,BAL,157,665,125,21,0.168,0.437,0.417,0.198,0.401,0.417,0.357,0.226,0.151,0.44,0.4165,5.2
112,2016,Yoenis Cespedes,NYM,132,543,134,25,0.186567164,0.414,0.362,0.215,0.369,0.393,0.369,0.239,0.095,0.477,0.437,5.9
113,2017,Edwin Encarnacion,CLE,157,669,143,20,0.13986014,0.418,0.459,0.211,0.364,0.467,0.329,0.204,0.103,0.422,0.471,2.7
114,2021,Javier Baez,- - -,138,547,133,18,0.135338346,0.345,0.349,0.185,0.382,0.442,0.352,0.206,0.134,0.45,0.4625,2.3
115,2021,Jose Ramirez,CLE,152,636,147,32,0.217687075,0.452,0.389,0.192,0.321,0.568,0.277,0.155,0.111,0.423,0.4665,2.1
116,2019,Jose Altuve,HOU,124,548,149,27,0.181208054,0.325,0.354,0.176,0.453,0.5,0.327,0.173,0.078,0.336,0.491,1
117,2017,Scott Schebler,CIN,141,531,110,25,0.227272727,0.382,0.331,0.162,0.327,0.459,0.337,0.204,0.099,0.408,0.441,5
118,2018,Nolan Arenado,COL,156,673,175,38,0.217142857,0.388,0.604,0.213,0.263,0.398,0.368,0.234,0.072,0.402,0.4805,2.8
119,2021,Mitch Haniger,SEA,157,691,157,23,0.146496815,0.405,0.434,0.161,0.324,0.473,0.331,0.196,0.126,0.447,0.4715,6.1
120,2018,Joc Pederson,LAD,148,443,98,27,0.275510204,0.436,0.534,0.17,0.284,0.427,0.344,0.229,0.076,0.398,0.466,4
121,2017,Paul DeJong,STL,108,443,119,26,0.218487395,0.429,0.537,0.235,0.316,0.469,0.327,0.204,0.088,0.395,0.4735,2.6
122,2018,Trevor Story,COL,157,656,174,42,0.24137931,0.431,0.43,0.227,0.405,0.433,0.343,0.224,0.124,0.456,0.458,6.5
123,2021,Miguel Sano,MIN,135,532,105,24,0.228571429,0.427,0.264,0.184,0.441,0.462,0.292,0.247,0.177,0.556,0.497,2.3
124,2021,Ryan Mountcastle,BAL,144,586,136,23,0.169117647,0.426,0.384,0.221,0.316,0.397,0.324,0.279,0.118,0.397,0.4515,4.3
125,2021,Avisail Garcia,MIL,135,515,121,18,0.148760331,0.322,0.361,0.206,0.363,0.443,0.362,0.194,0.122,0.461,0.476,3.4
126,2017,Eric Thames,MIL,138,551,116,26,0.224137931,0.413,0.479,0.203,0.296,0.454,0.281,0.265,0.114,0.389,0.438,4.9
127,2019,Josh Donaldson,ATL,155,659,142,33,0.232394366,0.364,0.447,0.215,0.367,0.485,0.268,0.247,0.152,0.505,0.4705,2.1
128,2018,Eugenio Suarez,CIN,143,606,149,22,0.147651007,0.371,0.417,0.246,0.324,0.427,0.358,0.215,0.097,0.455,0.465,2.3
129,2019,Teoscar Hernandez,TOR,125,464,96,19,0.197916667,0.432,0.358,0.178,0.323,0.487,0.291,0.223,0.113,0.423,0.4505,3.9
130,2016,Jay Bruce,- - -,147,589,135,27,0.2,0.41,0.39,0.219,0.357,0.445,0.358,0.197,0.082,0.382,0.4565,3.2
131,2016,Miguel Cabrera,DET,158,679,188,31,0.164893617,0.355,0.339,0.227,0.366,0.378,0.331,0.291,0.149,0.5,0.4645,3
132,2018,Jose Ramirez,CLE,157,698,156,38,0.243589744,0.459,0.419,0.207,0.353,0.5,0.302,0.198,0.069,0.345,0.462,6.2
133,2019,Austin Meadows,TBR,138,591,154,29,0.188311688,0.429,0.453,0.231,0.342,0.451,0.348,0.201,0.115,0.429,0.4595,4.1
134,2016,Kris Bryant,CHC,155,699,176,35,0.198863636,0.458,0.48,0.237,0.301,0.467,0.336,0.197,0.117,0.389,0.4555,5.3
135,2018,Evan Gattis,HOU,128,451,92,17,0.184782609,0.468,0.505,0.169,0.324,0.503,0.287,0.21,0.07,0.338,0.4365,2.1
136,2018,Christian Yelich,MIL,147,651,187,34,0.181818182,0.235,0.503,0.247,0.312,0.349,0.381,0.27,0.122,0.508,0.486,6.8
137,2018,Edwin Encarnacion,CLE,137,579,123,16,0.130081301,0.437,0.398,0.203,0.324,0.456,0.315,0.229,0.104,0.404,0.4965,0.6
138,2021,Bobby Dalbec,BOS,133,453,100,21,0.21,0.431,0.399,0.195,0.356,0.393,0.34,0.267,0.202,0.481,0.476,4.1
139,2021,Yordan Alvarez,HOU,144,598,149,35,0.234899329,0.391,0.429,0.231,0.318,0.352,0.375,0.273,0.159,0.542,0.4615,1.1
140,2017,Justin Upton,- - -,152,635,152,44,0.289473684,0.437,0.38,0.196,0.362,0.386,0.357,0.257,0.122,0.415,0.457,2.7
141,2016,Yasmany Tomas,ARI,140,563,144,30,0.208333333,0.314,0.399,0.21,0.372,0.41,0.294,0.296,0.101,0.423,0.4585,2.7
142,2015,Pedro Alvarez,PIT,150,491,106,18,0.169811321,0.269,0.556,0.204,0.303,0.442,0.365,0.194,0.103,0.471,0.456,4.8
143,2019,Freddie Freeman,ATL,158,692,176,34,0.193181818,0.341,0.295,0.275,0.395,0.405,0.309,0.286,0.117,0.424,0.499,2.3
144,2017,Brandon Moss,KCR,118,401,75,14,0.186666667,0.445,0.518,0.225,0.292,0.53,0.258,0.212,0.136,0.419,0.4325,2.3
145,2017,Luis Valbuena,LAA,117,401,69,15,0.217391304,0.473,0.318,0.143,0.397,0.423,0.297,0.28,0.098,0.333,0.473,5.1
146,2019,Danny Santana,TEX,130,511,134,23,0.171641791,0.351,0.39,0.247,0.335,0.421,0.32,0.259,0.088,0.435,0.4635,3.1
147,2015,J.D. Martinez,DET,158,657,168,33,0.196428571,0.435,0.321,0.223,0.357,0.411,0.347,0.242,0.159,0.482,0.4795,8.2
148,2021,Nelson Cruz,- - -,140,584,136,21,0.154411765,0.386,0.415,0.184,0.251,0.414,0.338,0.247,0.135,0.52,0.4435,6.4
149,2016,Robinson Cano,SEA,161,715,195,33,0.169230769,0.361,0.486,0.18,0.34,0.389,0.352,0.259,0.066,0.43,0.478,6.2
150,2018,Travis Shaw,MIL,152,587,120,23,0.191666667,0.445,0.371,0.181,0.364,0.458,0.325,0.217,0.093,0.38,0.47,5.6
151,2017,Marcell Ozuna,MIA,159,679,191,30,0.157068063,0.335,0.473,0.193,0.304,0.386,0.363,0.251,0.085,0.454,0.4525,5.8
152,2017,Freddie Freeman,ATL,117,514,135,35,0.259259259,0.406,0.408,0.245,0.284,0.386,0.329,0.285,0.13,0.418,0.469,4.3
153,2019,Eric Thames,MIL,149,459,98,23,0.234693878,0.461,0.486,0.205,0.32,0.43,0.357,0.213,0.085,0.43,0.4675,4.1
154,2017,Nolan Arenado,COL,159,680,187,43,0.229946524,0.449,0.52,0.211,0.299,0.377,0.351,0.272,0.079,0.376,0.4595,1.4
155,2017,Scooter Gennett,CIN,141,497,136,22,0.161764706,0.376,0.589,0.211,0.26,0.424,0.338,0.238,0.06,0.352,0.4665,5
156,2017,Hunter Renfroe,SDP,122,479,103,25,0.242718447,0.454,0.56,0.167,0.291,0.5,0.31,0.19,0.105,0.343,0.445,3
157,2016,Adam Duvall,CIN,150,608,133,31,0.233082707,0.467,0.395,0.194,0.318,0.495,0.311,0.194,0.113,0.411,0.4715,3.2
158,2019,Eddie Rosario,MIN,137,590,155,28,0.180645161,0.422,0.444,0.204,0.348,0.488,0.307,0.205,0.077,0.357,0.4695,3.6
159,2018,Aaron Judge,NYY,112,498,115,22,0.191304348,0.35,0.445,0.233,0.282,0.402,0.312,0.286,0.154,0.541,0.4885,3
160,2021,Hunter Renfroe,BOS,144,572,135,33,0.244444444,0.433,0.557,0.176,0.333,0.461,0.287,0.252,0.144,0.443,0.468,1.3
161,2017,Paul Goldschmidt,ARI,155,665,166,34,0.204819277,0.349,0.373,0.188,0.299,0.395,0.369,0.236,0.123,0.471,0.4615,4.4
162,2018,Randal Grichuk,TOR,124,462,104,32,0.307692308,0.466,0.489,0.184,0.336,0.498,0.269,0.233,0.138,0.43,0.467,4.5
163,2017,Salvador Perez,KCR,129,499,126,24,0.19047619,0.47,0.356,0.197,0.317,0.53,0.297,0.173,0.084,0.385,0.464,2.4
164,2017,George Springer,HOU,140,629,155,29,0.187096774,0.338,0.379,0.179,0.362,0.408,0.338,0.254,0.084,0.427,0.4425,4.3
165,2021,Eugenio Suarez,CIN,145,574,100,23,0.23,0.466,0.365,0.171,0.357,0.472,0.31,0.218,0.15,0.398,0.467,3.9
166,2018,Giancarlo Stanton,NYY,158,705,164,34,0.207317073,0.365,0.485,0.185,0.304,0.389,0.37,0.24,0.147,0.505,0.4675,3.6
167,2021,Teoscar Hernandez,TOR,143,595,163,29,0.17791411,0.361,0.377,0.255,0.351,0.426,0.319,0.255,0.139,0.488,0.46,6.6
168,2019,Daniel Vogelbach,SEA,144,558,96,17,0.177083333,0.448,0.297,0.222,0.424,0.413,0.34,0.248,0.098,0.378,0.468,1.2
169,2017,Yonder Alonso,- - -,142,521,120,22,0.183333333,0.432,0.373,0.228,0.428,0.408,0.336,0.255,0.093,0.408,0.496,1.3
170,2019,Matt Chapman,OAK,156,670,145,36,0.248275862,0.431,0.344,0.155,0.337,0.424,0.346,0.23,0.109,0.481,0.4825,1.9
171,2018,C.J. Cron,TBR,140,560,127,28,0.220472441,0.388,0.463,0.211,0.328,0.454,0.335,0.211,0.119,0.366,0.464,3.2
172,2019,Roberto Perez,CLE,119,449,93,9,0.096774194,0.323,0.372,0.171,0.341,0.33,0.366,0.304,0.106,0.41,0.4485,4.4
173,2018,Ronald Acuna Jr.,ATL,111,487,127,26,0.204724409,0.394,0.502,0.183,0.359,0.438,0.361,0.201,0.131,0.466,0.4735,2.6
174,2019,Trevor Story,COL,145,656,173,38,0.219653179,0.423,0.377,0.243,0.398,0.396,0.321,0.283,0.077,0.46,0.4585,5.7
175,2015,Alex Rodriguez,NYY,151,620,131,22,0.167938931,0.387,0.377,0.182,0.33,0.457,0.369,0.174,0.106,0.434,0.478,3.3
176,2016,Ryan Braun,MIL,135,564,156,23,0.147435897,0.251,0.412,0.193,0.352,0.356,0.37,0.274,0.082,0.389,0.4575,4.4
177,2018,Matt Carpenter,STL,156,677,145,42,0.289655172,0.469,0.367,0.267,0.328,0.483,0.293,0.224,0.127,0.445,0.4755,3.5
178,2016,Manny Machado,BAL,157,696,188,40,0.212765957,0.427,0.478,0.2,0.304,0.419,0.345,0.236,0.09,0.432,0.474,2.3
179,2021,Kyle Tucker,HOU,140,567,149,37,0.248322148,0.444,0.381,0.217,0.365,0.359,0.423,0.219,0.116,0.47,0.4755,4.6
180,2016,Josh Donaldson,TOR,155,700,164,32,0.195121951,0.406,0.36,0.213,0.38,0.46,0.276,0.263,0.112,0.49,0.488,5.1
181,2019,Marcell Ozuna,STL,130,549,117,23,0.196581197,0.352,0.47,0.234,0.348,0.495,0.317,0.188,0.118,0.481,0.4735,5.1
182,2018,Javier Baez,CHC,160,645,176,40,0.227272727,0.323,0.36,0.221,0.346,0.405,0.333,0.261,0.113,0.428,0.4575,2.7
