,Season,Name,Team,G,PA,H,2B,2B%,FB%,GB%,LD%,SweetSpot%,Pull%,Cent%,Oppo%,Barrel%,HardHit%,LDFB_EV,Spd
367,2018,Michael Conforto,NYM,153,638,132,25,0.189393939,0.366,0.409,0.196,0.35,0.43,0.317,0.253,0.085,0.366,0.439,4.6
368,2017,Didi Gregorius,NYY,136,570,153,27,0.176470588,0.438,0.442,0.2,0.345,0.403,0.374,0.223,0.032,0.208,0.4425,2.7
369,2016,Corey Dickerson,TBR,148,548,125,36,0.288,0.45,0.549,0.175,0.303,0.325,0.336,0.339,0.095,0.38,0.466,4.2
370,2021,Manny Machado,SDP,153,640,157,31,0.197452229,0.407,0.325,0.203,0.394,0.427,0.357,0.216,0.133,0.52,0.47,2.4
371,2016,Mitch Moreland,TEX,147,503,107,21,0.196261682,0.374,0.446,0.211,0.334,0.447,0.342,0.211,0.096,0.395,0.4665,1.6
372,2021,Ozzie Albies,ATL,156,686,163,40,0.245398773,0.485,0.403,0.201,0.345,0.435,0.313,0.252,0.093,0.368,0.4655,3.4
373,2021,Brandon Crawford,SFG,138,549,144,30,0.208333333,0.414,0.283,0.188,0.414,0.368,0.371,0.261,0.115,0.431,0.4465,5.9
374,2017,Kris Bryant,CHC,151,665,162,38,0.234567901,0.424,0.326,0.199,0.294,0.412,0.363,0.225,0.089,0.37,0.458,3.8
375,2015,Adrian Gonzalez,LAD,156,643,157,33,0.210191083,0.367,0.403,0.26,0.305,0.403,0.334,0.263,0.077,0.372,0.4665,1.2
376,2016,Marcus Semien,OAK,159,621,135,27,0.2,0.429,0.465,0.177,0.305,0.425,0.355,0.22,0.063,0.348,0.4645,2.9
377,2021,Willson Contreras,CHC,128,483,98,20,0.204081633,0.337,0.483,0.161,0.36,0.409,0.341,0.251,0.111,0.484,0.4925,4.4
378,2016,Justin Turner,LAD,151,622,153,34,0.222222222,0.4,0.438,0.239,0.4,0.352,0.335,0.313,0.081,0.409,0.44,3.8
379,2021,Matt Chapman,OAK,151,622,111,15,0.135135135,0.518,0.383,0.146,0.401,0.408,0.375,0.217,0.137,0.417,0.4545,5.7
380,2017,Tommy Pham,STL,128,530,136,22,0.161764706,0.261,0.342,0.222,0.372,0.367,0.349,0.283,0.096,0.434,0.476,4.4
381,2021,Trea Turner,- - -,148,646,195,34,0.174358974,0.337,0.396,0.211,0.336,0.376,0.374,0.249,0.074,0.46,0.469,5.1
382,2019,Ryan Braun,MIL,144,508,131,31,0.236641221,0.304,0.486,0.192,0.326,0.412,0.342,0.246,0.086,0.443,0.47,5.3
383,2017,Trevor Story,COL,145,555,120,32,0.266666667,0.479,0.367,0.184,0.348,0.383,0.374,0.243,0.093,0.383,0.456,5.4
384,2017,Keon Broxton,MIL,143,463,91,15,0.164835165,0.346,0.507,0.203,0.329,0.365,0.357,0.278,0.108,0.349,0.4585,6.4
385,2017,Austin Hedges,SDP,120,417,83,17,0.204819277,0.457,0.399,0.177,0.303,0.39,0.349,0.26,0.063,0.338,0.468,3.6
386,2016,Adam Jones,BAL,152,672,164,19,0.115853659,0.406,0.339,0.165,0.394,0.404,0.361,0.236,0.07,0.349,0.46,3.7
387,2019,Khris Davis,OAK,133,533,106,11,0.103773585,0.374,0.429,0.205,0.356,0.404,0.359,0.237,0.089,0.395,0.4595,4.9
388,2021,Jesus Aguilar,MIA,131,510,117,23,0.196581197,0.466,0.429,0.204,0.368,0.449,0.331,0.22,0.084,0.405,0.4635,3.6
389,2017,Andrew McCutchen,PIT,156,650,159,30,0.188679245,0.374,0.421,0.219,0.404,0.427,0.368,0.206,0.068,0.383,0.467,4.3
390,2016,Michael Saunders,TOR,140,558,124,32,0.258064516,0.368,0.329,0.225,0.372,0.412,0.332,0.255,0.074,0.445,0.452,2.9
391,2018,Gregory Polanco,PIT,130,535,117,32,0.273504274,0.48,0.44,0.187,0.346,0.457,0.346,0.197,0.09,0.373,0.4705,5.9
392,2016,Daniel Murphy,WSN,142,582,184,47,0.255434783,0.419,0.424,0.218,0.347,0.413,0.33,0.257,0.083,0.413,0.4635,4.3
393,2017,Corey Dickerson,TBR,150,629,166,33,0.198795181,0.358,0.447,0.224,0.319,0.342,0.368,0.29,0.068,0.317,0.4555,4
394,2018,Rafael Devers,BOS,121,490,108,24,0.222222222,0.386,0.349,0.152,0.365,0.372,0.366,0.263,0.076,0.417,0.465,6.1
395,2016,Joey Votto,CIN,158,677,181,34,0.187845304,0.297,0.526,0.273,0.324,0.369,0.354,0.277,0.083,0.39,0.4635,3.8
396,2021,Kris Bryant,- - -,144,586,136,32,0.235294118,0.392,0.382,0.234,0.335,0.413,0.366,0.221,0.103,0.397,0.445,5.3
397,2016,Mike Trout,LAA,159,681,173,32,0.184971098,0.367,0.378,0.221,0.301,0.405,0.329,0.266,0.134,0.4,0.4715,6.6
398,2016,J.D. Martinez,DET,120,517,141,35,0.24822695,0.362,0.381,0.214,0.3,0.404,0.359,0.237,0.122,0.46,0.47,2.7
399,2016,Jose Bautista,TOR,116,517,99,24,0.242424242,0.417,0.572,0.188,0.239,0.528,0.315,0.157,0.08,0.457,0.478,5.6
400,2016,Mookie Betts,BOS,158,730,214,42,0.196261682,0.394,0.427,0.193,0.315,0.397,0.351,0.252,0.047,0.397,0.463,6.4
401,2019,Jose Ramirez,CLE,129,542,123,33,0.268292683,0.465,0.38,0.206,0.356,0.488,0.292,0.22,0.06,0.357,0.4465,5.5
402,2019,Shohei Ohtani,LAA,106,425,110,20,0.181818182,0.245,0.491,0.259,0.323,0.309,0.378,0.313,0.114,0.468,0.4585,2.4
403,2015,Marlon Byrd,- - -,135,544,125,25,0.2,0.363,0.373,0.213,0.378,0.41,0.309,0.281,0.079,0.311,0.466,3.2
404,2018,Robinson Chirinos,TEX,113,426,80,15,0.1875,0.489,0.487,0.213,0.306,0.495,0.315,0.189,0.104,0.392,0.441,2.2
405,2019,Albert Pujols,LAA,131,545,120,22,0.183333333,0.387,0.338,0.153,0.361,0.527,0.306,0.167,0.053,0.36,0.461,2.4
406,2019,J.T. Realmuto,PHI,145,593,148,36,0.243243243,0.376,0.411,0.234,0.364,0.442,0.317,0.241,0.066,0.41,0.472,5.5
407,2015,Matt Carpenter,STL,154,665,156,44,0.282051282,0.417,0.471,0.285,0.306,0.393,0.368,0.239,0.091,0.361,0.466,4.6
408,2018,Justin Smoak,TOR,147,594,122,34,0.278688525,0.426,0.37,0.179,0.407,0.491,0.295,0.213,0.108,0.418,0.4805,5.9
409,2017,Eduardo Escobar,MIN,129,499,116,16,0.137931034,0.453,0.484,0.21,0.311,0.41,0.331,0.259,0.074,0.309,0.468,5.1
410,2019,Todd Frazier,NYM,133,499,112,19,0.169642857,0.432,0.439,0.218,0.323,0.499,0.32,0.182,0.067,0.378,0.453,1.9
411,2018,Teoscar Hernandez,TOR,134,523,114,29,0.254385965,0.437,0.313,0.199,0.41,0.377,0.361,0.263,0.149,0.459,0.4885,3.3
412,2016,Wilson Ramos,WSN,131,523,148,25,0.168918919,0.253,0.449,0.204,0.406,0.383,0.342,0.275,0.066,0.43,0.4545,5.5
413,2021,Bo Bichette,TOR,159,690,191,30,0.157068063,0.304,0.384,0.205,0.386,0.294,0.371,0.335,0.099,0.475,0.4835,3.3
414,2017,Josh Bell,PIT,159,620,140,26,0.185714286,0.312,0.411,0.177,0.319,0.415,0.296,0.289,0.06,0.339,0.4745,3.6
415,2015,Justin Upton,SDP,150,620,136,26,0.191176471,0.441,0.44,0.173,0.346,0.394,0.358,0.247,0.095,0.391,0.4665,3.7
416,2018,Jonathan Schoop,- - -,131,501,110,22,0.2,0.366,0.507,0.183,0.315,0.433,0.35,0.218,0.041,0.306,0.4395,5.7
417,2021,Tyler Naquin,CIN,127,454,111,24,0.216216216,0.325,0.527,0.209,0.318,0.451,0.299,0.25,0.104,0.416,0.4395,5.7
418,2021,Mookie Betts,LAD,122,550,123,29,0.235772358,0.434,0.466,0.216,0.333,0.483,0.296,0.221,0.078,0.413,0.4585,6.7
419,2015,Joey Votto,CIN,158,695,171,33,0.192982456,0.328,0.425,0.25,0.347,0.371,0.369,0.26,0.095,0.425,0.477,4.3
420,2018,Charlie Blackmon,COL,156,696,182,31,0.17032967,0.334,0.34,0.232,0.347,0.408,0.37,0.222,0.059,0.352,0.464,3.8
421,2017,Hanley Ramirez,BOS,133,553,120,24,0.2,0.371,0.428,0.211,0.356,0.426,0.35,0.224,0.095,0.384,0.467,1.5
422,2021,Austin Hays,BAL,131,529,125,26,0.208,0.385,0.449,0.183,0.343,0.426,0.332,0.242,0.091,0.39,0.4645,4.8
423,2017,Jedd Gyorko,STL,125,481,116,21,0.181034483,0.393,0.409,0.201,0.31,0.43,0.305,0.265,0.076,0.308,0.4535,4.3
424,2017,Kyle Seager,SEA,154,650,144,33,0.229166667,0.516,0.497,0.171,0.349,0.401,0.352,0.247,0.082,0.335,0.4745,5.4
425,2018,Matt Kemp,LAD,146,506,134,25,0.186567164,0.381,0.495,0.268,0.311,0.421,0.359,0.22,0.105,0.379,0.463,5
426,2019,Brian Dozier,WSN,135,482,99,20,0.202020202,0.441,0.336,0.206,0.395,0.542,0.26,0.199,0.064,0.353,0.442,4.8
427,2019,Ian Desmond,COL,140,482,113,31,0.274336283,0.305,0.456,0.225,0.296,0.349,0.343,0.309,0.098,0.425,0.444,1.3
428,2019,Domingo Santana,SEA,121,507,114,20,0.175438596,0.308,0.372,0.266,0.38,0.394,0.346,0.26,0.12,0.405,0.4685,6.3
429,2016,Wil Myers,SDP,157,676,155,29,0.187096774,0.339,0.455,0.214,0.354,0.383,0.378,0.239,0.07,0.392,0.4635,4
430,2018,Mark Canha,OAK,122,411,91,22,0.241758242,0.401,0.49,0.219,0.297,0.448,0.341,0.211,0.086,0.344,0.458,3.7
431,2021,Dansby Swanson,ATL,160,653,146,33,0.226027397,0.403,0.416,0.199,0.341,0.441,0.324,0.235,0.114,0.424,0.4325,4.4
432,2017,Anthony Rendon,WSN,147,605,153,41,0.267973856,0.472,0.409,0.188,0.332,0.407,0.31,0.282,0.058,0.375,0.466,1.4
433,2017,Ryon Healy,OAK,149,605,156,29,0.185897436,0.382,0.433,0.191,0.265,0.411,0.36,0.229,0.073,0.401,0.467,2.6
434,2021,Wilmer Flores,SFG,139,436,102,16,0.156862745,0.411,0.418,0.214,0.333,0.449,0.333,0.217,0.06,0.354,0.4425,1.7
435,2017,Tommy Joseph,PHI,142,533,119,27,0.226890756,0.39,0.4,0.192,0.364,0.442,0.331,0.228,0.07,0.401,0.4845,2.2
436,2016,Ian Kinsler,DET,153,679,178,29,0.162921348,0.445,0.488,0.239,0.306,0.441,0.35,0.209,0.036,0.308,0.4825,2.3
437,2019,Luke Voit,NYY,118,510,113,21,0.185840708,0.347,0.418,0.257,0.309,0.479,0.316,0.205,0.132,0.41,0.4625,0.7
438,2017,Eugenio Suarez,CIN,156,632,139,25,0.179856115,0.371,0.488,0.24,0.341,0.427,0.302,0.271,0.064,0.319,0.458,3.1
439,2019,Rhys Hoskins,PHI,160,705,129,33,0.255813953,0.504,0.508,0.206,0.308,0.474,0.333,0.194,0.084,0.385,0.461,2.1
440,2021,Anthony Santander,BAL,110,438,98,24,0.244897959,0.434,0.448,0.227,0.296,0.429,0.339,0.232,0.084,0.432,0.4625,5.6
441,2019,Mookie Betts,BOS,150,706,176,40,0.227272727,0.438,0.388,0.248,0.266,0.436,0.337,0.228,0.093,0.469,0.4535,5.9
442,2017,Trey Mancini,BAL,147,586,159,26,0.163522013,0.297,0.337,0.194,0.344,0.375,0.353,0.272,0.093,0.404,0.464,4.8
443,2017,Adam Jones,BAL,147,635,170,28,0.164705882,0.343,0.333,0.209,0.396,0.414,0.299,0.287,0.057,0.303,0.4715,4
444,2016,Jackie Bradley Jr.,BOS,156,636,149,30,0.201342282,0.344,0.381,0.184,0.371,0.46,0.343,0.198,0.079,0.398,0.4725,5.9
445,2017,Matt Kemp,ATL,115,467,121,23,0.190082645,0.282,0.499,0.232,0.283,0.391,0.368,0.241,0.085,0.381,0.473,5.8
446,2019,Nick Castellanos,- - -,151,664,178,58,0.325842697,0.396,0.243,0.227,0.438,0.408,0.328,0.263,0.101,0.413,0.4865,3.2
447,2016,Brian McCann,NYY,130,492,104,13,0.125,0.441,0.407,0.215,0.389,0.5,0.322,0.178,0.054,0.358,0.4765,3.7
448,2021,Carlos Correa,HOU,148,640,155,34,0.219354839,0.348,0.315,0.236,0.38,0.367,0.356,0.277,0.094,0.425,0.4565,1.8
449,2019,Jeff McNeil,NYM,133,567,162,38,0.234567901,0.347,0.46,0.221,0.34,0.463,0.314,0.222,0.044,0.367,0.4625,4.8
450,2018,Eddie Rosario,MIN,138,592,161,31,0.192546584,0.441,0.326,0.203,0.321,0.434,0.332,0.234,0.072,0.332,0.469,1.8
451,2019,Nomar Mazara,TEX,116,469,115,27,0.234782609,0.327,0.412,0.205,0.323,0.346,0.321,0.333,0.095,0.388,0.4725,2.2
452,2016,Asdrubal Cabrera,NYM,141,568,146,30,0.205479452,0.396,0.348,0.229,0.34,0.512,0.271,0.217,0.048,0.331,0.4625,2.8
453,2015,Mark Trumbo,- - -,142,545,133,23,0.172932331,0.403,0.378,0.18,0.372,0.371,0.329,0.3,0.088,0.427,0.4655,5.3
454,2021,Randal Grichuk,TOR,149,545,123,25,0.203252033,0.434,0.326,0.17,0.398,0.392,0.352,0.257,0.085,0.411,0.4625,3.7
455,2021,Luis Urias,MIL,150,570,122,25,0.204918033,0.379,0.401,0.207,0.324,0.466,0.347,0.188,0.092,0.396,0.467,3.8
456,2021,Trevor Story,COL,142,595,132,34,0.257575758,0.441,0.463,0.189,0.33,0.372,0.355,0.273,0.099,0.426,0.456,2.7
457,2018,Matt Davidson,CHW,126,496,99,23,0.232323232,0.401,0.515,0.188,0.357,0.386,0.349,0.265,0.118,0.423,0.485,1.6
458,2016,Salvador Perez,KCR,139,546,127,28,0.220472441,0.471,0.446,0.184,0.288,0.474,0.32,0.207,0.058,0.373,0.4995,5.3
459,2017,Jorge Bonifacio,KCR,113,422,98,15,0.153061224,0.348,0.361,0.258,0.305,0.356,0.371,0.273,0.086,0.39,0.4575,1.5
460,2016,Nick Castellanos,DET,110,447,117,25,0.213675214,0.43,0.458,0.256,0.388,0.39,0.344,0.266,0.121,0.384,0.4545,4.4
461,2018,Anthony Rendon,WSN,136,597,163,44,0.26993865,0.436,0.385,0.238,0.402,0.402,0.327,0.27,0.095,0.446,0.4685,3.2
462,2018,Yonder Alonso,CLE,145,574,129,19,0.147286822,0.401,0.496,0.217,0.288,0.437,0.344,0.219,0.093,0.367,0.4695,1.7
463,2015,Jay Bruce,CIN,157,649,131,35,0.267175573,0.442,0.362,0.187,0.375,0.468,0.304,0.227,0.079,0.374,0.4645,4.1
464,2015,Kris Bryant,CHC,151,650,154,31,0.201298701,0.452,0.384,0.205,0.374,0.416,0.345,0.238,0.107,0.447,0.4605,2.2
465,2017,Ryan Braun,MIL,104,425,102,28,0.274509804,0.319,0.37,0.189,0.342,0.386,0.351,0.263,0.075,0.435,0.454,3
466,2016,Danny Espinosa,WSN,157,601,108,15,0.138888889,0.431,0.437,0.182,0.372,0.527,0.297,0.176,0.082,0.334,0.4715,4.9
467,2018,Justin Bour,- - -,141,501,96,13,0.135416667,0.363,0.458,0.19,0.346,0.417,0.364,0.219,0.103,0.387,0.459,5.6
468,2017,Brandon Belt,SFG,104,451,92,27,0.293478261,0.469,0.439,0.234,0.336,0.394,0.376,0.229,0.111,0.405,0.4695,4.2
469,2017,Carlos Gomez,TEX,105,426,94,23,0.244680851,0.403,0.395,0.206,0.369,0.373,0.41,0.217,0.076,0.353,0.458,3.9
470,2021,Harrison Bader,STL,103,401,98,21,0.214285714,0.412,0.421,0.158,0.325,0.444,0.324,0.232,0.07,0.317,0.4565,4
471,2018,Aledmys Diaz,TOR,130,452,111,26,0.234234234,0.412,0.335,0.181,0.396,0.47,0.308,0.223,0.063,0.393,0.466,2.5
472,2018,Jose Abreu,CHW,128,553,132,36,0.272727273,0.346,0.39,0.212,0.35,0.391,0.399,0.21,0.088,0.452,0.4755,3.1
473,2015,Brian Dozier,MIN,157,704,148,39,0.263513514,0.441,0.421,0.226,0.365,0.602,0.242,0.156,0.055,0.311,0.4625,5.6
474,2018,Yadier Molina,STL,123,503,120,20,0.166666667,0.369,0.495,0.241,0.324,0.496,0.293,0.211,0.053,0.336,0.47,1
475,2019,Maikel Franco,PHI,123,428,91,17,0.186813187,0.402,0.421,0.166,0.331,0.465,0.302,0.233,0.066,0.384,0.467,6
476,2015,Stephen Drew,NYY,131,428,77,16,0.207792208,0.466,0.357,0.157,0.325,0.47,0.332,0.197,0.028,0.254,0.4675,1.3
477,2019,DJ LeMahieu,NYY,145,655,197,33,0.16751269,0.262,0.462,0.237,0.289,0.279,0.385,0.337,0.07,0.476,0.458,3.7
478,2016,Maikel Franco,PHI,152,630,148,23,0.155405405,0.355,0.381,0.2,0.349,0.455,0.347,0.198,0.063,0.407,0.463,2.6
479,2018,Xander Bogaerts,BOS,136,580,148,45,0.304054054,0.356,0.341,0.212,0.381,0.434,0.348,0.218,0.094,0.415,0.46,5.8
480,2021,Buster Posey,SFG,113,454,120,23,0.191666667,0.284,0.287,0.252,0.361,0.348,0.419,0.232,0.081,0.39,0.422,8.1
481,2015,C.J. Cron,LAA,113,404,99,17,0.171717172,0.371,0.44,0.184,0.313,0.338,0.388,0.274,0.08,0.353,0.468,2.9
482,2016,Carlos Gonzalez,COL,150,632,174,42,0.24137931,0.325,0.545,0.213,0.299,0.371,0.375,0.254,0.083,0.41,0.4515,5.5
483,2018,Cody Bellinger,LAD,162,632,145,28,0.193103448,0.402,0.374,0.199,0.332,0.452,0.32,0.227,0.086,0.381,0.4505,4.4
484,2018,J.T. Realmuto,MIA,125,531,132,30,0.227272727,0.374,0.462,0.228,0.375,0.451,0.353,0.196,0.082,0.406,0.4655,1.5
485,2018,Scott Schebler,CIN,107,430,97,19,0.195876289,0.297,0.424,0.216,0.324,0.449,0.346,0.205,0.102,0.424,0.4755,4.4
486,2019,Evan Longoria,SFG,129,508,115,19,0.165217391,0.373,0.404,0.217,0.318,0.393,0.399,0.208,0.066,0.408,0.464,3.4
487,2019,Yasiel Puig,- - -,149,611,148,30,0.202702703,0.407,0.468,0.212,0.328,0.362,0.343,0.296,0.085,0.383,0.469,3.9
488,2019,Starling Marte,PIT,132,586,159,31,0.194968553,0.282,0.463,0.214,0.318,0.397,0.35,0.253,0.08,0.379,0.4625,3.2
489,2021,Corey Seager,LAD,95,409,108,22,0.203703704,0.334,0.371,0.207,0.358,0.372,0.379,0.248,0.124,0.49,0.4725,2.1
490,2017,Nick Castellanos,DET,157,665,167,36,0.215568862,0.382,0.378,0.245,0.389,0.386,0.348,0.266,0.092,0.417,0.471,3.5
491,2019,Freddy Galvis,- - -,147,589,145,28,0.193103448,0.387,0.514,0.209,0.32,0.429,0.304,0.267,0.043,0.364,0.456,4.7
492,2017,Mitch Haniger,SEA,96,410,104,25,0.240384615,0.367,0.552,0.193,0.302,0.451,0.336,0.213,0.058,0.354,0.466,4.3
493,2019,Ji-Man Choi,TBR,127,487,107,20,0.186915888,0.347,0.388,0.237,0.345,0.372,0.388,0.239,0.094,0.427,0.449,4.7
494,2016,George Springer,HOU,162,744,168,29,0.172619048,0.315,0.374,0.203,0.312,0.39,0.383,0.227,0.101,0.379,0.472,4.7
495,2018,Matt Chapman,OAK,145,616,152,42,0.276315789,0.393,0.435,0.204,0.369,0.404,0.35,0.246,0.082,0.476,0.49,4.2
496,2019,Robinson Chirinos,HOU,114,437,87,22,0.252873563,0.395,0.345,0.255,0.358,0.476,0.315,0.21,0.069,0.363,0.454,1.8
497,2018,Asdrubal Cabrera,- - -,147,592,143,36,0.251748252,0.388,0.593,0.191,0.318,0.478,0.324,0.198,0.068,0.389,0.463,4.7
498,2021,Lourdes Gurriel Jr.,TOR,141,541,138,28,0.202898551,0.34,0.374,0.208,0.371,0.393,0.341,0.267,0.096,0.427,0.462,4.3
499,2015,Torii Hunter,MIN,139,567,125,22,0.176,0.343,0.353,0.173,0.389,0.409,0.359,0.233,0.048,0.347,0.461,3.3
500,2017,Daniel Murphy,WSN,144,593,172,43,0.25,0.389,0.505,0.276,0.313,0.391,0.363,0.246,0.041,0.417,0.466,2.7
501,2021,Max Kepler,MIN,121,490,90,21,0.233333333,0.443,0.51,0.186,0.309,0.425,0.35,0.225,0.108,0.425,0.476,3.1
502,2018,Paul DeJong,STL,115,490,105,25,0.238095238,0.44,0.326,0.242,0.365,0.456,0.283,0.261,0.085,0.401,0.467,3.1
503,2019,Jorge Alfaro,MIA,130,465,113,14,0.123893805,0.254,0.483,0.219,0.336,0.323,0.369,0.308,0.108,0.448,0.462,2
504,2017,Justin Turner,LAD,130,543,147,32,0.217687075,0.478,0.418,0.208,0.283,0.367,0.389,0.244,0.076,0.381,0.4705,5.1
505,2016,Jonathan Schoop,BAL,162,647,164,38,0.231707317,0.349,0.375,0.198,0.44,0.447,0.31,0.243,0.062,0.353,0.454,5
506,2019,Jurickson Profar,OAK,139,518,100,24,0.24,0.37,0.462,0.217,0.351,0.499,0.276,0.225,0.062,0.305,0.459,5.1
507,2021,Ryan McMahon,COL,151,596,134,32,0.23880597,0.375,0.59,0.24,0.254,0.306,0.368,0.326,0.073,0.433,0.46,4
508,2017,Maikel Franco,PHI,154,623,132,29,0.21969697,0.367,0.485,0.179,0.279,0.462,0.32,0.219,0.054,0.363,0.4655,5.9
509,2019,Brian Anderson,MIA,126,520,120,33,0.275,0.353,0.456,0.193,0.278,0.382,0.328,0.29,0.078,0.46,0.4585,3.2
510,2015,Mike Napoli,- - -,133,469,91,20,0.21978022,0.421,0.358,0.155,0.323,0.393,0.359,0.248,0.076,0.39,0.4715,2.4
511,2016,Bryce Harper,WSN,147,627,123,24,0.195121951,0.424,0.429,0.172,0.318,0.393,0.343,0.263,0.073,0.358,0.4635,4.6
512,2017,Tim Beckham,- - -,137,575,148,18,0.121621622,0.295,0.468,0.218,0.361,0.457,0.332,0.212,0.082,0.397,0.4715,4.4
513,2021,Anthony Rizzo,- - -,141,576,123,23,0.18699187,0.397,0.562,0.194,0.278,0.473,0.309,0.217,0.077,0.408,0.4545,6.2
514,2017,Mitch Moreland,BOS,149,576,125,34,0.272,0.362,0.485,0.204,0.296,0.372,0.361,0.267,0.112,0.364,0.4745,1.7
515,2016,Cameron Rupp,PHI,105,419,98,26,0.265306122,0.344,0.472,0.174,0.326,0.333,0.384,0.283,0.087,0.467,0.4745,2.1
516,2021,Francisco Lindor,NYM,125,524,104,16,0.153846154,0.42,0.363,0.186,0.381,0.427,0.34,0.233,0.082,0.441,0.455,2.3
517,2018,Albert Pujols,LAA,117,498,114,20,0.175438596,0.375,0.363,0.223,0.363,0.469,0.352,0.179,0.057,0.407,0.468,1.9
518,2017,Mark Trumbo,BAL,146,603,131,22,0.167938931,0.406,0.384,0.161,0.321,0.387,0.399,0.214,0.063,0.375,0.4705,5.5
519,2021,Xander Bogaerts,BOS,144,603,156,34,0.217948718,0.374,0.4,0.227,0.342,0.456,0.312,0.232,0.097,0.43,0.4425,2.5
520,2018,Todd Frazier,NYM,115,472,87,18,0.206896552,0.457,0.458,0.188,0.275,0.497,0.303,0.201,0.063,0.365,0.4625,6.4
521,2015,Curtis Granderson,NYM,157,682,150,33,0.22,0.421,0.496,0.271,0.313,0.483,0.305,0.212,0.076,0.4,0.484,4.4
522,2018,Mitch Haniger,SEA,157,683,170,38,0.223529412,0.363,0.347,0.213,0.306,0.448,0.367,0.185,0.09,0.429,0.4365,5.7
523,2016,Max Kepler,MIN,113,447,93,20,0.215053763,0.365,0.484,0.163,0.355,0.443,0.356,0.201,0.036,0.375,0.4705,3.6
524,2019,Scott Kingery,PHI,126,500,118,34,0.288135593,0.399,0.432,0.262,0.332,0.471,0.325,0.204,0.073,0.389,0.4685,0.9
525,2015,Salvador Perez,KCR,142,553,138,25,0.18115942,0.374,0.512,0.207,0.288,0.43,0.372,0.198,0.046,0.322,0.4545,1.7
526,2018,Nick Williams,PHI,140,448,104,12,0.115384615,0.319,0.433,0.244,0.329,0.348,0.402,0.25,0.068,0.372,0.459,2.9
527,2021,Sean Murphy,OAK,119,448,85,23,0.270588235,0.408,0.36,0.199,0.341,0.45,0.337,0.213,0.113,0.422,0.4505,2.8
528,2015,Kole Calhoun,LAA,159,686,161,23,0.142857143,0.354,0.447,0.228,0.326,0.426,0.343,0.231,0.064,0.322,0.4595,3.4
529,2015,Kyle Seager,SEA,161,686,166,37,0.222891566,0.408,0.478,0.24,0.326,0.444,0.318,0.238,0.068,0.346,0.4545,2.6
530,2016,Corey Seager,LAD,157,687,193,40,0.207253886,0.293,0.447,0.244,0.334,0.371,0.343,0.286,0.077,0.438,0.4745,4.1
531,2016,Marcell Ozuna,MIA,148,608,148,23,0.155405405,0.365,0.494,0.195,0.315,0.377,0.392,0.231,0.076,0.419,0.481,1.1
532,2019,James McCann,CHW,118,476,120,26,0.216666667,0.321,0.541,0.235,0.282,0.376,0.32,0.304,0.083,0.442,0.4855,3.2
533,2019,Avisail Garcia,TBR,125,530,138,25,0.18115942,0.316,0.528,0.223,0.333,0.422,0.365,0.213,0.106,0.403,0.4365,3.9
534,2018,Trey Mancini,BAL,156,636,141,23,0.163120567,0.265,0.551,0.189,0.27,0.38,0.357,0.263,0.106,0.422,0.4735,7
535,2018,Anthony Rizzo,CHC,153,665,160,29,0.18125,0.373,0.296,0.247,0.375,0.453,0.345,0.202,0.059,0.404,0.483,5.6
536,2015,Steven Souza Jr.,TBR,110,426,84,15,0.178571429,0.347,0.409,0.2,0.314,0.459,0.342,0.199,0.095,0.39,0.458,3.1
537,2015,Yasmani Grandal,LAD,115,426,83,12,0.144578313,0.373,0.519,0.171,0.365,0.371,0.397,0.232,0.086,0.423,0.457,2
538,2015,Eric Hosmer,KCR,158,667,178,33,0.185393258,0.244,0.432,0.236,0.303,0.368,0.345,0.287,0.067,0.406,0.4705,4.9
539,2016,Gregory Polanco,PIT,144,587,136,34,0.25,0.371,0.434,0.24,0.349,0.492,0.282,0.227,0.058,0.398,0.4655,2.6
540,2015,Brandon Crawford,SFG,143,561,130,33,0.253846154,0.335,0.464,0.188,0.323,0.398,0.375,0.227,0.082,0.426,0.4765,4.5
541,2015,Freddie Freeman,ATL,118,481,115,27,0.234782609,0.356,0.342,0.278,0.331,0.419,0.334,0.247,0.103,0.447,0.463,3.8
542,2021,Joc Pederson,- - -,137,481,102,19,0.18627451,0.419,0.488,0.188,0.348,0.353,0.41,0.237,0.101,0.476,0.4815,3.4
543,2018,Ronald Guzman,TEX,123,428,91,18,0.197802198,0.375,0.403,0.217,0.336,0.378,0.352,0.27,0.06,0.33,0.451,2
544,2016,Russell Martin,TOR,137,535,105,16,0.152380952,0.356,0.388,0.179,0.406,0.374,0.367,0.259,0.089,0.399,0.462,3.4
545,2018,Nomar Mazara,TEX,128,536,126,25,0.198412698,0.266,0.363,0.184,0.33,0.38,0.367,0.253,0.08,0.431,0.471,2.5
546,2017,Eric Hosmer,KCR,162,671,192,31,0.161458333,0.222,0.383,0.222,0.369,0.313,0.357,0.329,0.062,0.389,0.471,3.4
547,2015,Miguel Montero,CHC,113,403,86,11,0.127906977,0.34,0.44,0.255,0.329,0.372,0.381,0.247,0.081,0.352,0.4615,4.2
548,2019,Cavan Biggio,TOR,100,430,83,17,0.204819277,0.47,0.443,0.276,0.326,0.494,0.326,0.18,0.077,0.397,0.45,6.9
549,2021,Bryan Reynolds,PIT,159,646,169,35,0.207100592,0.355,0.462,0.256,0.314,0.422,0.341,0.237,0.104,0.408,0.451,3.4
