,Season,Name,Team,G,PA,ISO,FB%,GB%,LD%,SweetSpot%,HR/FB,Barrel%,HardHit%,LDFB_EV,Pull%,Cent%,Oppo%,,HR,AB,Spd
349,2019,Yasmani Grandal,MIL,153,632,0.222,0.38,0.493,0.229,0.375,0.196,0.103,0.412,0.475,0.398,0.32,0.227,,28,513,6.3
350,2016,Victor Martinez,DET,154,610,0.186,0.393,0.549,0.234,0.378,0.148,0.073,0.416,0.4695,0.446,0.309,0.29,,27,553,3.1
351,2015,Anthony Rizzo,CHC,160,701,0.234,0.436,0.361,0.218,0.357,0.146,0.074,0.385,0.468,0.432,0.348,0.219,,31,586,4.9
352,2015,Hanley Ramirez,BOS,105,430,0.177,0.296,0.269,0.204,0.284,0.192,0.069,0.416,0.4755,0.371,0.326,0.18,,19,401,6.4
353,2019,Marcus Semien,OAK,162,747,0.237,0.389,0.336,0.2,0.34,0.153,0.074,0.376,0.4665,0.441,0.315,0.245,,33,657,5.1
354,2021,J.D. Martinez,BOS,148,634,0.232,0.419,0.394,0.238,0.412,0.157,0.124,0.493,0.4765,0.348,0.328,0.243,,28,570,4.6
355,2019,Christian Vazquez,BOS,138,521,0.201,0.377,0.431,0.23,0.375,0.16,0.052,0.393,0.464,0.362,0.336,0.255,,23,482,2.4
356,2019,Gio Urshela,NYY,132,476,0.219,0.334,0.545,0.253,0.365,0.175,0.064,0.409,0.471,0.393,0.32,0.304,,21,442,3.8
357,2016,Jonathan Lucroy,- - -,142,544,0.208,0.387,0.494,0.242,0.376,0.158,0.069,0.348,0.457,0.351,0.379,0.332,,24,490,7.7
358,2021,Justin Turner,LAD,151,612,0.193,0.438,0.484,0.213,0.365,0.14,0.079,0.422,0.4665,0.345,0.349,0.333,,27,533,6
359,2016,Troy Tulowitzki,TOR,131,544,0.189,0.403,0.511,0.192,0.337,0.151,0.094,0.405,0.4695,0.453,0.309,0.281,,24,492,3.9
360,2018,Mike Moustakas,- - -,152,635,0.208,0.463,0.387,0.197,0.313,0.128,0.082,0.391,0.4645,0.426,0.352,0.229,,28,573,4.4
361,2019,Anthony Rizzo,CHC,146,613,0.227,0.319,0.546,0.253,0.368,0.199,0.065,0.368,0.4625,0.429,0.355,0.28,,27,512,2.7
362,2015,Ryan Braun,MIL,140,568,0.213,0.31,0.416,0.193,0.317,0.205,0.096,0.461,0.4795,0.307,0.271,0.217,,25,506,3.4
363,2019,Justin Smoak,TOR,121,500,0.198,0.427,0.378,0.207,0.375,0.167,0.11,0.398,0.4685,0.479,0.375,0.247,,22,414,3.3
364,2017,Michael A. Taylor,WSN,118,432,0.216,0.367,0.62,0.205,0.351,0.2,0.098,0.377,0.4715,0.468,0.332,0.317,,19,399,3.8
365,2018,Alex Bregman,HOU,157,705,0.246,0.434,0.417,0.219,0.379,0.14,0.074,0.398,0.4675,0.484,0.37,0.24,,31,594,3.8
366,2018,Matt Olson,OAK,162,660,0.207,0.431,0.519,0.211,0.351,0.161,0.115,0.52,0.487,0.42,0.353,0.247,,29,580,6.1
367,2018,Michael Conforto,NYM,153,638,0.204,0.366,0.409,0.196,0.363,0.197,0.085,0.366,0.4675,0.43,0.375,0.224,,28,543,4.6
368,2017,Didi Gregorius,NYY,136,570,0.191,0.438,0.442,0.2,0.355,0.121,0.032,0.208,0.4425,0.403,0.374,0.223,,25,534,2.7
369,2016,Corey Dickerson,TBR,148,548,0.224,0.45,0.549,0.175,0.341,0.141,0.095,0.38,0.4645,0.325,0.327,0.173,,24,510,4.2
370,2021,Manny Machado,SDP,153,640,0.211,0.407,0.325,0.203,0.338,0.146,0.133,0.52,0.484,0.427,0.356,0.277,,28,564,2.4
371,2016,Mitch Moreland,TEX,147,503,0.189,0.374,0.446,0.211,0.336,0.172,0.096,0.395,0.4745,0.447,0.346,0.227,,22,460,1.6
372,2021,Ozzie Albies,ATL,156,686,0.229,0.485,0.403,0.201,0.37,0.122,0.093,0.368,0.4615,0.435,0.33,0.219,,30,629,3.4
373,2021,Brandon Crawford,SFG,138,549,0.224,0.414,0.283,0.188,0.358,0.152,0.115,0.431,0.4735,0.368,0.365,0.256,,24,483,5.9
374,2017,Kris Bryant,CHC,151,665,0.242,0.424,0.326,0.199,0.351,0.16,0.089,0.37,0.4615,0.412,0.368,0.239,,29,549,3.8
375,2015,Adrian Gonzalez,LAD,156,643,0.205,0.367,0.403,0.26,0.407,0.164,0.077,0.372,0.4665,0.403,0.334,0.263,,28,571,1.2
376,2021,Willson Contreras,CHC,128,483,0.201,0.337,0.465,0.161,0.301,0.223,0.111,0.484,0.48,0.409,0.373,0.187,,21,413,2.9
377,2016,Marcus Semien,OAK,159,621,0.197,0.429,0.483,0.177,0.318,0.147,0.063,0.348,0.4645,0.425,0.355,0.22,,27,568,4.4
378,2016,Justin Turner,LAD,151,622,0.218,0.4,0.438,0.239,0.374,0.148,0.081,0.409,0.466,0.352,0.423,0.195,,27,556,3.8
379,2021,Matt Chapman,OAK,151,622,0.193,0.518,0.383,0.146,0.321,0.155,0.137,0.417,0.47,0.408,0.34,0.295,,27,529,5.7
380,2017,Tommy Pham,STL,128,530,0.214,0.261,0.342,0.222,0.343,0.267,0.096,0.434,0.473,0.367,0.365,0.213,,23,444,4.4
381,2021,Trea Turner,- - -,148,646,0.208,0.337,0.396,0.211,0.346,0.17,0.074,0.46,0.463,0.376,0.341,0.237,,28,595,5.1
382,2019,Ryan Braun,MIL,144,508,0.22,0.304,0.486,0.192,0.333,0.204,0.086,0.443,0.478,0.412,0.381,0.219,,22,459,5.3
383,2017,Trevor Story,COL,145,555,0.219,0.479,0.367,0.184,0.371,0.162,0.093,0.383,0.469,0.383,0.334,0.285,,24,503,5.4
384,2017,Keon Broxton,MIL,143,463,0.2,0.346,0.507,0.203,0.39,0.244,0.108,0.349,0.464,0.365,0.308,0.237,,20,414,6.4
385,2017,Austin Hedges,SDP,120,417,0.183,0.457,0.399,0.177,0.29,0.149,0.063,0.338,0.465,0.39,0.399,0.315,,18,387,3.6
386,2016,Adam Jones,BAL,152,672,0.171,0.406,0.339,0.165,0.318,0.141,0.07,0.349,0.463,0.404,0.326,0.256,,29,619,3.7
387,2019,Khris Davis,OAK,133,533,0.166,0.374,0.429,0.205,0.315,0.183,0.089,0.395,0.476,0.404,0.318,0.255,,23,481,4.9
388,2021,Jesus Aguilar,MIA,131,510,0.198,0.466,0.429,0.204,0.347,0.13,0.084,0.405,0.4625,0.449,0.359,0.276,,22,449,3.6
389,2017,Andrew McCutchen,PIT,156,650,0.207,0.374,0.421,0.219,0.337,0.164,0.068,0.383,0.467,0.427,0.368,0.206,,28,570,4.3
390,2016,Michael Saunders,TOR,140,558,0.224,0.368,0.329,0.225,0.332,0.195,0.074,0.445,0.471,0.412,0.392,0.209,,24,490,2.9
391,2018,Gregory Polanco,PIT,130,535,0.245,0.48,0.44,0.187,0.336,0.138,0.09,0.373,0.468,0.457,0.321,0.232,,23,461,5.9
392,2016,Daniel Murphy,WSN,142,582,0.249,0.419,0.424,0.218,0.363,0.124,0.083,0.413,0.4655,0.413,0.364,0.249,,25,531,4.3
393,2017,Corey Dickerson,TBR,150,629,0.207,0.358,0.447,0.224,0.356,0.172,0.068,0.317,0.4555,0.342,0.368,0.29,,27,588,4
394,2018,Rafael Devers,BOS,121,490,0.193,0.386,0.349,0.152,0.302,0.165,0.076,0.417,0.476,0.372,0.35,0.225,,21,450,6.1
395,2016,Joey Votto,CIN,158,677,0.225,0.297,0.526,0.273,0.405,0.22,0.083,0.39,0.468,0.369,0.32,0.252,,29,556,3.8
396,2021,Kris Bryant,- - -,144,586,0.216,0.392,0.382,0.234,0.371,0.168,0.103,0.397,0.464,0.413,0.352,0.314,,25,513,5.3
397,2016,Mike Trout,LAA,159,681,0.235,0.367,0.378,0.221,0.376,0.19,0.134,0.4,0.4715,0.405,0.329,0.266,,29,549,6.6
398,2016,J.D. Martinez,DET,120,517,0.228,0.362,0.381,0.214,0.38,0.18,0.122,0.46,0.481,0.404,0.344,0.257,,22,460,2.7
399,2016,Jose Bautista,TOR,116,517,0.217,0.417,0.572,0.188,0.355,0.163,0.08,0.457,0.4445,0.528,0.401,0.215,,22,423,5.6
400,2016,Mookie Betts,BOS,158,730,0.216,0.394,0.427,0.193,0.317,0.132,0.047,0.397,0.463,0.397,0.351,0.252,,31,672,6.4
401,2019,Jose Ramirez,CLE,129,542,0.224,0.465,0.38,0.206,0.35,0.12,0.06,0.357,0.4515,0.488,0.351,0.233,,23,482,5.5
402,2019,Shohei Ohtani,LAA,106,425,0.219,0.245,0.491,0.259,0.317,0.265,0.114,0.468,0.485,0.309,0.386,0.213,,18,384,2.4
403,2015,Marlon Byrd,- - -,135,544,0.206,0.363,0.373,0.213,0.339,0.173,0.079,0.311,0.463,0.41,0.375,0.209,,23,506,3.2
404,2018,Robinson Chirinos,TEX,113,426,0.197,0.489,0.487,0.213,0.365,0.167,0.104,0.392,0.4665,0.495,0.395,0.253,,18,360,2.2
405,2019,Albert Pujols,LAA,131,545,0.185,0.387,0.338,0.153,0.265,0.138,0.053,0.36,0.461,0.527,0.306,0.167,,23,491,2.4
406,2019,J.T. Realmuto,PHI,145,593,0.217,0.376,0.411,0.234,0.35,0.157,0.066,0.41,0.472,0.442,0.317,0.241,,25,538,5.5
407,2015,Matt Carpenter,STL,154,665,0.233,0.417,0.471,0.285,0.424,0.158,0.091,0.361,0.4575,0.393,0.348,0.266,,28,574,4.6
408,2018,Justin Smoak,TOR,147,594,0.216,0.426,0.37,0.179,0.369,0.167,0.108,0.418,0.472,0.491,0.343,0.225,,25,505,5.9
409,2019,Todd Frazier,NYM,133,499,0.192,0.432,0.484,0.218,0.346,0.143,0.067,0.378,0.46,0.499,0.331,0.259,,21,447,5.1
410,2017,Eduardo Escobar,MIN,129,499,0.195,0.453,0.439,0.21,0.372,0.128,0.074,0.309,0.453,0.41,0.367,0.167,,21,457,1.9
411,2016,Wilson Ramos,WSN,131,523,0.189,0.253,0.313,0.204,0.327,0.214,0.066,0.43,0.48,0.383,0.328,0.246,,22,482,3.3
412,2018,Teoscar Hernandez,TOR,134,523,0.229,0.437,0.449,0.199,0.348,0.159,0.149,0.459,0.4885,0.377,0.361,0.263,,22,476,5.5
413,2021,Bo Bichette,TOR,159,690,0.186,0.304,0.384,0.205,0.335,0.188,0.099,0.475,0.473,0.294,0.336,0.248,,29,640,3.3
414,2015,Justin Upton,SDP,150,620,0.203,0.441,0.411,0.173,0.286,0.152,0.095,0.391,0.4665,0.394,0.369,0.233,,26,542,3.6
415,2017,Josh Bell,PIT,159,620,0.211,0.312,0.44,0.177,0.322,0.191,0.06,0.339,0.488,0.415,0.363,0.259,,26,549,3.7
416,2018,Jonathan Schoop,- - -,131,501,0.184,0.366,0.507,0.183,0.309,0.159,0.041,0.306,0.45,0.433,0.351,0.27,,21,473,5.7
417,2021,Tyler Naquin,CIN,127,454,0.207,0.325,0.527,0.209,0.312,0.194,0.104,0.416,0.4665,0.451,0.329,0.348,,19,411,5.7
418,2021,Mookie Betts,LAD,122,550,0.223,0.434,0.466,0.216,0.34,0.138,0.078,0.413,0.4665,0.483,0.329,0.207,,23,466,6.7
419,2015,Joey Votto,CIN,158,695,0.228,0.328,0.425,0.25,0.425,0.216,0.095,0.425,0.4735,0.371,0.368,0.257,,29,545,4.3
420,2018,Charlie Blackmon,COL,156,696,0.211,0.334,0.34,0.232,0.349,0.177,0.059,0.352,0.456,0.408,0.321,0.222,,29,626,3.8
421,2017,Hanley Ramirez,BOS,133,553,0.188,0.371,0.428,0.211,0.35,0.163,0.095,0.384,0.467,0.426,0.35,0.224,,23,496,1.5
422,2021,Austin Hays,BAL,131,529,0.205,0.385,0.449,0.183,0.322,0.15,0.091,0.39,0.4645,0.426,0.332,0.242,,22,488,4.8
423,2017,Jedd Gyorko,STL,125,481,0.2,0.393,0.409,0.201,0.323,0.155,0.076,0.308,0.463,0.43,0.339,0.198,,20,426,4.3
424,2017,Kyle Seager,SEA,154,650,0.201,0.516,0.497,0.171,0.352,0.112,0.082,0.335,0.4605,0.401,0.345,0.238,,27,578,5.4
425,2018,Matt Kemp,LAD,146,506,0.19,0.381,0.495,0.268,0.421,0.156,0.105,0.379,0.471,0.421,0.329,0.225,,21,462,5
426,2019,Brian Dozier,WSN,135,482,0.192,0.441,0.336,0.206,0.321,0.146,0.064,0.353,0.4645,0.542,0.395,0.271,,20,416,4.8
427,2019,Ian Desmond,COL,140,482,0.223,0.305,0.456,0.225,0.324,0.202,0.098,0.425,0.468,0.349,0.333,0.28,,20,443,1.3
428,2016,Wil Myers,SDP,157,676,0.202,0.339,0.372,0.214,0.367,0.187,0.07,0.392,0.4635,0.383,0.378,0.239,,28,599,6.3
429,2019,Domingo Santana,SEA,121,507,0.188,0.308,0.455,0.266,0.401,0.236,0.12,0.405,0.4735,0.394,0.359,0.259,,21,451,4
430,2018,Mark Canha,OAK,122,411,0.2,0.401,0.49,0.219,0.366,0.152,0.086,0.344,0.4635,0.448,0.306,0.253,,17,365,3.7
431,2021,Dansby Swanson,ATL,160,653,0.201,0.403,0.416,0.199,0.366,0.157,0.114,0.424,0.472,0.441,0.322,0.23,,27,588,4.4
432,2017,Anthony Rendon,WSN,147,605,0.232,0.472,0.409,0.188,0.347,0.123,0.058,0.375,0.463,0.407,0.36,0.229,,25,508,1.4
433,2017,Ryon Healy,OAK,149,605,0.181,0.382,0.433,0.191,0.356,0.151,0.073,0.401,0.466,0.411,0.368,0.238,,25,576,2.6
434,2021,Wilmer Flores,SFG,139,436,0.185,0.411,0.418,0.214,0.327,0.13,0.06,0.354,0.4635,0.449,0.335,0.241,,18,389,1.7
435,2017,Tommy Joseph,PHI,142,533,0.192,0.39,0.4,0.192,0.309,0.153,0.07,0.401,0.471,0.442,0.335,0.231,,22,495,2.2
436,2016,Ian Kinsler,DET,153,679,0.196,0.445,0.488,0.239,0.374,0.125,0.036,0.308,0.4525,0.441,0.363,0.251,,28,618,2.3
437,2019,Luke Voit,NYY,118,510,0.2,0.347,0.418,0.257,0.385,0.21,0.132,0.41,0.477,0.479,0.331,0.22,,21,429,0.7
438,2017,Eugenio Suarez,CIN,156,632,0.2,0.371,0.488,0.24,0.39,0.179,0.064,0.319,0.458,0.427,0.302,0.271,,26,534,3.1
439,2019,Rhys Hoskins,PHI,160,705,0.228,0.504,0.508,0.206,0.31,0.143,0.084,0.385,0.47,0.474,0.391,0.292,,29,570,2.1
440,2021,Anthony Santander,BAL,110,438,0.192,0.434,0.448,0.227,0.345,0.134,0.084,0.432,0.471,0.429,0.361,0.293,,18,406,5.6
441,2019,Mookie Betts,BOS,150,706,0.229,0.438,0.388,0.248,0.392,0.131,0.093,0.469,0.471,0.436,0.319,0.374,,29,597,5.9
442,2017,Trey Mancini,BAL,147,586,0.195,0.297,0.337,0.194,0.309,0.198,0.093,0.404,0.4755,0.375,0.366,0.221,,24,543,4.8
443,2017,Adam Jones,BAL,147,635,0.181,0.343,0.333,0.209,0.336,0.157,0.057,0.303,0.457,0.414,0.357,0.257,,26,597,4
444,2016,Jackie Bradley Jr.,BOS,156,636,0.219,0.344,0.381,0.184,0.29,0.181,0.079,0.398,0.4725,0.46,0.343,0.198,,26,558,5.9
445,2017,Matt Kemp,ATL,115,467,0.187,0.282,0.499,0.232,0.391,0.198,0.085,0.381,0.468,0.391,0.37,0.25,,19,438,5.8
446,2019,Nick Castellanos,- - -,151,664,0.236,0.396,0.243,0.227,0.398,0.144,0.101,0.413,0.4695,0.408,0.395,0.242,,27,615,3.2
447,2016,Brian McCann,NYY,130,492,0.17,0.441,0.407,0.215,0.319,0.137,0.054,0.358,0.4605,0.5,0.352,0.293,,20,429,3.7
448,2021,Carlos Correa,HOU,148,640,0.205,0.348,0.315,0.236,0.335,0.168,0.094,0.425,0.47,0.367,0.348,0.226,,26,555,1.8
449,2019,Jeff McNeil,NYM,133,567,0.214,0.347,0.46,0.221,0.342,0.154,0.044,0.367,0.461,0.463,0.392,0.265,,23,510,4.8
450,2018,Eddie Rosario,MIN,138,592,0.191,0.441,0.326,0.203,0.325,0.12,0.072,0.332,0.463,0.434,0.324,0.198,,24,559,1.8
451,2019,Nomar Mazara,TEX,116,469,0.2,0.327,0.412,0.205,0.339,0.178,0.095,0.388,0.4695,0.346,0.361,0.29,,19,429,2.2
452,2016,Asdrubal Cabrera,NYM,141,568,0.194,0.396,0.348,0.229,0.364,0.14,0.048,0.331,0.4615,0.512,0.4,0.236,,23,521,2.8
453,2015,Mark Trumbo,- - -,142,545,0.187,0.403,0.378,0.18,0.31,0.145,0.088,0.427,0.4725,0.371,0.321,0.263,,22,508,5.3
454,2021,Randal Grichuk,TOR,149,545,0.182,0.434,0.326,0.17,0.304,0.126,0.085,0.411,0.4675,0.392,0.345,0.245,,22,511,3.7
455,2021,Luis Urias,MIL,150,570,0.196,0.379,0.401,0.207,0.349,0.161,0.092,0.396,0.467,0.466,0.347,0.188,,23,490,3.8
456,2021,Trevor Story,COL,142,595,0.221,0.441,0.463,0.189,0.342,0.139,0.099,0.426,0.4705,0.372,0.345,0.293,,24,526,2.7
457,2018,Matt Davidson,CHW,126,496,0.191,0.401,0.515,0.188,0.36,0.183,0.118,0.423,0.479,0.386,0.33,0.199,,20,434,1.6
458,2016,Salvador Perez,KCR,139,546,0.191,0.471,0.446,0.184,0.295,0.118,0.058,0.373,0.4625,0.474,0.304,0.216,,22,514,5.3
459,2017,Jorge Bonifacio,KCR,113,422,0.177,0.348,0.361,0.258,0.375,0.183,0.086,0.39,0.4595,0.356,0.363,0.18,,17,384,1.5
460,2016,Nick Castellanos,DET,110,447,0.212,0.43,0.458,0.256,0.482,0.137,0.121,0.384,0.4705,0.39,0.356,0.201,,18,411,4.4
461,2018,Anthony Rendon,WSN,136,597,0.227,0.436,0.385,0.238,0.398,0.121,0.095,0.446,0.4685,0.402,0.327,0.27,,24,529,3.2
462,2018,Yonder Alonso,CLE,145,574,0.171,0.401,0.496,0.217,0.369,0.145,0.093,0.367,0.4625,0.437,0.31,0.218,,23,516,1.7
463,2015,Jay Bruce,CIN,157,649,0.209,0.442,0.362,0.187,0.342,0.133,0.079,0.374,0.4645,0.468,0.319,0.259,,26,580,4.1
464,2015,Kris Bryant,CHC,151,650,0.213,0.452,0.384,0.205,0.337,0.158,0.107,0.447,0.4745,0.416,0.352,0.247,,26,559,2.2
465,2017,Ryan Braun,MIL,104,425,0.218,0.319,0.37,0.189,0.308,0.173,0.075,0.435,0.48,0.386,0.371,0.296,,17,380,3
466,2016,Danny Espinosa,WSN,157,601,0.169,0.431,0.437,0.182,0.263,0.171,0.082,0.334,0.474,0.527,0.328,0.246,,24,516,4.9
467,2018,Justin Bour,- - -,141,501,0.177,0.363,0.458,0.19,0.334,0.183,0.103,0.387,0.478,0.417,0.354,0.28,,20,423,5.6
468,2017,Brandon Belt,SFG,104,451,0.228,0.469,0.439,0.234,0.348,0.141,0.111,0.405,0.4695,0.394,0.376,0.229,,18,382,4.2
469,2017,Carlos Gomez,TEX,105,426,0.207,0.403,0.395,0.206,0.373,0.173,0.076,0.353,0.456,0.373,0.365,0.286,,17,368,3.9
470,2021,Harrison Bader,STL,103,401,0.193,0.412,0.421,0.158,0.271,0.137,0.07,0.317,0.4565,0.444,0.324,0.232,,16,367,4
471,2018,Aledmys Diaz,TOR,130,452,0.19,0.412,0.335,0.181,0.327,0.12,0.063,0.393,0.466,0.47,0.308,0.223,,18,422,2.5
472,2018,Jose Abreu,CHW,128,553,0.208,0.346,0.39,0.212,0.354,0.161,0.088,0.452,0.4755,0.391,0.399,0.21,,22,499,3.1
473,2015,Brian Dozier,MIN,157,704,0.209,0.441,0.421,0.226,0.342,0.131,0.055,0.311,0.4625,0.602,0.242,0.156,,28,628,5.6
474,2018,Yadier Molina,STL,123,503,0.174,0.369,0.495,0.241,0.376,0.136,0.053,0.336,0.4615,0.496,0.433,0.309,,20,459,1
475,2015,Stephen Drew,NYY,131,428,0.18,0.466,0.421,0.157,0.279,0.116,0.028,0.254,0.4475,0.47,0.372,0.198,,17,383,6
476,2019,Maikel Franco,PHI,123,428,0.175,0.402,0.357,0.166,0.242,0.128,0.066,0.384,0.467,0.465,0.302,0.233,,17,389,1.3
477,2019,DJ LeMahieu,NYY,145,655,0.191,0.262,0.462,0.237,0.352,0.193,0.07,0.476,0.4765,0.279,0.334,0.304,,26,602,3.7
478,2016,Maikel Franco,PHI,152,630,0.172,0.355,0.381,0.2,0.286,0.147,0.063,0.407,0.471,0.455,0.356,0.203,,25,581,2.6
479,2018,Xander Bogaerts,BOS,136,580,0.234,0.356,0.341,0.212,0.329,0.155,0.094,0.415,0.4755,0.434,0.392,0.241,,23,513,5.8
480,2021,Buster Posey,SFG,113,454,0.195,0.284,0.287,0.252,0.384,0.205,0.081,0.39,0.469,0.348,0.42,0.286,,18,395,8.1
481,2015,C.J. Cron,LAA,113,404,0.177,0.371,0.44,0.184,0.321,0.144,0.08,0.353,0.468,0.338,0.388,0.274,,16,378,2.9
482,2016,Carlos Gonzalez,COL,150,632,0.207,0.325,0.545,0.213,0.322,0.169,0.083,0.41,0.4655,0.371,0.408,0.235,,25,584,5.5
483,2018,Cody Bellinger,LAD,162,632,0.21,0.402,0.374,0.199,0.32,0.152,0.086,0.381,0.4775,0.452,0.349,0.249,,25,557,4.4
484,2018,J.T. Realmuto,MIA,125,531,0.208,0.374,0.462,0.228,0.398,0.149,0.082,0.406,0.462,0.451,0.356,0.201,,21,477,1.5
485,2018,Scott Schebler,CIN,107,430,0.184,0.297,0.424,0.216,0.329,0.202,0.102,0.424,0.4705,0.449,0.395,0.234,,17,380,4.4
486,2019,Evan Longoria,SFG,129,508,0.183,0.373,0.404,0.217,0.358,0.155,0.066,0.408,0.466,0.393,0.367,0.269,,20,453,3.4
487,2019,Yasiel Puig,- - -,149,611,0.191,0.407,0.468,0.212,0.3,0.139,0.085,0.383,0.4705,0.362,0.323,0.246,,24,555,3.9
488,2019,Starling Marte,PIT,132,586,0.208,0.282,0.463,0.214,0.308,0.185,0.08,0.379,0.469,0.397,0.324,0.279,,23,539,3.2
489,2021,Corey Seager,LAD,95,409,0.215,0.334,0.371,0.207,0.366,0.165,0.124,0.49,0.4865,0.372,0.393,0.187,,16,353,2.1
490,2017,Nick Castellanos,DET,157,665,0.218,0.382,0.378,0.245,0.428,0.143,0.092,0.417,0.466,0.386,0.335,0.209,,26,614,3.5
491,2019,Freddy Galvis,- - -,147,589,0.178,0.387,0.514,0.209,0.318,0.145,0.043,0.364,0.4565,0.429,0.365,0.217,,23,557,4.7
492,2017,Mitch Haniger,SEA,96,410,0.209,0.367,0.552,0.193,0.368,0.158,0.058,0.354,0.466,0.451,0.336,0.213,,16,369,4.3
493,2019,Ji-Man Choi,TBR,127,487,0.198,0.347,0.388,0.237,0.379,0.178,0.094,0.427,0.4735,0.372,0.329,0.223,,19,410,4.7
494,2016,George Springer,HOU,162,744,0.196,0.315,0.374,0.203,0.321,0.197,0.101,0.379,0.472,0.39,0.383,0.227,,29,644,4.7
495,2018,Matt Chapman,OAK,145,616,0.23,0.393,0.435,0.204,0.305,0.152,0.082,0.476,0.4795,0.404,0.329,0.224,,24,547,4.2
496,2019,Robinson Chirinos,HOU,114,437,0.205,0.395,0.345,0.255,0.351,0.177,0.069,0.363,0.464,0.476,0.404,0.195,,17,366,1.8
497,2018,Asdrubal Cabrera,- - -,147,592,0.196,0.388,0.593,0.191,0.329,0.139,0.068,0.389,0.469,0.478,0.332,0.234,,23,546,4.7
498,2021,Lourdes Gurriel Jr.,TOR,141,541,0.19,0.34,0.374,0.208,0.358,0.153,0.096,0.427,0.4715,0.393,0.348,0.222,,21,500,4.3
499,2015,Torii Hunter,MIN,139,567,0.169,0.343,0.353,0.173,0.285,0.154,0.048,0.347,0.4655,0.409,0.314,0.222,,22,521,3.3
500,2017,Daniel Murphy,WSN,144,593,0.221,0.389,0.505,0.276,0.396,0.128,0.041,0.417,0.464,0.391,0.339,0.221,,23,534,2.7
501,2018,Paul DeJong,STL,115,490,0.193,0.44,0.51,0.242,0.377,0.136,0.085,0.401,0.467,0.456,0.283,0.261,,19,436,3.1
502,2021,Max Kepler,MIN,121,490,0.202,0.443,0.326,0.186,0.353,0.128,0.108,0.425,0.465,0.425,0.366,0.263,,19,426,3.1
503,2019,Jorge Alfaro,MIA,130,465,0.162,0.254,0.483,0.219,0.333,0.254,0.108,0.448,0.482,0.323,0.318,0.306,,18,431,2
504,2017,Justin Turner,LAD,130,543,0.208,0.478,0.418,0.208,0.377,0.108,0.076,0.381,0.461,0.367,0.372,0.212,,21,457,5.1
505,2016,Jonathan Schoop,BAL,162,647,0.187,0.349,0.375,0.198,0.297,0.149,0.062,0.353,0.466,0.447,0.342,0.206,,25,615,5
506,2019,Jurickson Profar,OAK,139,518,0.192,0.37,0.462,0.217,0.297,0.14,0.062,0.305,0.459,0.499,0.276,0.225,,20,459,5.1
507,2021,Ryan McMahon,COL,151,596,0.195,0.375,0.59,0.24,0.402,0.16,0.073,0.433,0.4695,0.306,0.327,0.246,,23,528,4
508,2017,Maikel Franco,PHI,154,623,0.179,0.367,0.485,0.179,0.266,0.135,0.054,0.363,0.468,0.462,0.381,0.244,,24,575,5.9
509,2019,Brian Anderson,MIA,126,520,0.207,0.353,0.456,0.193,0.313,0.163,0.078,0.46,0.473,0.382,0.315,0.213,,20,459,3.2
510,2015,Mike Napoli,- - -,133,469,0.187,0.421,0.358,0.155,0.29,0.148,0.076,0.39,0.4715,0.393,0.359,0.248,,18,407,2.4
511,2016,Bryce Harper,WSN,147,627,0.198,0.424,0.429,0.172,0.301,0.143,0.073,0.358,0.4635,0.393,0.343,0.263,,24,506,4.6
512,2017,Tim Beckham,- - -,137,575,0.176,0.295,0.468,0.218,0.348,0.206,0.082,0.397,0.4715,0.457,0.332,0.212,,22,533,4.4
513,2021,Anthony Rizzo,- - -,141,576,0.192,0.397,0.562,0.194,0.312,0.134,0.077,0.408,0.4655,0.473,0.313,0.229,,22,496,6.2
514,2017,Mitch Moreland,BOS,149,576,0.197,0.362,0.485,0.204,0.349,0.155,0.112,0.364,0.4745,0.372,0.361,0.267,,22,508,1.7
515,2016,Cameron Rupp,PHI,105,419,0.195,0.344,0.472,0.174,0.286,0.168,0.087,0.467,0.4745,0.333,0.384,0.283,,16,389,2.1
516,2021,Francisco Lindor,NYM,125,524,0.181,0.42,0.363,0.186,0.353,0.134,0.082,0.441,0.47,0.427,0.334,0.253,,20,452,2.3
517,2018,Albert Pujols,LAA,117,498,0.166,0.375,0.363,0.223,0.345,0.126,0.057,0.407,0.468,0.469,0.352,0.179,,19,465,1.9
518,2021,Xander Bogaerts,BOS,144,603,0.198,0.374,0.384,0.227,0.364,0.146,0.097,0.43,0.4685,0.456,0.351,0.285,,23,529,5.5
519,2017,Mark Trumbo,BAL,146,603,0.163,0.406,0.4,0.161,0.265,0.138,0.063,0.375,0.4715,0.387,0.399,0.214,,23,559,2.5
520,2018,Todd Frazier,NYM,115,472,0.176,0.457,0.458,0.188,0.316,0.129,0.063,0.365,0.4695,0.497,0.321,0.265,,18,408,6.4
521,2015,Curtis Granderson,NYM,157,682,0.198,0.421,0.496,0.271,0.409,0.143,0.076,0.4,0.4665,0.483,0.378,0.243,,26,580,4.4
522,2018,Mitch Haniger,SEA,157,683,0.208,0.363,0.347,0.213,0.365,0.158,0.09,0.429,0.471,0.448,0.36,0.288,,26,596,5.7
523,2016,Max Kepler,MIN,113,447,0.189,0.365,0.484,0.163,0.301,0.152,0.036,0.375,0.4545,0.443,0.344,0.266,,17,396,3.6
524,2019,Scott Kingery,PHI,126,500,0.216,0.399,0.432,0.262,0.392,0.152,0.073,0.389,0.4675,0.471,0.35,0.172,,19,458,0.9
