,Season,Name,Team,G,PA,H,H/PA,BABIP,LD%,GB%,FB%,IFFB%,SweetSpot%,Barrel%,HardHit%,,HR/FB,Barrel%*10,Pull%,Cent%,Oppo%
320,2018,Eduardo Escobar,- - -,151,631,154,0.244057052,0.308,0.248,0.321,0.431,0.057,0.325,0.078,0.272,,0.119,0.78,0.4,0.339,0.261
321,2017,Whit Merrifield,KCR,145,630,169,0.268253968,0.308,0.218,0.377,0.405,0.074,0.37,0.045,0.294,,0.094,0.45,0.335,0.357,0.308
322,2016,Maikel Franco,PHI,152,630,148,0.234920635,0.271,0.2,0.445,0.355,0.171,0.365,0.063,0.407,,0.147,0.63,0.455,0.347,0.198
323,2018,Kyle Seager,SEA,155,630,129,0.204761905,0.251,0.214,0.339,0.446,0.085,0.286,0.051,0.396,,0.11,0.51,0.441,0.356,0.203
324,2017,George Springer,HOU,140,629,155,0.246422893,0.297,0.179,0.483,0.338,0.087,0.341,0.084,0.427,,0.228,0.84,0.408,0.338,0.254
325,2017,Corey Dickerson,TBR,150,629,166,0.26391097,0.338,0.224,0.418,0.358,0.057,0.311,0.068,0.317,,0.172,0.68,0.342,0.368,0.29
326,2017,Alcides Escobar,KCR,162,629,150,0.238473768,0.291,0.218,0.408,0.374,0.108,0.356,0.02,0.209,,0.032,0.2,0.38,0.335,0.285
327,2019,Ketel Marte,ARI,144,628,187,0.297770701,0.342,0.222,0.431,0.348,0.083,0.313,0.091,0.4,,0.19,0.91,0.437,0.355,0.208
328,2018,Marcell Ozuna,STL,148,628,163,0.25955414,0.309,0.181,0.471,0.349,0.102,0.346,0.092,0.444,,0.139,0.92,0.422,0.353,0.225
329,2015,Kevin Pillar,TOR,159,628,163,0.25955414,0.306,0.219,0.414,0.367,0.177,0.303,0.018,0.259,,0.066,0.18,0.429,0.302,0.269
330,2019,Randal Grichuk,TOR,151,628,136,0.21656051,0.266,0.188,0.391,0.421,0.145,0.284,0.087,0.398,,0.173,0.87,0.471,0.325,0.205
331,2016,Bryce Harper,WSN,147,627,123,0.196172249,0.264,0.172,0.404,0.424,0.089,0.301,0.073,0.358,,0.143,0.73,0.393,0.343,0.263
332,2016,Eugenio Suarez,CIN,159,627,140,0.223285486,0.304,0.216,0.405,0.379,0.077,0.383,0.061,0.291,,0.135,0.61,0.395,0.351,0.254
333,2016,David Ortiz,BOS,151,626,169,0.269968051,0.312,0.221,0.328,0.451,0.073,0.386,0.135,0.476,,0.184,1.35,0.48,0.341,0.179
334,2017,Alex Bregman,HOU,155,626,158,0.252396166,0.311,0.217,0.384,0.399,0.167,0.345,0.034,0.345,,0.102,0.34,0.426,0.373,0.201
335,2021,Jeimer Candelario,DET,149,626,151,0.241214058,0.333,0.264,0.394,0.342,0.063,0.393,0.09,0.391,,0.111,0.9,0.422,0.351,0.227
336,2016,Justin Upton,DET,153,626,140,0.223642173,0.301,0.183,0.387,0.43,0.112,0.308,0.122,0.455,,0.183,1.22,0.392,0.364,0.244
337,2016,Jacoby Ellsbury,NYY,148,626,145,0.231629393,0.295,0.228,0.464,0.309,0.138,0.333,0.014,0.309,,0.062,0.14,0.392,0.378,0.23
338,2021,Mark Canha,OAK,141,625,120,0.192,0.274,0.229,0.412,0.359,0.106,0.361,0.071,0.354,,0.121,0.71,0.438,0.323,0.239
339,2019,Nick Ahmed,ARI,158,625,141,0.2256,0.28,0.199,0.483,0.318,0.063,0.357,0.057,0.34,,0.132,0.57,0.368,0.39,0.241
340,2015,Edwin Encarnacion,TOR,146,624,146,0.233974359,0.267,0.193,0.361,0.445,0.179,0.339,0.086,0.439,,0.199,0.86,0.502,0.3,0.198
341,2016,Freddy Galvis,PHI,158,624,141,0.225961538,0.28,0.235,0.401,0.364,0.069,0.311,0.026,0.274,,0.125,0.26,0.416,0.359,0.224
342,2018,Joey Votto,CIN,145,623,143,0.22953451,0.333,0.314,0.375,0.311,0,0.311,0.067,0.348,,0.095,0.67,0.353,0.338,0.309
343,2015,Buster Posey,SFG,150,623,177,0.284109149,0.32,0.223,0.439,0.338,0.069,0.459,0.055,0.371,,0.11,0.55,0.354,0.375,0.271
344,2016,Brandon Crawford,SFG,155,623,152,0.243980738,0.322,0.213,0.426,0.361,0.119,0.266,0.04,0.345,,0.075,0.4,0.374,0.381,0.244
345,2015,Brandon Phillips,CIN,148,623,173,0.277688604,0.315,0.249,0.448,0.303,0.101,0.338,0.019,0.26,,0.076,0.19,0.349,0.336,0.315
346,2019,Lorenzo Cain,MIL,148,623,146,0.23434992,0.301,0.257,0.502,0.241,0.081,0.326,0.041,0.412,,0.099,0.41,0.315,0.361,0.324
347,2017,Maikel Franco,PHI,154,623,132,0.21187801,0.234,0.179,0.454,0.367,0.163,0.336,0.054,0.363,,0.135,0.54,0.462,0.32,0.219
348,2017,Matt Carpenter,STL,145,622,120,0.192926045,0.274,0.223,0.269,0.508,0.048,0.321,0.079,0.367,,0.122,0.79,0.472,0.314,0.214
349,2016,Justin Turner,LAD,151,622,153,0.245980707,0.293,0.239,0.361,0.4,0.066,0.294,0.081,0.409,,0.148,0.81,0.352,0.335,0.313
350,2016,Cesar Hernandez,PHI,155,622,161,0.258842444,0.363,0.244,0.549,0.207,0.071,0.377,0.018,0.29,,0.071,0.18,0.365,0.34,0.295
351,2021,Adolis Garcia,TEX,149,622,141,0.226688103,0.306,0.162,0.433,0.405,0.076,0.374,0.115,0.453,,0.196,1.15,0.448,0.312,0.24
352,2021,Matt Chapman,OAK,151,622,111,0.178456592,0.272,0.146,0.336,0.518,0.132,0.299,0.137,0.417,,0.155,1.37,0.408,0.375,0.217
353,2015,Alexei Ramirez,CHW,154,622,145,0.233118971,0.264,0.216,0.493,0.291,0.113,0.322,0.01,0.222,,0.066,0.1,0.381,0.423,0.195
354,2016,Marcus Semien,OAK,159,621,135,0.217391304,0.268,0.177,0.394,0.429,0.065,0.318,0.063,0.348,,0.147,0.63,0.425,0.355,0.22
355,2016,Hanley Ramirez,BOS,147,620,157,0.253225806,0.315,0.188,0.484,0.329,0.12,0.309,0.083,0.423,,0.211,0.83,0.379,0.363,0.259
356,2015,Alex Rodriguez,NYY,151,620,131,0.211290323,0.278,0.182,0.431,0.387,0.074,0.301,0.106,0.434,,0.221,1.06,0.457,0.369,0.174
357,2018,Lorenzo Cain,MIL,141,620,166,0.267741935,0.357,0.224,0.546,0.23,0.068,0.289,0.027,0.405,,0.097,0.27,0.298,0.374,0.329
358,2015,Justin Upton,SDP,150,620,136,0.219354839,0.304,0.173,0.387,0.441,0.064,0.296,0.095,0.391,,0.152,0.95,0.394,0.358,0.247
359,2018,George Springer,HOU,140,620,144,0.232258065,0.303,0.16,0.494,0.346,0.082,0.314,0.089,0.368,,0.15,0.89,0.398,0.369,0.233
360,2017,Josh Bell,PIT,159,620,140,0.225806452,0.278,0.177,0.511,0.312,0.118,0.286,0.06,0.339,,0.191,0.6,0.415,0.296,0.289
361,2015,DJ LeMahieu,COL,150,620,170,0.274193548,0.362,0.26,0.545,0.195,0.011,0.327,0.017,0.398,,0.067,0.17,0.212,0.398,0.39
362,2015,Adrian Beltre,TEX,143,619,163,0.263327948,0.295,0.227,0.416,0.357,0.082,0.406,0.049,0.402,,0.099,0.49,0.388,0.386,0.225
363,2021,Dylan Carlson,STL,149,619,144,0.232633279,0.332,0.246,0.378,0.376,0.054,0.285,0.07,0.306,,0.122,0.7,0.41,0.299,0.291
364,2018,Ian Desmond,COL,160,619,131,0.211631664,0.279,0.165,0.62,0.215,0.079,0.32,0.063,0.432,,0.247,0.63,0.3,0.408,0.292
365,2018,Jeimer Candelario,DET,144,619,121,0.195476575,0.279,0.177,0.417,0.406,0.122,0.357,0.057,0.333,,0.122,0.57,0.466,0.302,0.232
366,2016,Jose Ramirez,CLE,152,618,176,0.284789644,0.333,0.228,0.409,0.363,0.098,0.31,0.026,0.329,,0.06,0.26,0.39,0.327,0.283
367,2016,Kendrys Morales,KCR,154,618,147,0.237864078,0.283,0.201,0.442,0.357,0.063,0.303,0.102,0.497,,0.19,1.02,0.379,0.379,0.242
368,2019,Jean Segura,PHI,144,618,161,0.260517799,0.302,0.21,0.519,0.271,0.117,0.345,0.032,0.327,,0.088,0.32,0.345,0.398,0.256
369,2019,Leury Garcia,CHW,140,618,161,0.260517799,0.353,0.215,0.549,0.236,0.058,0.35,0.033,0.299,,0.078,0.33,0.332,0.327,0.341
370,2017,Jay Bruce,- - -,146,617,141,0.228525122,0.274,0.208,0.325,0.467,0.051,0.345,0.093,0.389,,0.185,0.93,0.444,0.344,0.212
371,2017,Steven Souza Jr.,TBR,148,617,125,0.202593193,0.302,0.211,0.446,0.343,0.068,0.394,0.118,0.38,,0.256,1.18,0.468,0.324,0.208
372,2019,Victor Robles,WSN,155,617,139,0.22528363,0.31,0.23,0.403,0.367,0.153,0.334,0.046,0.23,,0.118,0.46,0.451,0.317,0.233
373,2018,Matt Chapman,OAK,145,616,152,0.246753247,0.338,0.204,0.403,0.393,0.139,0.294,0.082,0.476,,0.152,0.82,0.404,0.35,0.246
374,2021,Joey Gallo,- - -,153,616,99,0.160714286,0.246,0.167,0.326,0.507,0.107,0.36,0.185,0.455,,0.271,1.85,0.448,0.329,0.224
375,2021,Yoan Moncada,CHW,144,616,137,0.222402597,0.35,0.266,0.438,0.296,0.083,0.4,0.082,0.405,,0.13,0.82,0.384,0.353,0.263
376,2021,Trey Mancini,BAL,147,616,142,0.230519481,0.308,0.203,0.483,0.314,0.062,0.414,0.104,0.415,,0.162,1.04,0.367,0.353,0.28
377,2019,Brandon Belt,SFG,156,616,123,0.199675325,0.275,0.23,0.283,0.487,0.078,0.305,0.079,0.357,,0.088,0.79,0.414,0.328,0.258
378,2017,Nomar Mazara,TEX,148,616,140,0.227272727,0.293,0.193,0.465,0.342,0.088,0.305,0.063,0.37,,0.136,0.63,0.353,0.388,0.258
379,2021,Brandon Lowe,TBR,149,615,132,0.214634146,0.28,0.217,0.342,0.44,0.074,0.372,0.14,0.431,,0.241,1.4,0.431,0.323,0.245
380,2015,Logan Forsythe,TBR,153,615,152,0.247154472,0.323,0.198,0.396,0.406,0.08,0.401,0.032,0.317,,0.097,0.32,0.391,0.363,0.246
381,2019,Andrew Benintendi,BOS,138,615,144,0.234146341,0.333,0.21,0.383,0.407,0.103,0.336,0.071,0.377,,0.079,0.71,0.352,0.379,0.269
382,2018,Mookie Betts,BOS,136,614,180,0.293159609,0.368,0.212,0.339,0.449,0.092,0.329,0.131,0.5,,0.164,1.31,0.472,0.348,0.18
383,2015,David Ortiz,BOS,146,614,144,0.234527687,0.264,0.224,0.367,0.41,0.066,0.394,0.124,0.493,,0.204,1.24,0.443,0.344,0.213
384,2018,David Peralta,ARI,146,614,164,0.267100977,0.328,0.201,0.507,0.292,0.055,0.326,0.075,0.457,,0.234,0.75,0.39,0.347,0.263
385,2015,Mike Moustakas,KCR,147,614,156,0.254071661,0.294,0.188,0.399,0.414,0.153,0.348,0.054,0.365,,0.112,0.54,0.392,0.334,0.274
386,2016,Buster Posey,SFG,146,614,155,0.252442997,0.303,0.215,0.486,0.299,0.049,0.303,0.065,0.43,,0.098,0.65,0.355,0.353,0.292
387,2019,Anthony Rizzo,CHC,146,613,150,0.244698206,0.306,0.253,0.429,0.319,0.096,0.368,0.065,0.368,,0.199,0.65,0.429,0.324,0.247
388,2019,Josh Bell,PIT,143,613,146,0.23817292,0.288,0.188,0.44,0.373,0.065,0.346,0.12,0.464,,0.239,1.2,0.425,0.332,0.243
389,2017,Corey Seager,LAD,145,613,159,0.259380098,0.352,0.248,0.421,0.331,0.044,0.356,0.08,0.44,,0.162,0.8,0.365,0.355,0.28
390,2018,Justin Upton,LAA,145,613,137,0.223491028,0.321,0.218,0.424,0.358,0.092,0.347,0.135,0.474,,0.231,1.35,0.466,0.325,0.209
391,2018,Adam Jones,BAL,145,613,163,0.265905383,0.311,0.205,0.429,0.366,0.135,0.372,0.049,0.328,,0.084,0.49,0.399,0.336,0.265
392,2017,Ian Kinsler,DET,139,613,130,0.212071778,0.244,0.206,0.329,0.465,0.144,0.404,0.041,0.303,,0.102,0.41,0.389,0.348,0.262
393,2015,Kolten Wong,STL,150,613,146,0.23817292,0.296,0.225,0.447,0.328,0.151,0.319,0.028,0.336,,0.072,0.28,0.405,0.36,0.236
394,2019,Yuli Gurriel,HOU,144,612,168,0.274509804,0.289,0.224,0.382,0.394,0.136,0.365,0.032,0.374,,0.156,0.32,0.453,0.329,0.218
395,2021,Justin Turner,LAD,151,612,148,0.241830065,0.292,0.213,0.349,0.438,0.109,0.335,0.079,0.422,,0.14,0.79,0.345,0.358,0.297
396,2015,Matt Duffy,SFG,149,612,169,0.276143791,0.336,0.209,0.526,0.265,0.031,0.324,0.035,0.318,,0.094,0.35,0.318,0.349,0.333
397,2019,Yasiel Puig,- - -,149,611,148,0.242225859,0.308,0.212,0.381,0.407,0.127,0.3,0.085,0.383,,0.139,0.85,0.362,0.343,0.296
398,2018,Max Kepler,MIN,156,611,119,0.194762684,0.236,0.159,0.378,0.462,0.108,0.301,0.059,0.374,,0.099,0.59,0.431,0.323,0.246
399,2019,Kyle Schwarber,CHC,155,610,132,0.216393443,0.276,0.198,0.38,0.422,0.089,0.356,0.14,0.509,,0.241,1.4,0.401,0.309,0.29
400,2016,Victor Martinez,DET,154,610,160,0.262295082,0.303,0.234,0.373,0.393,0.12,0.378,0.073,0.416,,0.148,0.73,0.446,0.333,0.221
401,2016,Khris Davis,OAK,150,610,137,0.224590164,0.27,0.17,0.427,0.402,0.051,0.315,0.165,0.482,,0.266,1.65,0.386,0.36,0.254
402,2015,Jason Heyward,STL,154,610,160,0.262295082,0.329,0.193,0.572,0.235,0.12,0.323,0.028,0.346,,0.12,0.28,0.391,0.363,0.246
403,2016,Starlin Castro,NYY,151,610,156,0.255737705,0.305,0.207,0.491,0.302,0.093,0.239,0.052,0.346,,0.15,0.52,0.4,0.348,0.252
404,2018,Brett Gardner,NYY,140,609,125,0.205254516,0.272,0.179,0.487,0.334,0.099,0.306,0.023,0.329,,0.085,0.23,0.361,0.373,0.266
405,2018,Mike Trout,LAA,140,608,147,0.241776316,0.346,0.234,0.313,0.453,0.094,0.407,0.153,0.46,,0.245,1.53,0.402,0.373,0.225
406,2015,Carlos Gonzalez,COL,153,608,150,0.246710526,0.284,0.165,0.471,0.365,0.071,0.364,0.096,0.386,,0.258,0.96,0.414,0.364,0.222
407,2016,Adam Duvall,CIN,150,608,133,0.21875,0.275,0.194,0.338,0.467,0.081,0.41,0.113,0.411,,0.178,1.13,0.495,0.311,0.194
408,2019,Joey Votto,CIN,142,608,137,0.225328947,0.313,0.252,0.37,0.378,0.026,0.311,0.064,0.373,,0.098,0.64,0.36,0.38,0.259
409,2016,Marcell Ozuna,MIA,148,608,148,0.243421053,0.296,0.195,0.439,0.365,0.092,0.323,0.076,0.419,,0.141,0.76,0.377,0.392,0.231
410,2019,Adam Frazier,PIT,152,608,154,0.253289474,0.306,0.259,0.411,0.331,0.051,0.361,0.019,0.281,,0.064,0.19,0.384,0.329,0.287
411,2017,Kendrys Morales,TOR,150,608,139,0.228618421,0.278,0.185,0.484,0.332,0.056,0.306,0.091,0.458,,0.197,0.91,0.418,0.32,0.262
412,2017,Domingo Santana,MIL,151,607,146,0.240527183,0.363,0.274,0.449,0.277,0.021,0.406,0.091,0.4,,0.309,0.91,0.349,0.371,0.28
413,2018,Eugenio Suarez,CIN,143,606,149,0.245874587,0.322,0.246,0.384,0.371,0.028,0.315,0.097,0.455,,0.234,0.97,0.427,0.358,0.215
414,2018,Miguel Andujar,NYY,149,606,170,0.280528053,0.316,0.202,0.44,0.358,0.145,0.386,0.06,0.365,,0.157,0.6,0.475,0.292,0.233
415,2017,Travis Shaw,MIL,144,606,147,0.242574257,0.312,0.199,0.425,0.376,0.086,0.346,0.064,0.394,,0.205,0.64,0.403,0.339,0.257
416,2018,Starling Marte,PIT,145,606,155,0.255775578,0.312,0.171,0.507,0.322,0.07,0.333,0.073,0.381,,0.14,0.73,0.403,0.35,0.247
417,2016,Jayson Werth,WSN,143,606,128,0.211221122,0.288,0.173,0.411,0.416,0.092,0.347,0.069,0.446,,0.129,0.69,0.429,0.342,0.23
418,2018,Tim Anderson,CHW,153,606,136,0.224422442,0.289,0.2,0.466,0.335,0.05,0.318,0.047,0.279,,0.142,0.47,0.444,0.284,0.272
419,2017,Tim Anderson,CHW,146,606,151,0.249174917,0.328,0.192,0.527,0.28,0.042,0.319,0.049,0.311,,0.144,0.49,0.428,0.35,0.222
420,2017,Anthony Rendon,WSN,147,605,153,0.252892562,0.314,0.188,0.34,0.472,0.083,0.31,0.058,0.375,,0.123,0.58,0.407,0.31,0.282
421,2021,Yuli Gurriel,HOU,143,605,169,0.279338843,0.336,0.203,0.409,0.388,0.141,0.343,0.034,0.414,,0.082,0.34,0.361,0.386,0.253
422,2018,Stephen Piscotty,OAK,151,605,146,0.241322314,0.29,0.222,0.449,0.33,0.049,0.347,0.087,0.384,,0.188,0.87,0.394,0.368,0.238
423,2017,Ryon Healy,OAK,149,605,156,0.25785124,0.319,0.191,0.428,0.382,0.072,0.356,0.073,0.401,,0.151,0.73,0.411,0.36,0.229
424,2015,Lorenzo Cain,KCR,140,604,169,0.279801325,0.347,0.232,0.455,0.313,0.028,0.349,0.046,0.381,,0.112,0.46,0.337,0.381,0.282
425,2019,Gleyber Torres,NYY,144,604,152,0.251655629,0.296,0.209,0.372,0.419,0.085,0.297,0.094,0.361,,0.215,0.94,0.444,0.319,0.236
426,2021,Randy Arozarena,TBR,141,604,145,0.240066225,0.363,0.179,0.49,0.331,0.108,0.38,0.082,0.42,,0.167,0.82,0.412,0.365,0.223
427,2018,Chris Taylor,LAD,155,604,136,0.225165563,0.345,0.275,0.336,0.389,0.071,0.395,0.077,0.376,,0.121,0.77,0.378,0.343,0.279
428,2021,Alex Verdugo,BOS,146,604,157,0.259933775,0.327,0.217,0.497,0.286,0.062,0.311,0.073,0.433,,0.101,0.73,0.37,0.37,0.259
429,2015,Evan Gattis,HOU,153,604,139,0.23013245,0.264,0.17,0.456,0.374,0.13,0.354,0.055,0.392,,0.16,0.55,0.398,0.363,0.239
430,2017,Brandon Phillips,- - -,144,604,163,0.26986755,0.308,0.222,0.495,0.283,0.099,0.296,0.026,0.247,,0.092,0.26,0.331,0.339,0.331
431,2021,Xander Bogaerts,BOS,144,603,156,0.258706468,0.333,0.227,0.4,0.374,0.114,0.364,0.097,0.43,,0.146,0.97,0.456,0.312,0.232
432,2019,Christian Walker,ARI,152,603,137,0.227197347,0.312,0.2,0.416,0.384,0.118,0.341,0.115,0.488,,0.201,1.15,0.395,0.365,0.24
433,2015,Neil Walker,PIT,151,603,146,0.24212272,0.306,0.214,0.418,0.368,0.049,0.265,0.041,0.376,,0.099,0.41,0.408,0.354,0.238
434,2017,Mark Trumbo,BAL,146,603,131,0.217247098,0.278,0.161,0.433,0.406,0.15,0.333,0.063,0.375,,0.138,0.63,0.387,0.399,0.214
435,2015,Freddy Galvis,PHI,151,603,147,0.243781095,0.309,0.222,0.409,0.369,0.104,0.332,0.017,0.218,,0.043,0.17,0.364,0.351,0.285
436,2021,Jorge Soler,- - -,149,602,115,0.1910299,0.25,0.153,0.418,0.429,0.123,0.309,0.124,0.457,,0.167,1.24,0.513,0.307,0.18
437,2015,Brett Lawrie,OAK,149,602,146,0.242524917,0.32,0.185,0.488,0.327,0.058,0.306,0.049,0.391,,0.116,0.49,0.381,0.367,0.252
438,2017,Logan Morrison,TBR,149,601,126,0.209650582,0.268,0.205,0.333,0.462,0.089,0.344,0.126,0.429,,0.225,1.26,0.464,0.358,0.178
439,2016,Brad Miller,TBR,152,601,133,0.221297837,0.277,0.185,0.448,0.368,0.095,0.396,0.09,0.425,,0.204,0.9,0.425,0.328,0.246
440,2015,Billy Butler,OAK,151,601,135,0.224625624,0.282,0.177,0.508,0.315,0.094,0.266,0.07,0.401,,0.108,0.7,0.381,0.327,0.293
441,2015,Marcus Semien,OAK,155,601,143,0.237936772,0.312,0.231,0.381,0.388,0.085,0.296,0.038,0.286,,0.091,0.38,0.42,0.333,0.246
442,2018,Jason Kipnis,CLE,147,601,122,0.202995008,0.258,0.216,0.337,0.447,0.102,0.308,0.059,0.306,,0.097,0.59,0.393,0.365,0.242
443,2015,Avisail Garcia,CHW,148,601,142,0.236272879,0.32,0.245,0.488,0.267,0.063,0.341,0.043,0.375,,0.117,0.43,0.361,0.404,0.236
444,2016,Danny Espinosa,WSN,157,601,108,0.179700499,0.261,0.182,0.388,0.431,0.121,0.371,0.082,0.334,,0.171,0.82,0.527,0.297,0.176
445,2019,Mike Trout,LAA,134,600,137,0.228333333,0.298,0.266,0.243,0.492,0.098,0.438,0.175,0.438,,0.259,1.75,0.424,0.333,0.243
446,2018,Andrelton Simmons,LAA,146,600,162,0.27,0.3,0.19,0.499,0.311,0.132,0.283,0.033,0.36,,0.069,0.33,0.51,0.331,0.159
447,2021,Bryce Harper,PHI,141,599,151,0.252086811,0.359,0.219,0.407,0.373,0.069,0.38,0.181,0.492,,0.267,1.81,0.381,0.344,0.275
448,2018,Jose Altuve,HOU,137,599,169,0.282136895,0.352,0.24,0.46,0.3,0.059,0.389,0.052,0.338,,0.096,0.52,0.414,0.386,0.2
449,2021,Eduardo Escobar,- - -,146,599,139,0.232053422,0.279,0.214,0.315,0.471,0.115,0.321,0.089,0.34,,0.14,0.89,0.479,0.286,0.235
450,2019,Renato Nunez,BAL,151,599,132,0.220367279,0.272,0.211,0.326,0.463,0.177,0.34,0.107,0.408,,0.167,1.07,0.443,0.296,0.261
451,2021,Yordan Alvarez,HOU,144,598,149,0.24916388,0.32,0.231,0.378,0.391,0.045,0.372,0.159,0.542,,0.214,1.59,0.352,0.375,0.273
452,2017,Mike Moustakas,KCR,148,598,151,0.252508361,0.263,0.195,0.348,0.457,0.16,0.34,0.081,0.336,,0.178,0.81,0.437,0.33,0.233
453,2016,Addison Russell,CHC,151,598,125,0.2090301,0.277,0.211,0.412,0.377,0.155,0.323,0.088,0.311,,0.142,0.88,0.442,0.341,0.217
454,2018,Anthony Rendon,WSN,136,597,163,0.273031826,0.323,0.238,0.326,0.436,0.106,0.398,0.095,0.446,,0.121,0.95,0.402,0.327,0.27
455,2017,Joe Mauer,MIN,141,597,160,0.2680067,0.349,0.249,0.515,0.236,0.029,0.288,0.038,0.458,,0.067,0.38,0.247,0.375,0.378
456,2016,Didi Gregorius,NYY,153,597,155,0.259631491,0.29,0.196,0.401,0.403,0.109,0.357,0.024,0.251,,0.104,0.24,0.376,0.331,0.294
457,2018,Odubel Herrera,PHI,148,597,140,0.234505863,0.29,0.183,0.446,0.371,0.139,0.324,0.047,0.316,,0.139,0.47,0.388,0.337,0.274
458,2015,Jace Peterson,ATL,152,597,126,0.211055276,0.296,0.22,0.463,0.318,0.071,0.33,0.031,0.263,,0.047,0.31,0.385,0.337,0.278
459,2015,Michael Brantley,CLE,137,596,164,0.275167785,0.318,0.225,0.458,0.317,0.053,0.402,0.035,0.358,,0.099,0.35,0.427,0.327,0.246
460,2019,Max Kepler,MIN,134,596,132,0.22147651,0.244,0.172,0.361,0.466,0.155,0.305,0.084,0.417,,0.18,0.84,0.534,0.268,0.198
461,2021,Ryan McMahon,COL,151,596,134,0.224832215,0.306,0.24,0.385,0.375,0.049,0.36,0.073,0.433,,0.16,0.73,0.306,0.368,0.326
462,2021,Teoscar Hernandez,TOR,143,595,163,0.27394958,0.352,0.255,0.384,0.361,0.068,0.342,0.139,0.488,,0.219,1.39,0.426,0.319,0.255
463,2021,Trevor Story,COL,142,595,132,0.221848739,0.293,0.189,0.37,0.441,0.092,0.374,0.099,0.426,,0.139,0.99,0.372,0.355,0.273
464,2016,Eduardo Nunez,- - -,141,595,159,0.267226891,0.314,0.166,0.496,0.338,0.127,0.288,0.042,0.37,,0.102,0.42,0.35,0.354,0.297
465,2015,Nick Castellanos,DET,154,595,140,0.235294118,0.322,0.233,0.362,0.404,0.012,0.375,0.072,0.345,,0.092,0.72,0.362,0.345,0.293
466,2016,Jake Lamb,ARI,151,594,130,0.218855219,0.294,0.174,0.458,0.367,0.066,0.369,0.113,0.432,,0.212,1.13,0.432,0.343,0.225
467,2018,Justin Smoak,TOR,147,594,122,0.205387205,0.297,0.179,0.395,0.426,0.073,0.372,0.108,0.418,,0.167,1.08,0.491,0.295,0.213
468,2018,Jurickson Profar,TEX,146,594,133,0.223905724,0.269,0.218,0.439,0.343,0.126,0.336,0.043,0.318,,0.132,0.43,0.398,0.33,0.273
469,2018,Brandon Crawford,SFG,151,594,135,0.227272727,0.303,0.255,0.437,0.308,0.118,0.346,0.034,0.331,,0.11,0.34,0.331,0.379,0.29
470,2017,Daniel Murphy,WSN,144,593,172,0.29005059,0.341,0.276,0.335,0.389,0.134,0.35,0.041,0.417,,0.128,0.41,0.391,0.363,0.246
471,2016,Carlos Beltran,- - -,151,593,163,0.274873524,0.315,0.209,0.421,0.37,0.113,0.365,0.064,0.385,,0.173,0.64,0.477,0.299,0.224
472,2017,Mark Reynolds,COL,148,593,139,0.234401349,0.343,0.216,0.421,0.363,0.103,0.396,0.078,0.359,,0.238,0.78,0.44,0.339,0.221
473,2019,J.T. Realmuto,PHI,145,593,148,0.249578415,0.309,0.234,0.39,0.376,0.088,0.325,0.066,0.41,,0.157,0.66,0.442,0.317,0.241
474,2021,Max Muncy,LAD,144,592,124,0.209459459,0.257,0.206,0.381,0.413,0.077,0.349,0.161,0.463,,0.231,1.61,0.439,0.344,0.217
475,2018,Eddie Rosario,MIN,138,592,161,0.271959459,0.316,0.203,0.357,0.441,0.115,0.331,0.072,0.332,,0.12,0.72,0.434,0.332,0.234
476,2018,Asdrubal Cabrera,- - -,147,592,143,0.241554054,0.296,0.191,0.421,0.388,0.085,0.325,0.068,0.389,,0.139,0.68,0.478,0.324,0.198
477,2018,Amed Rosario,NYM,154,592,142,0.239864865,0.31,0.209,0.495,0.296,0.116,0.324,0.032,0.32,,0.07,0.32,0.349,0.413,0.238
478,2016,Jason Heyward,CHC,142,592,122,0.206081081,0.266,0.205,0.462,0.333,0.144,0.289,0.025,0.309,,0.048,0.25,0.407,0.366,0.227
479,2019,Austin Meadows,TBR,138,591,154,0.260575296,0.331,0.231,0.341,0.429,0.099,0.361,0.115,0.429,,0.193,1.15,0.451,0.348,0.201
480,2018,Nelson Cruz,SEA,144,591,133,0.225042301,0.264,0.175,0.44,0.385,0.11,0.381,0.135,0.513,,0.24,1.35,0.408,0.348,0.245
481,2015,Yunel Escobar,WSN,139,591,168,0.284263959,0.347,0.223,0.545,0.232,0.056,0.313,0.026,0.363,,0.083,0.26,0.376,0.346,0.278
482,2021,Austin Meadows,TBR,142,591,121,0.204737733,0.249,0.183,0.287,0.53,0.093,0.299,0.087,0.376,,0.126,0.87,0.401,0.356,0.243
483,2018,Jose Martinez,STL,152,590,163,0.276271186,0.351,0.261,0.462,0.277,0.033,0.332,0.09,0.441,,0.142,0.9,0.324,0.329,0.347
484,2019,Eddie Rosario,MIN,137,590,155,0.262711864,0.273,0.204,0.374,0.422,0.118,0.375,0.077,0.357,,0.158,0.77,0.488,0.307,0.205
485,2019,Max Muncy,LAD,141,589,122,0.20713073,0.283,0.235,0.378,0.387,0.038,0.318,0.111,0.43,,0.265,1.11,0.442,0.322,0.237
486,2017,Eddie Rosario,MIN,151,589,157,0.26655348,0.312,0.202,0.424,0.374,0.073,0.318,0.067,0.321,,0.164,0.67,0.393,0.368,0.239
487,2016,Jay Bruce,- - -,147,589,135,0.229202037,0.266,0.219,0.371,0.41,0.059,0.389,0.082,0.382,,0.194,0.82,0.445,0.358,0.197
