,Season,Name,Team,G,PA,H,BABIP,LD%,GB%,FB%,IFFB%,SweetSpot%,Barrel%,HardHit%,Pull%,Cent%,Oppo%,Spd,LDFB_EV
1053,2019,Brandon Drury,TOR,120,447,91,0.259,0.24,0.419,0.341,0.2,0.367,0.084,0.367,0.468,0.325,0.208,2,0.466
1054,2016,Max Kepler,MIN,113,447,93,0.261,0.163,0.472,0.365,0.08,0.301,0.036,0.375,0.443,0.356,0.201,4.4,0.4545
1055,2016,Nick Castellanos,DET,110,447,117,0.345,0.256,0.315,0.43,0.023,0.482,0.121,0.384,0.39,0.344,0.266,3.6,0.4705
1056,2019,Raimel Tapia,COL,138,447,117,0.341,0.225,0.517,0.258,0.024,0.365,0.037,0.316,0.35,0.374,0.276,5.8,0.45
1057,2018,Ryan Braun,MIL,125,447,103,0.274,0.231,0.484,0.284,0.055,0.362,0.098,0.491,0.396,0.344,0.26,4.6,0.487
1058,2017,Trea Turner,WSN,98,447,117,0.329,0.148,0.517,0.335,0.045,0.291,0.048,0.39,0.393,0.378,0.228,8.9,0.47
1059,2015,Eduardo Escobar,MIN,127,446,107,0.301,0.193,0.42,0.387,0.079,0.342,0.058,0.236,0.415,0.342,0.242,3.6,0.4505
1060,2019,Gary Sanchez,NYY,106,446,92,0.244,0.203,0.321,0.476,0.155,0.335,0.184,0.412,0.498,0.295,0.207,2.3,0.48
1061,2019,Harold Ramirez,MIA,119,446,116,0.328,0.196,0.574,0.23,0.105,0.29,0.051,0.346,0.363,0.356,0.281,4,0.46
1062,2015,Justin Bour,MIA,129,446,107,0.294,0.172,0.482,0.346,0.103,0.256,0.081,0.43,0.44,0.362,0.197,0.5,0.4735
1063,2015,Andre Ethier,LAD,142,445,116,0.33,0.263,0.384,0.353,0.061,0.375,0.059,0.325,0.415,0.372,0.214,4.4,0.455
1064,2019,Buster Posey,SFG,114,445,104,0.296,0.227,0.49,0.284,0.042,0.324,0.039,0.363,0.348,0.354,0.298,1.2,0.463
1065,2016,C.J. Cron,LAA,116,445,113,0.302,0.196,0.412,0.392,0.144,0.338,0.068,0.392,0.335,0.371,0.294,3.1,0.4655
1066,2021,Christian Walker,ARI,115,445,98,0.307,0.222,0.391,0.387,0.096,0.34,0.064,0.411,0.424,0.303,0.273,2.3,0.462
1067,2021,Omar Narvaez,MIL,123,445,104,0.308,0.259,0.332,0.409,0.102,0.403,0.051,0.256,0.374,0.355,0.272,1.5,0.4465
1068,2018,Yasiel Puig,LAD,125,444,108,0.286,0.213,0.426,0.361,0.174,0.338,0.103,0.403,0.419,0.35,0.231,4.8,0.4685
1069,2019,Adalberto Mondesi,KCR,102,443,109,0.357,0.192,0.469,0.339,0.093,0.312,0.072,0.339,0.46,0.326,0.213,9,0.463
1070,2018,Gerardo Parra,COL,142,443,114,0.334,0.249,0.467,0.283,0.022,0.344,0.024,0.263,0.363,0.338,0.299,4,0.451
1071,2018,Joc Pederson,LAD,148,443,98,0.253,0.17,0.394,0.436,0.103,0.299,0.076,0.398,0.427,0.344,0.229,4,0.4735
1072,2019,Kyle Seager,SEA,106,443,94,0.248,0.234,0.328,0.438,0.081,0.369,0.071,0.392,0.392,0.366,0.243,2.6,0.466
1073,2017,Matt Davidson,CHW,118,443,91,0.285,0.173,0.362,0.465,0.085,0.358,0.146,0.417,0.421,0.323,0.256,1.8,0.4745
1074,2017,Paul DeJong,STL,108,443,119,0.349,0.235,0.337,0.429,0.135,0.422,0.088,0.395,0.469,0.327,0.204,2.5,0.4685
1075,2021,Rhys Hoskins,PHI,107,443,96,0.27,0.198,0.293,0.509,0.132,0.367,0.17,0.463,0.442,0.322,0.237,2.8,0.479
1076,2016,Yangervis Solarte,SDP,109,443,116,0.306,0.219,0.412,0.368,0.127,0.275,0.038,0.333,0.49,0.296,0.214,2.5,0.457
1077,2019,Eric Sogard,- - -,110,442,115,0.316,0.257,0.32,0.423,0.121,0.407,0.009,0.204,0.36,0.363,0.277,5.3,0.4415
1078,2021,Gio Urshela,NYY,116,442,112,0.329,0.224,0.478,0.298,0.022,0.362,0.08,0.41,0.346,0.381,0.272,2.8,0.466
1079,2016,Hunter Pence,SFG,106,442,114,0.348,0.168,0.548,0.284,0.105,0.261,0.066,0.409,0.34,0.36,0.3,2.5,0.477
1080,2017,Randal Grichuk,STL,122,442,98,0.293,0.214,0.359,0.427,0.083,0.374,0.146,0.413,0.512,0.278,0.21,5.2,0.477
1081,2018,Hunter Renfroe,SDP,117,441,100,0.271,0.197,0.375,0.428,0.156,0.288,0.11,0.435,0.488,0.331,0.181,2.8,0.4875
1082,2019,Manuel Margot,SDP,151,441,93,0.272,0.164,0.433,0.403,0.187,0.278,0.032,0.348,0.447,0.351,0.201,6.7,0.455
1083,2016,Mark Reynolds,COL,118,441,111,0.361,0.258,0.417,0.325,0.163,0.332,0.06,0.375,0.406,0.318,0.276,2.1,0.4615
1084,2017,Delino DeShields,TEX,120,440,101,0.358,0.202,0.451,0.348,0.102,0.282,0.025,0.218,0.394,0.31,0.296,7.1,0.4455
1085,2021,Gary Sanchez,NYY,117,440,78,0.23,0.176,0.363,0.462,0.124,0.344,0.137,0.42,0.538,0.279,0.183,2.1,0.4755
1086,2015,Khris Davis,MIL,121,440,97,0.285,0.172,0.425,0.403,0.073,0.319,0.139,0.432,0.414,0.385,0.201,4.3,0.482
1087,2017,Michael Conforto,NYM,109,440,104,0.328,0.244,0.378,0.378,0.101,0.385,0.122,0.424,0.324,0.397,0.279,3.6,0.4755
1088,2016,Josh Reddick,- - -,115,439,112,0.306,0.218,0.413,0.369,0.056,0.318,0.035,0.323,0.353,0.399,0.248,4,0.4515
1089,2015,Justin Turner,LAD,126,439,113,0.321,0.277,0.362,0.362,0.078,0.408,0.056,0.379,0.37,0.379,0.251,3.6,0.4645
1090,2017,Logan Forsythe,LAD,119,439,81,0.299,0.23,0.44,0.331,0.047,0.401,0.039,0.339,0.3,0.428,0.272,2.8,0.4615
1091,2019,Miguel Sano,MIN,105,439,94,0.319,0.212,0.369,0.419,0.086,0.36,0.203,0.572,0.554,0.293,0.153,3.5,0.498
1092,2021,Anthony Santander,BAL,110,438,98,0.275,0.227,0.34,0.434,0.112,0.345,0.084,0.432,0.429,0.339,0.232,2.4,0.471
1093,2015,Francisco Lindor,CLE,99,438,122,0.348,0.206,0.508,0.287,0.109,0.273,0.032,0.367,0.346,0.361,0.293,5.6,0.4625
1094,2015,Ichiro Suzuki,MIA,153,438,91,0.257,0.183,0.585,0.232,0.074,0.272,0.006,0.138,0.281,0.379,0.34,6.1,0.4295
1095,2016,J.J. Hardy,BAL,115,438,109,0.299,0.184,0.455,0.362,0.153,0.294,0.032,0.392,0.445,0.352,0.203,1.2,0.4645
1096,2016,Jedd Gyorko,STL,128,438,97,0.244,0.19,0.407,0.403,0.057,0.361,0.095,0.357,0.452,0.331,0.216,1.7,0.466
1097,2016,Mark Teixeira,NYY,116,438,79,0.238,0.215,0.433,0.352,0.12,0.331,0.053,0.373,0.521,0.296,0.183,2.4,0.4655
1098,2016,Seth Smith,SEA,137,438,94,0.282,0.216,0.479,0.305,0.124,0.321,0.085,0.406,0.43,0.396,0.174,1.8,0.473
1099,2015,J.J. Hardy,BAL,114,437,90,0.257,0.175,0.494,0.331,0.102,0.264,0.015,0.307,0.401,0.404,0.195,1.8,0.454
1100,2019,Robinson Chirinos,HOU,114,437,87,0.306,0.255,0.35,0.395,0.115,0.351,0.069,0.363,0.476,0.315,0.21,2.8,0.464
1101,2015,A.J. Pierzynski,ATL,113,436,122,0.31,0.247,0.466,0.287,0.121,0.349,0.029,0.255,0.424,0.335,0.241,1.7,0.4425
1102,2017,Jonathan Villar,MIL,122,436,97,0.33,0.208,0.574,0.219,0.138,0.266,0.055,0.339,0.391,0.365,0.245,5.4,0.468
1103,2018,Jordy Mercer,PIT,117,436,99,0.306,0.274,0.384,0.342,0.104,0.408,0.042,0.312,0.453,0.35,0.196,3.7,0.453
1104,2021,Wilmer Flores,SFG,139,436,102,0.264,0.214,0.375,0.411,0.109,0.327,0.06,0.354,0.449,0.333,0.217,2.8,0.4635
1105,2017,Mike Zunino,SEA,124,435,97,0.355,0.224,0.32,0.456,0.125,0.351,0.14,0.469,0.509,0.325,0.167,1.9,0.48
1106,2017,Victor Martinez,DET,107,435,100,0.28,0.236,0.421,0.342,0.062,0.378,0.048,0.344,0.426,0.305,0.269,0.9,0.4635
1107,2018,Yan Gomes,CLE,112,435,107,0.336,0.272,0.317,0.411,0.127,0.415,0.077,0.383,0.429,0.324,0.247,1.5,0.4615
1108,2016,Lorenzo Cain,KCR,103,434,114,0.341,0.227,0.473,0.3,0.084,0.356,0.044,0.334,0.344,0.385,0.271,4.8,0.446
1109,2017,Jon Jay,CHC,141,433,112,0.368,0.29,0.471,0.239,0.057,0.401,0.003,0.224,0.283,0.365,0.352,5.3,0.435
1110,2015,Carlos Correa,HOU,99,432,108,0.296,0.224,0.486,0.291,0.088,0.313,0.08,0.403,0.355,0.342,0.304,4.4,0.4725
1111,2016,Devon Travis,TOR,101,432,123,0.358,0.192,0.464,0.344,0.099,0.342,0.037,0.308,0.351,0.332,0.317,3.8,0.453
1112,2015,Joe Panik,SFG,100,432,119,0.33,0.23,0.431,0.338,0.078,0.3,0.02,0.294,0.337,0.372,0.291,3.8,0.449
1113,2016,John Jaso,PIT,132,432,102,0.314,0.208,0.521,0.27,0.06,0.328,0.036,0.321,0.422,0.416,0.162,3,0.449
1114,2015,Mark Reynolds,STL,140,432,88,0.3,0.19,0.414,0.395,0.106,0.293,0.084,0.327,0.399,0.357,0.243,2.7,0.464
1115,2017,Michael A. Taylor,WSN,118,432,108,0.363,0.205,0.429,0.367,0.084,0.351,0.098,0.377,0.468,0.317,0.215,5.9,0.4715
1116,2016,Tim Anderson,CHW,99,431,116,0.375,0.208,0.543,0.249,0.11,0.3,0.053,0.343,0.423,0.35,0.227,7,0.4575
1117,2016,Adam Lind,SEA,126,430,96,0.259,0.201,0.439,0.36,0.097,0.338,0.08,0.427,0.395,0.334,0.271,1.5,0.476
1118,2019,Cavan Biggio,TOR,100,430,83,0.309,0.276,0.254,0.47,0.037,0.442,0.077,0.397,0.494,0.326,0.18,6.4,0.4605
1119,2015,Hanley Ramirez,BOS,105,430,100,0.257,0.204,0.5,0.296,0.121,0.284,0.069,0.416,0.371,0.395,0.234,4.4,0.4755
1120,2016,Hernan Perez,MIL,123,430,110,0.322,0.204,0.435,0.361,0.053,0.341,0.035,0.382,0.369,0.356,0.274,6.9,0.45
1121,2015,Jordy Mercer,PIT,116,430,96,0.29,0.207,0.488,0.306,0.061,0.326,0.018,0.29,0.387,0.369,0.244,2.4,0.449
1122,2018,Scott Schebler,CIN,107,430,97,0.301,0.216,0.488,0.297,0.083,0.329,0.102,0.424,0.449,0.346,0.205,3,0.4705
1123,2016,Aaron Hill,- - -,125,429,99,0.284,0.217,0.372,0.412,0.06,0.353,0.012,0.264,0.418,0.337,0.245,2.8,0.447
1124,2017,Justin Bour,MIA,108,429,109,0.322,0.231,0.434,0.336,0.115,0.371,0.087,0.406,0.472,0.343,0.185,1.6,0.4765
1125,2018,Wilmer Flores,NYM,126,429,103,0.269,0.193,0.36,0.448,0.165,0.326,0.023,0.266,0.396,0.328,0.276,1.2,0.4485
1126,2018,Elvis Andrus,TEX,97,428,101,0.292,0.19,0.498,0.311,0.126,0.308,0.036,0.305,0.42,0.314,0.266,4.8,0.45
1127,2021,Jackie Bradley Jr.,MIL,134,428,63,0.226,0.191,0.502,0.307,0.127,0.279,0.05,0.403,0.43,0.372,0.198,6,0.4675
1128,2019,Maikel Franco,PHI,123,428,91,0.236,0.166,0.432,0.402,0.241,0.242,0.066,0.384,0.465,0.302,0.233,1.3,0.467
1129,2018,Ronald Guzman,TEX,123,428,91,0.299,0.217,0.408,0.375,0.1,0.333,0.06,0.33,0.378,0.352,0.27,3.4,0.451
1130,2015,Ryan Goins,TOR,128,428,94,0.304,0.18,0.541,0.279,0.11,0.269,0.023,0.318,0.341,0.364,0.295,4.6,0.451
1131,2015,Stephen Drew,NYY,131,428,77,0.201,0.157,0.377,0.466,0.13,0.279,0.028,0.254,0.47,0.332,0.197,2.1,0.4475
1132,2017,Willson Contreras,CHC,117,428,104,0.319,0.174,0.533,0.293,0.099,0.294,0.092,0.358,0.436,0.355,0.209,2.4,0.4785
1133,2018,Adam Duvall,- - -,138,427,75,0.237,0.22,0.302,0.478,0.164,0.31,0.097,0.407,0.47,0.332,0.198,2.6,0.4675
1134,2018,Harrison Bader,STL,138,427,100,0.358,0.268,0.398,0.335,0.141,0.346,0.065,0.308,0.465,0.296,0.238,6.5,0.458
1135,2021,Jacob Stallings,PIT,112,427,92,0.297,0.231,0.441,0.328,0.032,0.371,0.045,0.357,0.388,0.392,0.22,1.4,0.4555
1136,2017,Matt Holliday,NYY,105,427,86,0.273,0.148,0.477,0.375,0.111,0.314,0.102,0.436,0.386,0.295,0.318,2.1,0.477
1137,2017,Carlos Gomez,TEX,105,426,94,0.336,0.206,0.391,0.403,0.061,0.373,0.076,0.353,0.373,0.41,0.217,5,0.456
1138,2017,Guillermo Heredia,SEA,123,426,96,0.284,0.176,0.474,0.349,0.11,0.29,0.012,0.228,0.352,0.395,0.253,2.2,0.441
1139,2021,Jeff McNeil,NYM,120,426,97,0.28,0.204,0.466,0.329,0.102,0.304,0.043,0.334,0.35,0.365,0.286,3.9,0.458
1140,2018,Justin Turner,LAD,103,426,114,0.334,0.262,0.294,0.444,0.072,0.447,0.067,0.367,0.39,0.316,0.294,3.1,0.457
1141,2021,Martin Maldonado,HOU,125,426,64,0.221,0.209,0.369,0.422,0.097,0.308,0.057,0.328,0.417,0.332,0.251,2,0.458
1142,2016,Matt Holliday,STL,110,426,94,0.253,0.141,0.5,0.359,0.08,0.279,0.08,0.478,0.378,0.34,0.282,1.6,0.4835
1143,2018,Robinson Chirinos,TEX,113,426,80,0.304,0.213,0.299,0.489,0.12,0.365,0.104,0.392,0.495,0.315,0.189,3.4,0.4665
1144,2015,Steven Souza Jr.,TBR,110,426,84,0.318,0.2,0.453,0.347,0.103,0.277,0.095,0.39,0.459,0.342,0.199,5.1,0.472
1145,2015,Yasmani Grandal,LAD,115,426,83,0.268,0.171,0.456,0.373,0.153,0.27,0.086,0.423,0.371,0.397,0.232,1,0.4735
1146,2015,Yasmany Tomas,ARI,118,426,111,0.354,0.219,0.549,0.232,0.058,0.303,0.034,0.38,0.316,0.394,0.29,4.2,0.4685
1147,2015,Dustin Pedroia,BOS,93,425,111,0.308,0.177,0.505,0.318,0.142,0.263,0.027,0.254,0.401,0.386,0.213,2.4,0.4585
1148,2017,Gerardo Parra,COL,115,425,121,0.343,0.229,0.468,0.303,0.01,0.377,0.015,0.296,0.332,0.371,0.296,3,0.454
1149,2015,James McCann,DET,114,425,106,0.325,0.231,0.498,0.27,0.072,0.301,0.035,0.377,0.386,0.358,0.256,3.1,0.452
1150,2017,Ryan Braun,MIL,104,425,102,0.292,0.189,0.492,0.319,0.092,0.308,0.075,0.435,0.386,0.351,0.263,5.3,0.48
1151,2019,Shohei Ohtani,LAA,106,425,110,0.354,0.259,0.496,0.245,0.029,0.317,0.114,0.468,0.309,0.378,0.313,6.2,0.485
1152,2019,Andrelton Simmons,LAA,103,424,105,0.277,0.144,0.539,0.317,0.149,0.188,0.017,0.33,0.499,0.33,0.172,4.2,0.448
1153,2015,Chase Utley,- - -,107,423,79,0.23,0.201,0.436,0.363,0.088,0.325,0.019,0.344,0.407,0.391,0.202,4.4,0.4575
1154,2018,Daniel Descalso,ARI,138,423,83,0.3,0.236,0.301,0.463,0.132,0.415,0.085,0.344,0.492,0.293,0.215,3.6,0.4615
1155,2019,David Peralta,ARI,99,423,105,0.327,0.213,0.51,0.277,0.11,0.291,0.051,0.409,0.361,0.405,0.233,2.8,0.4725
1156,2019,Jake Bauers,CLE,117,423,84,0.29,0.237,0.385,0.377,0.093,0.315,0.046,0.331,0.392,0.315,0.292,3.2,0.455
1157,2019,Robinson Cano,NYM,107,423,100,0.28,0.201,0.489,0.31,0.06,0.336,0.065,0.463,0.349,0.377,0.275,1.4,0.466
1158,2017,Tucker Barnhart,CIN,121,423,100,0.312,0.262,0.46,0.278,0.048,0.361,0.019,0.255,0.403,0.387,0.21,3.4,0.457
1159,2021,A.J. Pollock,LAD,117,422,114,0.326,0.216,0.399,0.386,0.051,0.35,0.111,0.471,0.444,0.337,0.219,4.4,0.4775
1160,2015,Alex Gordon,KCR,104,422,96,0.327,0.248,0.376,0.376,0.08,0.337,0.049,0.341,0.457,0.363,0.18,1.5,0.4575
1161,2017,Jorge Bonifacio,KCR,113,422,98,0.324,0.258,0.393,0.348,0.129,0.375,0.086,0.39,0.356,0.371,0.273,2.9,0.4595
1162,2019,Dee Strange-Gordon,SEA,117,421,108,0.313,0.211,0.535,0.254,0.083,0.279,0,0.185,0.337,0.358,0.305,6.6,0.435
1163,2019,Garrett Cooper,MIA,107,421,107,0.357,0.246,0.522,0.232,0.079,0.337,0.088,0.403,0.335,0.342,0.324,2.1,0.471
1164,2017,Kevin Kiermaier,TBR,98,421,105,0.337,0.182,0.496,0.321,0.122,0.283,0.049,0.311,0.392,0.385,0.224,5.9,0.4575
1165,2019,Brandon Dixon,DET,118,420,97,0.336,0.236,0.363,0.402,0.135,0.375,0.112,0.402,0.363,0.378,0.259,5.2,0.4665
1166,2016,Tucker Barnhart,CIN,115,420,97,0.299,0.249,0.475,0.275,0.036,0.39,0.023,0.232,0.4,0.381,0.219,2.2,0.451
1167,2015,Yolmer Sanchez,CHW,120,420,87,0.27,0.228,0.541,0.231,0.085,0.302,0.013,0.206,0.308,0.365,0.327,3.2,0.4435
1168,2016,Cameron Rupp,PHI,105,419,98,0.315,0.174,0.482,0.344,0.053,0.286,0.087,0.467,0.333,0.384,0.283,2.1,0.4745
1169,2021,Pedro Severino,BAL,113,419,94,0.314,0.236,0.393,0.371,0.176,0.335,0.076,0.382,0.458,0.298,0.244,0.6,0.469
1170,2016,Lonnie Chisenhall,CLE,126,418,110,0.328,0.239,0.349,0.412,0.115,0.332,0.028,0.245,0.376,0.311,0.314,5.7,0.441
1171,2021,Alec Bohm,PHI,115,417,94,0.327,0.245,0.527,0.227,0.065,0.333,0.066,0.495,0.286,0.399,0.315,3.6,0.468
1172,2017,Austin Hedges,SDP,120,417,83,0.26,0.177,0.366,0.457,0.157,0.29,0.063,0.338,0.39,0.349,0.26,2.7,0.465
1173,2016,Colby Rasmus,HOU,107,417,76,0.257,0.211,0.358,0.431,0.047,0.308,0.079,0.368,0.53,0.273,0.198,2.7,0.466
1174,2019,Christin Stewart,DET,104,416,86,0.29,0.254,0.335,0.412,0.089,0.371,0.074,0.338,0.445,0.342,0.213,1.8,0.458
1175,2018,Logan Forsythe,- - -,120,416,86,0.293,0.19,0.488,0.322,0.054,0.294,0.01,0.298,0.37,0.325,0.304,3,0.448
1176,2018,Wilson Ramos,- - -,111,416,117,0.353,0.204,0.549,0.247,0.08,0.336,0.063,0.47,0.401,0.322,0.276,1.1,0.477
1177,2021,Brendan Rodgers,COL,102,415,110,0.328,0.2,0.508,0.292,0.056,0.305,0.062,0.403,0.361,0.351,0.289,2.6,0.464
1178,2015,Jonathan Lucroy,MIL,103,415,98,0.297,0.259,0.447,0.294,0.076,0.36,0.035,0.334,0.318,0.373,0.309,3.8,0.4605
1179,2016,Trevor Story,COL,97,415,101,0.343,0.236,0.293,0.471,0.088,0.445,0.135,0.445,0.4,0.331,0.269,5.9,0.4745
1180,2019,Chris Taylor,LAD,124,414,96,0.344,0.273,0.379,0.348,0.023,0.388,0.047,0.318,0.349,0.329,0.322,6.4,0.45
1181,2016,Kevin Kiermaier,TBR,105,414,90,0.278,0.206,0.418,0.376,0.25,0.297,0.038,0.328,0.495,0.276,0.229,6.4,0.457
1182,2019,Nick Senzel,CIN,104,414,96,0.319,0.193,0.478,0.328,0.089,0.316,0.071,0.371,0.338,0.349,0.313,6.5,0.46
1183,2019,David Dahl,COL,100,413,113,0.386,0.261,0.414,0.325,0.023,0.406,0.1,0.395,0.369,0.354,0.277,5.6,0.4695
1184,2017,Ian Happ,CHC,115,413,92,0.316,0.201,0.402,0.397,0.032,0.369,0.137,0.398,0.448,0.315,0.237,5.7,0.467
1185,2016,Michael Bourn,- - -,113,413,99,0.336,0.224,0.515,0.261,0.07,0.324,0.031,0.171,0.362,0.355,0.283,6.8,0.4445
1186,2019,Rio Ruiz,BAL,127,413,86,0.272,0.213,0.447,0.34,0.125,0.337,0.025,0.365,0.439,0.351,0.211,2,0.4665
1187,2017,Aaron Altherr,PHI,107,412,101,0.328,0.193,0.431,0.375,0.119,0.327,0.097,0.431,0.375,0.323,0.301,5.5,0.4705
1188,2015,Danny Espinosa,WSN,118,412,88,0.299,0.184,0.448,0.368,0.152,0.277,0.06,0.288,0.434,0.303,0.262,4.8,0.453
1189,2016,Derek Dietrich,MIA,128,412,98,0.343,0.217,0.404,0.379,0.097,0.393,0.07,0.32,0.379,0.375,0.246,4.2,0.456
1190,2021,Eddie Rosario,- - -,111,412,98,0.273,0.227,0.368,0.405,0.108,0.343,0.059,0.358,0.46,0.306,0.235,5.1,0.4655
1191,2021,James McCann,NYM,121,412,87,0.304,0.198,0.515,0.286,0.067,0.323,0.061,0.407,0.376,0.369,0.255,1.8,0.4615
1192,2021,Jurickson Profar,SDP,137,412,80,0.266,0.215,0.419,0.367,0.189,0.306,0.027,0.295,0.405,0.306,0.289,4.9,0.4475
1193,2015,Alex Rios,KCR,105,411,98,0.294,0.222,0.398,0.38,0.073,0.33,0.019,0.312,0.426,0.358,0.216,5.6,0.4485
1194,2017,Gregory Polanco,PIT,108,411,95,0.272,0.203,0.422,0.375,0.1,0.303,0.034,0.296,0.441,0.306,0.253,3.7,0.458
1195,2017,Kolten Wong,STL,108,411,101,0.331,0.201,0.481,0.318,0.109,0.329,0.02,0.285,0.383,0.332,0.285,5.4,0.45
1196,2018,Mark Canha,OAK,122,411,91,0.282,0.219,0.38,0.401,0.143,0.366,0.086,0.344,0.448,0.341,0.211,2.5,0.4635
1197,2019,Mike Yastrzemski,SFG,107,411,101,0.325,0.228,0.338,0.433,0.114,0.369,0.101,0.429,0.422,0.295,0.284,4.2,0.473
1198,2019,Tony Wolters,COL,121,411,94,0.314,0.268,0.444,0.288,0.071,0.375,0,0.197,0.355,0.371,0.274,2.7,0.441
1199,2017,Mitch Haniger,SEA,96,410,104,0.338,0.193,0.44,0.367,0.079,0.368,0.058,0.354,0.451,0.336,0.213,4.3,0.466
1200,2021,Corey Seager,LAD,95,409,108,0.336,0.207,0.459,0.334,0.041,0.366,0.124,0.49,0.372,0.379,0.248,3.3,0.4865
1201,2017,Jacoby Ellsbury,NYY,112,409,94,0.304,0.231,0.459,0.31,0.1,0.332,0.027,0.25,0.42,0.302,0.278,7.7,0.4505
1202,2019,Rowdy Tellez,TOR,111,409,84,0.267,0.237,0.385,0.377,0.103,0.37,0.128,0.416,0.42,0.393,0.187,2.1,0.4725
1203,2019,Willson Contreras,CHC,105,409,98,0.314,0.158,0.502,0.34,0.08,0.312,0.112,0.415,0.412,0.327,0.262,3.1,0.4735
1204,2018,Carlos Gomez,TBR,118,408,75,0.266,0.21,0.331,0.46,0.175,0.324,0.046,0.297,0.405,0.328,0.266,6.1,0.451
1205,2019,Delino DeShields,TEX,118,408,89,0.333,0.25,0.426,0.324,0.127,0.326,0.022,0.243,0.33,0.367,0.303,7,0.4545
1206,2021,Didi Gregorius,PHI,103,408,77,0.217,0.176,0.369,0.454,0.18,0.321,0.023,0.263,0.471,0.305,0.224,3.9,0.444
1207,2016,Jace Peterson,ATL,115,408,89,0.296,0.185,0.577,0.238,0,0.315,0.024,0.325,0.346,0.367,0.287,3.1,0.4535
1208,2015,Michael Cuddyer,NYM,117,408,98,0.312,0.219,0.486,0.295,0.128,0.312,0.045,0.308,0.397,0.332,0.271,3.3,0.463
1209,2017,Brad Miller,TBR,110,407,68,0.265,0.165,0.474,0.361,0.06,0.267,0.056,0.379,0.345,0.358,0.297,4.6,0.47
1210,2017,Jason Castro,MIN,110,407,86,0.318,0.246,0.419,0.335,0.096,0.396,0.064,0.32,0.344,0.372,0.284,1.5,0.456
1211,2018,Kolten Wong,STL,127,407,88,0.275,0.199,0.489,0.312,0.148,0.255,0.023,0.308,0.404,0.354,0.242,4,0.4555
1212,2015,Ruben Tejada,NYM,116,407,94,0.315,0.273,0.401,0.325,0.096,0.405,0.017,0.235,0.344,0.337,0.32,2.2,0.439
1213,2019,Harrison Bader,STL,128,406,71,0.268,0.174,0.384,0.442,0.091,0.313,0.082,0.352,0.421,0.373,0.206,6.5,0.471
1214,2018,Lewis Brinson,MIA,109,406,76,0.257,0.168,0.519,0.313,0.073,0.273,0.087,0.389,0.447,0.367,0.186,4.5,0.4685
1215,2019,Luis Rengifo,LAA,108,406,85,0.3,0.218,0.477,0.305,0.136,0.31,0.052,0.295,0.407,0.325,0.269,3.8,0.453
1216,2019,Anthony Santander,BAL,93,405,99,0.285,0.176,0.392,0.432,0.125,0.312,0.074,0.366,0.46,0.302,0.238,2.2,0.462
1217,2018,Mike Zunino,SEA,113,405,75,0.268,0.187,0.373,0.44,0.131,0.333,0.133,0.449,0.587,0.218,0.196,0.9,0.4855
1218,2015,C.J. Cron,LAA,113,404,99,0.293,0.184,0.445,0.371,0.18,0.321,0.08,0.353,0.338,0.388,0.274,2.9,0.468
1219,2018,Francisco Cervelli,PIT,104,404,86,0.308,0.194,0.389,0.417,0.105,0.358,0.083,0.398,0.386,0.346,0.268,3.1,0.468
1220,2015,Jorge Soler,CHC,101,404,96,0.361,0.278,0.423,0.298,0.122,0.375,0.093,0.435,0.383,0.395,0.222,3.3,0.474
1221,2018,Martin Maldonado,- - -,119,404,84,0.28,0.212,0.409,0.38,0.087,0.308,0.047,0.265,0.448,0.29,0.262,2.4,0.45
1222,2018,Curtis Granderson,- - -,123,403,83,0.311,0.308,0.321,0.371,0.068,0.448,0.046,0.343,0.527,0.289,0.184,4.2,0.4615
1223,2019,Jose Peraza,CIN,141,403,90,0.268,0.215,0.36,0.426,0.096,0.325,0.003,0.244,0.328,0.372,0.3,4.3,0.4375
1224,2021,Maikel Franco,BAL,104,403,79,0.225,0.182,0.489,0.329,0.146,0.281,0.051,0.339,0.473,0.304,0.224,0.9,0.463
1225,2015,Miguel Montero,CHC,113,403,86,0.306,0.255,0.405,0.34,0.024,0.393,0.081,0.352,0.372,0.381,0.247,1.2,0.462
1226,2018,Jedd Gyorko,STL,125,402,92,0.303,0.205,0.399,0.396,0.082,0.356,0.072,0.313,0.439,0.331,0.23,3.3,0.4605
1227,2019,Nicky Lopez,KCR,103,402,91,0.273,0.156,0.622,0.222,0.056,0.22,0.006,0.193,0.302,0.366,0.332,3.6,0.4305
1228,2021,Paul DeJong,STL,113,402,70,0.216,0.157,0.376,0.467,0.101,0.333,0.106,0.353,0.435,0.341,0.224,4,0.4675
1229,2018,Tim Beckham,BAL,96,402,85,0.282,0.204,0.465,0.331,0.067,0.316,0.051,0.357,0.426,0.342,0.232,2.1,0.461
1230,2021,Tyler Stephenson,CIN,132,402,100,0.333,0.254,0.496,0.25,0.057,0.361,0.054,0.382,0.336,0.314,0.35,1.7,0.4655
1231,2015,Yonder Alonso,SDP,103,402,100,0.313,0.23,0.492,0.278,0.105,0.327,0.032,0.333,0.359,0.385,0.256,2.8,0.4555
1232,2017,Brandon Moss,KCR,118,401,75,0.248,0.225,0.331,0.445,0.048,0.364,0.136,0.419,0.53,0.258,0.212,2.3,0.473
1233,2015,Eric Sogard,OAK,120,401,92,0.283,0.22,0.443,0.336,0.093,0.322,0.003,0.187,0.356,0.399,0.245,5.1,0.4325
