,Season,Name,Team,G,PA,H,BABIP,LD%,GB%,FB%,IFFB%,SweetSpot%,Barrel%,HardHit%,Pull%,Cent%,Oppo%,Spd,LDFB_EV
206,2016,Odubel Herrera,PHI,159,656,167,0.349,0.216,0.464,0.32,0.099,0.307,0.04,0.309,0.267,0.375,0.358,6.3,0.448
207,2018,Trevor Story,COL,157,656,174,0.345,0.227,0.343,0.431,0.102,0.382,0.124,0.456,0.433,0.343,0.224,6.3,0.475
208,2019,Trevor Story,COL,145,656,173,0.361,0.243,0.334,0.423,0.074,0.365,0.077,0.46,0.396,0.321,0.283,6.6,0.469
209,2019,Amed Rosario,NYM,157,655,177,0.338,0.224,0.483,0.293,0.076,0.348,0.04,0.392,0.304,0.437,0.26,5.6,0.4585
210,2016,Brandon Belt,SFG,156,655,149,0.346,0.278,0.263,0.46,0.06,0.422,0.108,0.327,0.362,0.334,0.304,3.7,0.458
211,2019,DJ LeMahieu,NYY,145,655,197,0.349,0.237,0.501,0.262,0.052,0.352,0.07,0.476,0.279,0.385,0.337,4,0.4765
212,2015,Nelson Cruz,SEA,152,655,178,0.35,0.204,0.457,0.34,0.103,0.354,0.131,0.475,0.386,0.365,0.248,2.5,0.4885
213,2015,Bryce Harper,WSN,153,654,172,0.369,0.222,0.385,0.393,0.058,0.371,0.122,0.477,0.454,0.338,0.208,3.1,0.474
214,2019,Francisco Lindor,CLE,143,654,170,0.291,0.197,0.437,0.366,0.136,0.296,0.071,0.408,0.446,0.329,0.225,5.7,0.4685
215,2021,Juan Soto,WSN,151,654,157,0.332,0.186,0.527,0.287,0.067,0.297,0.133,0.524,0.312,0.435,0.254,3.5,0.4905
216,2018,Khris Davis,OAK,151,654,142,0.261,0.159,0.353,0.488,0.07,0.377,0.167,0.475,0.358,0.402,0.24,2.1,0.486
217,2017,Kole Calhoun,LAA,155,654,139,0.284,0.211,0.439,0.35,0.084,0.349,0.052,0.354,0.447,0.324,0.229,3.7,0.46
218,2015,Mookie Betts,BOS,145,654,174,0.31,0.195,0.382,0.424,0.105,0.334,0.048,0.372,0.403,0.365,0.231,6.7,0.461
219,2019,Tommy Pham,TBR,145,654,155,0.316,0.218,0.534,0.248,0.091,0.297,0.072,0.449,0.387,0.362,0.252,5,0.477
220,2015,Xander Bogaerts,BOS,156,654,196,0.372,0.213,0.529,0.258,0.106,0.28,0.021,0.338,0.338,0.342,0.32,4.8,0.4555
221,2021,Dansby Swanson,ATL,160,653,146,0.297,0.199,0.398,0.403,0.087,0.366,0.114,0.424,0.441,0.324,0.235,4.2,0.472
222,2019,David Fletcher,LAA,154,653,173,0.317,0.264,0.44,0.296,0.076,0.375,0.002,0.169,0.448,0.322,0.23,4.4,0.4325
223,2015,Dee Strange-Gordon,MIA,145,653,205,0.383,0.215,0.598,0.187,0.032,0.286,0.009,0.172,0.301,0.385,0.314,7.3,0.438
224,2021,Nolan Arenado,STL,157,653,151,0.249,0.188,0.313,0.498,0.131,0.341,0.067,0.371,0.498,0.31,0.192,3.3,0.4605
225,2015,Shin-Soo Choo,TEX,149,653,153,0.335,0.207,0.509,0.285,0.026,0.335,0.077,0.439,0.441,0.342,0.217,3.9,0.476
226,2015,Gregory Polanco,PIT,153,652,152,0.308,0.197,0.454,0.349,0.086,0.305,0.04,0.396,0.394,0.356,0.251,6.3,0.4615
227,2017,Khris Davis,OAK,153,652,140,0.29,0.193,0.384,0.423,0.063,0.376,0.169,0.521,0.344,0.423,0.233,3.4,0.4935
228,2018,Christian Yelich,MIL,147,651,187,0.373,0.247,0.518,0.235,0.049,0.367,0.122,0.508,0.349,0.381,0.27,6.8,0.486
229,2017,Rougned Odor,TEX,162,651,124,0.224,0.163,0.415,0.422,0.155,0.272,0.051,0.372,0.503,0.298,0.198,5.6,0.471
230,2016,Albert Pujols,LAA,152,650,159,0.26,0.166,0.439,0.395,0.092,0.315,0.088,0.441,0.479,0.338,0.183,2.5,0.4735
231,2017,Andrew McCutchen,PIT,156,650,159,0.305,0.219,0.407,0.374,0.082,0.337,0.068,0.383,0.427,0.368,0.206,4.3,0.467
232,2015,Kris Bryant,CHC,151,650,154,0.378,0.205,0.342,0.452,0.079,0.337,0.107,0.447,0.416,0.345,0.238,5.4,0.4745
233,2017,Kyle Seager,SEA,154,650,144,0.262,0.171,0.313,0.516,0.05,0.352,0.082,0.335,0.401,0.352,0.247,2.2,0.4605
234,2021,Ty France,SEA,152,650,166,0.327,0.229,0.456,0.314,0.074,0.359,0.068,0.389,0.38,0.384,0.236,1.9,0.4625
235,2018,Yoan Moncada,CHW,149,650,136,0.344,0.227,0.373,0.401,0.069,0.364,0.088,0.441,0.414,0.329,0.258,5.5,0.471
236,2018,J.D. Martinez,BOS,150,649,188,0.375,0.226,0.435,0.34,0.027,0.4,0.151,0.523,0.377,0.309,0.314,4,0.4835
237,2015,Jay Bruce,CIN,157,649,131,0.251,0.187,0.37,0.442,0.056,0.342,0.079,0.374,0.468,0.304,0.227,4.4,0.4645
238,2016,Stephen Piscotty,STL,153,649,159,0.319,0.202,0.436,0.362,0.092,0.332,0.086,0.373,0.423,0.319,0.259,4.1,0.4645
239,2017,Wil Myers,SDP,155,649,138,0.297,0.196,0.375,0.429,0.155,0.353,0.084,0.452,0.424,0.368,0.208,5.3,0.4765
240,2019,Elvis Andrus,TEX,147,648,165,0.305,0.213,0.51,0.277,0.063,0.325,0.031,0.35,0.37,0.364,0.267,6.4,0.453
241,2015,Matt Kemp,SDP,154,648,158,0.311,0.214,0.433,0.352,0.025,0.344,0.07,0.4,0.409,0.376,0.214,5.1,0.467
242,2019,Michael Conforto,NYM,151,648,141,0.29,0.239,0.361,0.4,0.075,0.358,0.109,0.39,0.412,0.311,0.277,3.7,0.4685
243,2017,Robinson Cano,SEA,150,648,166,0.294,0.194,0.5,0.306,0.045,0.339,0.055,0.437,0.394,0.357,0.249,2,0.47
244,2017,Adam Duvall,CIN,157,647,146,0.29,0.182,0.332,0.486,0.12,0.346,0.084,0.325,0.437,0.306,0.257,3.9,0.462
245,2017,Andrelton Simmons,LAA,158,647,164,0.291,0.19,0.495,0.315,0.114,0.313,0.025,0.285,0.453,0.342,0.206,5,0.454
246,2016,Anthony Rendon,WSN,156,647,153,0.304,0.206,0.357,0.438,0.125,0.354,0.055,0.417,0.402,0.308,0.29,4.6,0.4675
247,2016,Jonathan Schoop,BAL,162,647,164,0.305,0.198,0.453,0.349,0.143,0.297,0.062,0.353,0.447,0.31,0.243,2.4,0.466
248,2018,Starlin Castro,MIA,154,647,165,0.33,0.202,0.509,0.288,0.073,0.32,0.063,0.36,0.402,0.387,0.211,3.6,0.4595
249,2019,Anthony Rendon,WSN,146,646,174,0.323,0.212,0.331,0.457,0.103,0.387,0.109,0.466,0.421,0.329,0.25,4.4,0.4675
250,2021,Bryan Reynolds,PIT,159,646,169,0.345,0.256,0.389,0.355,0.038,0.399,0.104,0.408,0.422,0.341,0.237,5.1,0.469
251,2016,Melky Cabrera,CHW,151,646,175,0.314,0.219,0.432,0.35,0.098,0.336,0.019,0.342,0.387,0.328,0.285,3.4,0.451
252,2021,Trea Turner,- - -,148,646,195,0.362,0.211,0.452,0.337,0.097,0.346,0.074,0.46,0.376,0.374,0.249,6.4,0.463
253,2018,Javier Baez,CHC,160,645,176,0.347,0.221,0.456,0.323,0.114,0.329,0.113,0.428,0.405,0.333,0.261,7.1,0.484
254,2017,Jed Lowrie,OAK,153,645,157,0.314,0.271,0.294,0.435,0.074,0.432,0.055,0.372,0.355,0.37,0.274,2.7,0.4585
255,2017,Jose Ramirez,CLE,152,645,186,0.319,0.214,0.389,0.397,0.097,0.355,0.046,0.345,0.463,0.321,0.217,6,0.4595
256,2019,Kevin Pillar,- - -,161,645,158,0.27,0.197,0.441,0.363,0.153,0.329,0.047,0.308,0.48,0.297,0.223,5.6,0.454
257,2017,Lorenzo Cain,KCR,155,645,175,0.34,0.226,0.444,0.329,0.094,0.321,0.033,0.352,0.311,0.405,0.284,6.5,0.461
258,2016,Mike Napoli,CLE,150,645,133,0.296,0.185,0.364,0.451,0.145,0.332,0.13,0.386,0.476,0.318,0.207,3.7,0.4815
259,2017,Nelson Cruz,SEA,155,645,160,0.315,0.177,0.404,0.418,0.068,0.345,0.137,0.487,0.418,0.364,0.217,1.7,0.493
260,2016,Chris Carter,MIL,160,644,122,0.26,0.195,0.317,0.487,0.093,0.363,0.164,0.462,0.377,0.394,0.229,2.9,0.485
261,2021,Jorge Polanco,MIN,152,644,158,0.282,0.231,0.321,0.448,0.081,0.361,0.101,0.368,0.527,0.284,0.189,4.7,0.4675
262,2015,Adrian Gonzalez,LAD,156,643,157,0.294,0.26,0.373,0.367,0.07,0.407,0.077,0.372,0.403,0.334,0.263,1.2,0.4665
263,2021,Jake Cronenworth,SDP,152,643,151,0.283,0.217,0.422,0.361,0.104,0.358,0.072,0.346,0.344,0.385,0.271,4.9,0.461
264,2015,Chase Headley,NYY,156,642,150,0.317,0.266,0.431,0.304,0.118,0.367,0.045,0.325,0.443,0.356,0.2,2.3,0.4515
265,2021,Nathaniel Lowe,TEX,157,642,147,0.339,0.181,0.545,0.274,0.028,0.314,0.095,0.455,0.264,0.399,0.337,4.4,0.465
266,2016,Charlie Blackmon,COL,143,641,187,0.35,0.278,0.344,0.378,0.073,0.391,0.062,0.335,0.439,0.313,0.248,5.9,0.453
267,2015,Ian Desmond,WSN,156,641,136,0.307,0.156,0.534,0.31,0.13,0.259,0.064,0.409,0.347,0.36,0.293,4.5,0.473
268,2015,Jason Kipnis,CLE,141,641,171,0.356,0.268,0.45,0.281,0.069,0.359,0.028,0.382,0.353,0.361,0.286,5.3,0.463
269,2016,Adrian Beltre,TEX,153,640,175,0.293,0.177,0.402,0.421,0.11,0.342,0.079,0.4,0.41,0.346,0.244,2.1,0.4685
270,2021,Carlos Correa,HOU,148,640,155,0.308,0.236,0.416,0.348,0.129,0.335,0.094,0.425,0.367,0.356,0.277,2.4,0.47
271,2015,Jhonny Peralta,STL,155,640,159,0.311,0.247,0.441,0.312,0.054,0.352,0.038,0.335,0.426,0.348,0.226,1.8,0.4575
272,2021,Manny Machado,SDP,153,640,157,0.29,0.203,0.39,0.407,0.13,0.338,0.133,0.52,0.427,0.357,0.216,4.7,0.484
273,2021,Adam Frazier,- - -,155,639,176,0.339,0.294,0.41,0.296,0.08,0.389,0.01,0.25,0.371,0.324,0.305,4.8,0.4355
274,2015,Kendrys Morales,KCR,158,639,165,0.319,0.204,0.449,0.347,0.031,0.343,0.085,0.47,0.4,0.366,0.234,2.1,0.476
275,2021,Shohei Ohtani,LAA,158,639,138,0.303,0.214,0.38,0.406,0.05,0.354,0.223,0.534,0.48,0.3,0.22,6.9,0.502
276,2015,Erick Aybar,LAA,156,638,161,0.3,0.21,0.526,0.264,0.053,0.312,0.007,0.192,0.401,0.375,0.224,4.6,0.439
277,2018,Michael Conforto,NYM,153,638,132,0.289,0.196,0.438,0.366,0.085,0.363,0.085,0.366,0.43,0.317,0.253,2.4,0.4675
278,2021,Myles Straw,- - -,158,638,153,0.336,0.257,0.406,0.336,0.04,0.42,0.013,0.259,0.288,0.371,0.342,5.4,0.4405
279,2018,Scooter Gennett,CIN,154,638,181,0.358,0.236,0.401,0.362,0.066,0.375,0.051,0.319,0.405,0.321,0.274,3.7,0.4545
280,2021,Cesar Hernandez,- - -,149,637,132,0.266,0.181,0.467,0.351,0.053,0.326,0.068,0.331,0.4,0.37,0.231,3.1,0.453
281,2016,Denard Span,SFG,143,637,152,0.291,0.226,0.527,0.247,0.083,0.295,0.026,0.295,0.377,0.383,0.24,4.6,0.4445
282,2017,Justin Smoak,TOR,158,637,151,0.285,0.212,0.343,0.445,0.073,0.394,0.12,0.429,0.408,0.353,0.24,1.7,0.473
283,2019,Michael Brantley,HOU,148,637,179,0.32,0.239,0.453,0.308,0.032,0.363,0.053,0.365,0.402,0.335,0.263,3.2,0.462
284,2021,Pete Alonso,NYM,152,637,147,0.274,0.183,0.388,0.429,0.09,0.345,0.148,0.473,0.413,0.32,0.267,3.5,0.4775
285,2017,Albert Pujols,LAA,149,636,143,0.249,0.185,0.435,0.381,0.109,0.319,0.048,0.391,0.474,0.347,0.179,2.1,0.4665
286,2016,Jackie Bradley Jr.,BOS,156,636,149,0.312,0.184,0.473,0.344,0.111,0.29,0.079,0.398,0.46,0.343,0.198,5.9,0.4725
287,2021,Jose Ramirez,CLE,152,636,147,0.256,0.192,0.356,0.452,0.16,0.334,0.111,0.423,0.568,0.277,0.155,7,0.4735
288,2017,Shin-Soo Choo,TEX,149,636,142,0.305,0.25,0.488,0.262,0.009,0.359,0.086,0.373,0.428,0.337,0.234,4.7,0.4685
289,2018,Trey Mancini,BAL,156,636,141,0.285,0.189,0.546,0.265,0.07,0.276,0.106,0.422,0.38,0.357,0.263,2.4,0.475
290,2017,Adam Jones,BAL,147,635,170,0.312,0.209,0.448,0.343,0.096,0.336,0.057,0.303,0.414,0.299,0.287,2.7,0.457
291,2016,DJ LeMahieu,COL,146,635,192,0.388,0.266,0.506,0.228,0.102,0.362,0.041,0.477,0.218,0.403,0.379,5.6,0.465
292,2017,Jake Lamb,ARI,149,635,133,0.287,0.206,0.411,0.383,0.06,0.344,0.08,0.375,0.419,0.352,0.229,4.4,0.465
293,2017,Justin Upton,- - -,152,635,152,0.341,0.196,0.368,0.437,0.091,0.36,0.122,0.415,0.386,0.357,0.257,4,0.4715
294,2018,Mike Moustakas,- - -,152,635,144,0.259,0.197,0.34,0.463,0.192,0.313,0.082,0.391,0.426,0.342,0.231,2.7,0.4645
295,2017,Xander Bogaerts,BOS,148,635,156,0.327,0.206,0.489,0.305,0.137,0.267,0.009,0.317,0.408,0.333,0.259,6.7,0.454
296,2015,Ben Revere,- - -,152,634,181,0.338,0.264,0.547,0.189,0.04,0.349,0,0.142,0.351,0.401,0.248,6.9,0.43
297,2016,Brett Gardner,NYY,148,634,143,0.31,0.207,0.523,0.27,0.101,0.278,0.022,0.24,0.336,0.382,0.282,6,0.449
298,2019,Charlie Blackmon,COL,140,634,182,0.334,0.23,0.392,0.378,0.077,0.368,0.079,0.403,0.428,0.328,0.243,4.6,0.464
299,2021,J.D. Martinez,BOS,148,634,163,0.34,0.238,0.344,0.419,0.062,0.412,0.124,0.493,0.348,0.348,0.304,2.6,0.4765
300,2019,Kris Bryant,CHC,147,634,153,0.331,0.209,0.359,0.432,0.116,0.358,0.088,0.338,0.465,0.3,0.235,4,0.4615
301,2021,Aaron Judge,NYY,148,633,158,0.332,0.232,0.413,0.355,0.035,0.385,0.176,0.579,0.363,0.37,0.267,2.9,0.4925
302,2016,Adrian Gonzalez,LAD,156,633,162,0.328,0.264,0.462,0.275,0.048,0.389,0.039,0.335,0.381,0.341,0.278,1.4,0.459
303,2019,Alex Gordon,KCR,150,633,148,0.301,0.231,0.462,0.307,0.035,0.337,0.054,0.384,0.406,0.348,0.246,3.2,0.4625
304,2017,Billy Hamilton,CIN,139,633,144,0.313,0.236,0.458,0.306,0.121,0.322,0.002,0.112,0.368,0.373,0.259,9,0.4215
305,2016,Curtis Granderson,NYM,150,633,129,0.254,0.215,0.364,0.421,0.045,0.338,0.064,0.329,0.436,0.367,0.198,4.4,0.458
306,2015,Starling Marte,PIT,153,633,166,0.333,0.236,0.538,0.227,0.098,0.325,0.067,0.351,0.44,0.349,0.211,5.9,0.473
307,2018,Brian Dozier,- - -,151,632,119,0.24,0.168,0.395,0.437,0.171,0.305,0.056,0.284,0.499,0.338,0.163,4.9,0.459
308,2016,Carlos Gonzalez,COL,150,632,174,0.346,0.213,0.462,0.325,0.081,0.322,0.083,0.41,0.371,0.375,0.254,3,0.4655
309,2018,Cody Bellinger,LAD,162,632,145,0.313,0.199,0.4,0.402,0.165,0.32,0.086,0.381,0.452,0.32,0.227,6.3,0.4775
310,2017,Eugenio Suarez,CIN,156,632,139,0.309,0.24,0.389,0.371,0.11,0.39,0.064,0.319,0.427,0.302,0.271,3.1,0.458
311,2018,Jean Segura,SEA,144,632,178,0.327,0.193,0.515,0.292,0.139,0.298,0.032,0.321,0.357,0.408,0.235,5.5,0.4515
312,2017,Kevin Pillar,TOR,154,632,150,0.28,0.204,0.431,0.364,0.139,0.333,0.03,0.285,0.402,0.349,0.249,4.4,0.4505
313,2019,Kole Calhoun,LAA,152,632,128,0.265,0.223,0.408,0.369,0.083,0.349,0.107,0.417,0.505,0.293,0.202,3.7,0.4755
314,2016,Rougned Odor,TEX,150,632,164,0.297,0.176,0.402,0.422,0.082,0.312,0.074,0.378,0.473,0.335,0.192,5.5,0.4685
315,2015,Trevor Plouffe,MIN,152,632,140,0.274,0.182,0.411,0.407,0.12,0.335,0.075,0.388,0.427,0.346,0.227,3.6,0.468
316,2019,Yasmani Grandal,MIL,153,632,126,0.279,0.229,0.391,0.38,0.126,0.375,0.103,0.412,0.398,0.343,0.259,3.4,0.475
317,2016,Ben Zobrist,CHC,147,631,142,0.29,0.216,0.48,0.305,0.082,0.325,0.04,0.354,0.483,0.347,0.169,4,0.463
318,2018,Eduardo Escobar,- - -,151,631,154,0.308,0.248,0.321,0.431,0.057,0.386,0.078,0.272,0.4,0.339,0.261,2.9,0.454
319,2021,Jonathan India,CIN,150,631,143,0.326,0.225,0.441,0.334,0.083,0.336,0.096,0.381,0.508,0.318,0.174,5.1,0.465
320,2018,Michael Brantley,CLE,143,631,176,0.319,0.247,0.45,0.303,0.038,0.381,0.031,0.371,0.404,0.368,0.228,4.8,0.4595
321,2018,Kyle Seager,SEA,155,630,129,0.251,0.214,0.339,0.446,0.085,0.37,0.051,0.396,0.441,0.356,0.203,2.6,0.463
322,2016,Maikel Franco,PHI,152,630,148,0.271,0.2,0.445,0.355,0.171,0.286,0.063,0.407,0.455,0.347,0.198,1.9,0.471
323,2017,Whit Merrifield,KCR,145,630,169,0.308,0.218,0.377,0.405,0.074,0.365,0.045,0.294,0.335,0.357,0.308,6.7,0.4605
324,2017,Alcides Escobar,KCR,162,629,150,0.291,0.218,0.408,0.374,0.108,0.341,0.02,0.209,0.38,0.335,0.285,4.3,0.4425
325,2017,Corey Dickerson,TBR,150,629,166,0.338,0.224,0.418,0.358,0.057,0.356,0.068,0.317,0.342,0.368,0.29,4,0.4555
326,2017,George Springer,HOU,140,629,155,0.297,0.179,0.483,0.338,0.087,0.311,0.084,0.427,0.408,0.338,0.254,3.1,0.4805
327,2019,Ketel Marte,ARI,144,628,187,0.342,0.222,0.431,0.348,0.083,0.344,0.091,0.4,0.437,0.355,0.208,5.9,0.4675
328,2015,Kevin Pillar,TOR,159,628,163,0.306,0.219,0.414,0.367,0.177,0.284,0.018,0.259,0.429,0.302,0.269,5.8,0.441
329,2018,Marcell Ozuna,STL,148,628,163,0.309,0.181,0.471,0.349,0.102,0.303,0.092,0.444,0.422,0.353,0.225,3.2,0.4745
330,2019,Randal Grichuk,TOR,151,628,136,0.266,0.188,0.391,0.421,0.145,0.313,0.087,0.398,0.471,0.325,0.205,3.9,0.4695
331,2016,Bryce Harper,WSN,147,627,123,0.264,0.172,0.404,0.424,0.089,0.301,0.073,0.358,0.393,0.343,0.263,4.6,0.4635
332,2016,Eugenio Suarez,CIN,159,627,140,0.304,0.216,0.405,0.379,0.077,0.383,0.061,0.291,0.395,0.351,0.254,4.4,0.4545
333,2017,Alex Bregman,HOU,155,626,158,0.311,0.217,0.384,0.399,0.167,0.345,0.034,0.345,0.426,0.373,0.201,5.9,0.459
334,2016,David Ortiz,BOS,151,626,169,0.312,0.221,0.328,0.451,0.073,0.393,0.135,0.476,0.48,0.341,0.179,2.2,0.485
335,2016,Jacoby Ellsbury,NYY,148,626,145,0.295,0.228,0.464,0.309,0.138,0.308,0.014,0.309,0.392,0.378,0.23,5.7,0.4495
336,2021,Jeimer Candelario,DET,149,626,151,0.333,0.264,0.394,0.342,0.063,0.386,0.09,0.391,0.422,0.351,0.227,2.4,0.4585
337,2016,Justin Upton,DET,153,626,140,0.301,0.183,0.387,0.43,0.112,0.333,0.122,0.455,0.392,0.364,0.244,4.2,0.4745
338,2021,Mark Canha,OAK,141,625,120,0.274,0.229,0.412,0.359,0.106,0.361,0.071,0.354,0.438,0.323,0.239,6.1,0.4635
339,2019,Nick Ahmed,ARI,158,625,141,0.28,0.199,0.483,0.318,0.063,0.355,0.057,0.34,0.368,0.39,0.241,5.5,0.459
340,2015,Edwin Encarnacion,TOR,146,624,146,0.267,0.193,0.361,0.445,0.179,0.311,0.086,0.439,0.502,0.3,0.198,2.4,0.4725
341,2016,Freddy Galvis,PHI,158,624,141,0.28,0.235,0.401,0.364,0.069,0.339,0.026,0.274,0.416,0.359,0.224,5,0.4525
342,2016,Brandon Crawford,SFG,155,623,152,0.322,0.213,0.426,0.361,0.119,0.336,0.04,0.345,0.374,0.381,0.244,5.9,0.4655
343,2015,Brandon Phillips,CIN,148,623,173,0.315,0.249,0.448,0.303,0.101,0.326,0.019,0.26,0.349,0.336,0.315,5.4,0.4385
344,2015,Buster Posey,SFG,150,623,177,0.32,0.223,0.439,0.338,0.069,0.336,0.055,0.371,0.354,0.375,0.271,2.1,0.4585
345,2018,Joey Votto,CIN,145,623,143,0.333,0.314,0.375,0.311,0,0.459,0.067,0.348,0.353,0.338,0.309,2.7,0.4625
346,2019,Lorenzo Cain,MIL,148,623,146,0.301,0.257,0.502,0.241,0.081,0.311,0.041,0.412,0.315,0.361,0.324,4.2,0.458
347,2017,Maikel Franco,PHI,154,623,132,0.234,0.179,0.454,0.367,0.163,0.266,0.054,0.363,0.462,0.32,0.219,1.5,0.468
348,2021,Adolis Garcia,TEX,149,622,141,0.306,0.162,0.433,0.405,0.076,0.294,0.115,0.453,0.448,0.312,0.24,5.1,0.4815
349,2015,Alexei Ramirez,CHW,154,622,145,0.264,0.216,0.493,0.291,0.113,0.322,0.01,0.222,0.381,0.423,0.195,3.8,0.44
350,2016,Cesar Hernandez,PHI,155,622,161,0.363,0.244,0.549,0.207,0.071,0.299,0.018,0.29,0.365,0.34,0.295,5.7,0.4545
351,2016,Justin Turner,LAD,151,622,153,0.293,0.239,0.361,0.4,0.066,0.374,0.081,0.409,0.352,0.335,0.313,3.8,0.466
352,2017,Matt Carpenter,STL,145,622,120,0.274,0.223,0.269,0.508,0.048,0.377,0.079,0.367,0.472,0.314,0.214,3.1,0.462
353,2021,Matt Chapman,OAK,151,622,111,0.272,0.146,0.336,0.518,0.132,0.321,0.137,0.417,0.408,0.375,0.217,3.6,0.47
354,2016,Marcus Semien,OAK,159,621,135,0.268,0.177,0.394,0.429,0.065,0.318,0.063,0.348,0.425,0.355,0.22,4.4,0.4645
355,2015,Alex Rodriguez,NYY,151,620,131,0.278,0.182,0.431,0.387,0.074,0.314,0.106,0.434,0.457,0.369,0.174,3.3,0.478
356,2015,DJ LeMahieu,COL,150,620,170,0.362,0.26,0.545,0.195,0.011,0.325,0.017,0.398,0.212,0.398,0.39,6.4,0.463
357,2018,George Springer,HOU,140,620,144,0.303,0.16,0.494,0.346,0.082,0.301,0.089,0.368,0.398,0.369,0.233,3.6,0.4665
358,2016,Hanley Ramirez,BOS,147,620,157,0.315,0.188,0.484,0.329,0.12,0.296,0.083,0.423,0.379,0.363,0.259,3.7,0.4745
359,2017,Josh Bell,PIT,159,620,140,0.278,0.177,0.511,0.312,0.118,0.289,0.06,0.339,0.415,0.296,0.289,3.5,0.4605
360,2015,Justin Upton,SDP,150,620,136,0.304,0.173,0.387,0.441,0.064,0.286,0.095,0.391,0.394,0.358,0.247,5.7,0.4665
361,2018,Lorenzo Cain,MIL,141,620,166,0.357,0.224,0.546,0.23,0.068,0.309,0.027,0.405,0.298,0.374,0.329,5.6,0.455
362,2015,Adrian Beltre,TEX,143,619,163,0.295,0.227,0.416,0.357,0.082,0.357,0.049,0.402,0.388,0.386,0.225,3.6,0.466
363,2021,Dylan Carlson,STL,149,619,144,0.332,0.246,0.378,0.376,0.054,0.406,0.07,0.306,0.41,0.299,0.291,4,0.457
364,2018,Ian Desmond,COL,160,619,131,0.279,0.165,0.62,0.215,0.079,0.285,0.063,0.432,0.3,0.408,0.292,7,0.479
365,2018,Jeimer Candelario,DET,144,619,121,0.279,0.177,0.417,0.406,0.122,0.32,0.057,0.333,0.466,0.302,0.232,4,0.459
366,2019,Jean Segura,PHI,144,618,161,0.302,0.21,0.519,0.271,0.117,0.31,0.032,0.327,0.345,0.398,0.256,5.4,0.453
367,2016,Jose Ramirez,CLE,152,618,176,0.333,0.228,0.409,0.363,0.098,0.35,0.026,0.329,0.39,0.327,0.283,5.5,0.4515
368,2016,Kendrys Morales,KCR,154,618,147,0.283,0.201,0.442,0.357,0.063,0.345,0.102,0.497,0.379,0.379,0.242,0.8,0.482
369,2019,Leury Garcia,CHW,140,618,161,0.353,0.215,0.549,0.236,0.058,0.301,0.033,0.299,0.332,0.327,0.341,6.1,0.454
370,2017,Jay Bruce,- - -,146,617,141,0.274,0.208,0.325,0.467,0.051,0.394,0.093,0.389,0.444,0.344,0.212,2.6,0.462
371,2017,Steven Souza Jr.,TBR,148,617,125,0.302,0.211,0.446,0.343,0.068,0.334,0.118,0.38,0.468,0.324,0.208,4.8,0.474
372,2019,Victor Robles,WSN,155,617,139,0.31,0.23,0.403,0.367,0.153,0.338,0.046,0.23,0.451,0.317,0.233,6.6,0.443
373,2019,Brandon Belt,SFG,156,616,123,0.275,0.23,0.283,0.487,0.078,0.409,0.079,0.357,0.414,0.328,0.258,3.6,0.4565
374,2021,Joey Gallo,- - -,153,616,99,0.246,0.167,0.326,0.507,0.107,0.29,0.185,0.455,0.448,0.329,0.224,4.2,0.49
375,2018,Matt Chapman,OAK,145,616,152,0.338,0.204,0.403,0.393,0.139,0.305,0.082,0.476,0.404,0.35,0.246,4.5,0.4795
376,2017,Nomar Mazara,TEX,148,616,140,0.293,0.193,0.465,0.342,0.088,0.305,0.063,0.37,0.353,0.388,0.258,2.6,0.4745
377,2021,Trey Mancini,BAL,147,616,142,0.308,0.203,0.483,0.314,0.062,0.36,0.104,0.415,0.367,0.353,0.28,2.1,0.469
378,2021,Yoan Moncada,CHW,144,616,137,0.35,0.266,0.438,0.296,0.083,0.4,0.082,0.405,0.384,0.353,0.263,2.8,0.464
379,2019,Andrew Benintendi,BOS,138,615,144,0.333,0.21,0.383,0.407,0.103,0.399,0.071,0.377,0.352,0.379,0.269,5.1,0.4595
380,2021,Brandon Lowe,TBR,149,615,132,0.28,0.217,0.342,0.44,0.074,0.372,0.14,0.431,0.431,0.323,0.245,3.8,0.469
381,2015,Logan Forsythe,TBR,153,615,152,0.323,0.198,0.396,0.406,0.08,0.336,0.032,0.317,0.391,0.363,0.246,3.9,0.459
382,2016,Buster Posey,SFG,146,614,155,0.303,0.215,0.486,0.299,0.049,0.326,0.065,0.43,0.355,0.353,0.292,4.1,0.472
383,2015,David Ortiz,BOS,146,614,144,0.264,0.224,0.367,0.41,0.066,0.348,0.124,0.493,0.443,0.344,0.213,0.9,0.4845
384,2018,David Peralta,ARI,146,614,164,0.328,0.201,0.507,0.292,0.055,0.329,0.075,0.457,0.39,0.347,0.263,4.2,0.477
385,2015,Mike Moustakas,KCR,147,614,156,0.294,0.188,0.399,0.414,0.153,0.303,0.054,0.365,0.392,0.334,0.274,1.9,0.4595
386,2018,Mookie Betts,BOS,136,614,180,0.368,0.212,0.339,0.449,0.092,0.394,0.131,0.5,0.472,0.348,0.18,7,0.479
387,2018,Adam Jones,BAL,145,613,163,0.311,0.205,0.429,0.366,0.135,0.356,0.049,0.328,0.399,0.336,0.265,3,0.4575
388,2019,Anthony Rizzo,CHC,146,613,150,0.306,0.253,0.429,0.319,0.096,0.368,0.065,0.368,0.429,0.324,0.247,4,0.4625
